"","edon.x","disloc2013.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2016","disloc2013.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",29,3,1,0.8,29,8,3,10,0.814544166458943,1538,0.014544166458943
"2",29,2,1,0.8,29,8,3,10,0.814544166458943,1538,0.014544166458943
"3",29,3,1,0.8,29,8,2,7,0.814544166458943,3165,0.014544166458943
"4",29,2,1,0.8,29,8,2,7,0.814544166458943,3165,0.014544166458943
"5",29,15,11,0.396,29,4,15,8,0.276267877412032,1335,0.119732122587968
"6",29,16,11,0.396,29,4,15,8,0.276267877412032,1335,0.119732122587968
"7",29,15,11,0.396,29,4,16,8,0.276267877412032,2516,0.119732122587968
"8",29,16,11,0.396,29,4,16,8,0.276267877412032,2516,0.119732122587968
"9",29,12,13,0.767,29,2,12,4,0.893631627831846,889,0.126631627831846
"10",29,14,13,0.767,29,2,12,4,0.893631627831846,889,0.126631627831846
"11",29,12,13,0.767,29,2,14,4,0.893631627831846,270,0.126631627831846
"12",29,14,13,0.767,29,2,14,4,0.893631627831846,270,0.126631627831846
"13",29,17,3,0.41,29,11,17,14,0.49556786120352,1327,0.08556786120352
"14",29,19,3,0.41,29,11,17,14,0.49556786120352,1327,0.08556786120352
"15",29,13,6,0.821,29,1,13,9,0.81198467230444,5522,0.0090153276955599
"16",29,17,3,0.41,29,11,19,14,0.49556786120352,4229,0.08556786120352
"17",29,19,3,0.41,29,11,19,14,0.49556786120352,4229,0.08556786120352
"18",29,4,15,0.722,29,9,4,7,0.6720481467329,2001,0.0499518532670999
"19",29,5,15,0.722,29,9,4,7,0.6720481467329,2001,0.0499518532670999
"20",29,4,15,0.722,29,9,5,7,0.6720481467329,2471,0.0499518532670999
"21",29,5,15,0.722,29,9,5,7,0.6720481467329,2471,0.0499518532670999
"22",29,18,2,0.622,29,10,18,15,0.609729914363091,4978,0.012270085636909
"23",29,11,10,0.774,29,6,11,3,0.75552827061207,2481,0.0184717293879301
"24",29,10,9,0.718,29,14,10,10,0.720938801075863,3562,0.00293880107586297
"25",29,7,7,0.356,29,12,7,11,0.343415176432254,2550,0.012584823567746
"26",29,9,7,0.356,29,12,7,11,0.343415176432254,2550,0.012584823567746
"27",29,7,7,0.356,29,12,9,11,0.343415176432254,1627,0.012584823567746
"28",29,9,7,0.356,29,12,9,11,0.343415176432254,1627,0.012584823567746
"29",29,6,5,0.652,29,15,6,12,0.741888756582905,6141,0.089888756582905
"30",29,1,4,0.657,29,7,1,13,0.69950069630787,1097,0.04250069630787
"31",29,8,8,0.656,29,13,8,11,0.743283976731888,3126,0.0872839767318879
