"","edon.x","disloc2012.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2012.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",22,8,14,0.425,22,14,8,14,0.38932650403246,1355,0.03567349596754
"2",22,15,3,0.823,22,3,15,3,0.835933747264673,1809,0.012933747264673
"3",22,14,1,0.77,22,1,14,1,0.794988220841724,3080,0.024988220841724
"4",22,13,2,0.4,22,2,13,2,0.338125539257981,1930,0.061874460742019
"5",22,7,9,0.189,22,9,7,9,0.177930890259808,4952,0.011069109740192
"6",22,12,4,1,22,4,12,4,1,3467,0
"7",22,11,15,0.338,22,15,11,15,0.346665441554019,2308,0.00866544155401899
"8",22,10,15,0.338,22,15,11,15,0.346665441554019,2308,0.00866544155401899
"9",22,3,6,0.316,22,6,3,6,0.429630972420044,4632,0.113630972420044
"10",22,4,7,0.456,22,7,4,7,0.453633672337188,2479,0.00236632766281203
"11",22,1,7,0.456,22,7,4,7,0.453633672337188,2479,0.00236632766281203
"12",22,5,7,0.456,22,7,4,7,0.453633672337188,2479,0.00236632766281203
"13",22,2,5,0.483,22,5,2,5,0.508168663451066,1322,0.0251686634510661
"14",22,4,7,0.456,22,7,1,7,0.453633672337188,1682,0.00236632766281203
"15",22,1,7,0.456,22,7,1,7,0.453633672337188,1682,0.00236632766281203
"16",22,5,7,0.456,22,7,1,7,0.453633672337188,1682,0.00236632766281203
"17",22,4,7,0.456,22,7,5,7,0.453633672337188,2330,0.00236632766281203
"18",22,1,7,0.456,22,7,5,7,0.453633672337188,2330,0.00236632766281203
"19",22,5,7,0.456,22,7,5,7,0.453633672337188,2330,0.00236632766281203
"20",22,6,11,0.366,22,11,6,11,0.266313870759099,1244,0.099686129240901
"21",22,11,15,0.338,22,15,10,15,0.346665441554019,2301,0.00866544155401899
"22",22,10,15,0.338,22,15,10,15,0.346665441554019,2301,0.00866544155401899
"23",22,9,13,0.766,22,13,9,13,0.814777378367797,1493,0.0487773783677969
