"","edon.x","disloc2011.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2011.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",3,9,4,0.319,3,4,9,4,0.261352319199881,864,0.057647680800119
"2",3,11,4,0.319,3,4,9,4,0.261352319199881,864,0.057647680800119
"3",3,10,2,0.484,3,4,10,4,0.658399338613756,1331,0.174399338613756
"4",3,9,4,0.319,3,4,11,4,0.261352319199881,988,0.057647680800119
"5",3,11,4,0.319,3,4,11,4,0.261352319199881,988,0.057647680800119
"6",3,12,3,0.295,3,4,12,4,0.271406105959547,89,0.023593894040453
"7",3,15,3,0.295,3,4,12,4,0.271406105959547,89,0.023593894040453
"8",3,13,1,0.6,3,1,13,1,0.793301512822587,1123,0.193301512822587
"9",3,14,1,0.6,3,1,13,1,0.793301512822587,1123,0.193301512822587
"10",3,13,1,0.6,3,3,14,3,0.793301512822587,1871,0.193301512822587
"11",3,14,1,0.6,3,3,14,3,0.793301512822587,1871,0.193301512822587
"12",3,12,3,0.295,3,3,15,3,0.271406105959547,302,0.023593894040453
"13",3,15,3,0.295,3,3,15,3,0.271406105959547,302,0.023593894040453
"14",3,1,12,0.571,3,12,1,12,0.511591926116348,1400,0.059408073883652
"15",3,6,12,0.571,3,12,1,12,0.511591926116348,1400,0.059408073883652
"16",3,2,11,0.431,3,11,2,11,0.428935756111475,505,0.002064243888525
"17",3,3,15,0.412,3,15,3,15,0.549163710086163,295,0.137163710086163
"18",3,5,15,0.412,3,15,3,15,0.549163710086163,295,0.137163710086163
"19",3,3,15,0.412,3,15,5,15,0.549163710086163,704,0.137163710086163
"20",3,5,15,0.412,3,15,5,15,0.549163710086163,704,0.137163710086163
"21",3,4,13,0.326,3,13,4,13,0.266992142802655,1407,0.059007857197345
"22",3,1,12,0.571,3,12,6,12,0.511591926116348,2090,0.059408073883652
"23",3,6,12,0.571,3,12,6,12,0.511591926116348,2090,0.059408073883652
"24",3,16,9,0.067,3,9,16,9,0.0623352908219377,1536,0.0046647091780623
"25",3,7,9,0.067,3,9,16,9,0.0623352908219377,1536,0.0046647091780623
"26",3,16,9,0.067,3,9,7,9,0.0623352908219377,18276,0.0046647091780623
"27",3,7,9,0.067,3,9,7,9,0.0623352908219377,18276,0.0046647091780623
"28",3,8,5,0.15,3,5,8,5,0.197824953097145,2635,0.047824953097145
