"","edon.x","disloc2015.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2018","disloc2015.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",19,20,1,0.694,19,20,20,3,0.657042336662653,1144,0.036957663337347
"2",19,22,2,0.489,19,21,22,1,0.474473638420045,767,0.014526361579955
"3",19,21,2,0.489,19,21,22,1,0.474473638420045,767,0.014526361579955
"4",19,24,4,0.694,19,26,24,2,0.58123618041552,7095,0.11276381958448
"5",19,26,4,0.694,19,26,24,2,0.58123618041552,7095,0.11276381958448
"6",19,22,2,0.489,19,21,21,1,0.474473638420045,16,0.014526361579955
"7",19,21,2,0.489,19,21,21,1,0.474473638420045,16,0.014526361579955
"8",19,16,12,0.42,19,5,16,10,0.244848119393985,3790,0.175151880606015
"9",19,24,4,0.694,19,26,26,4,0.58123618041552,2174,0.11276381958448
"10",19,26,4,0.694,19,26,26,4,0.58123618041552,2174,0.11276381958448
"11",19,23,5,0.293,19,23,23,25,0.188371842225877,2417,0.104628157774123
"12",19,18,25,0.875,19,18,18,23,0.826603047810688,2003,0.0483969521893119
"13",19,17,15,0.585,19,25,17,13,0.412323656620095,4598,0.172676343379905
"14",19,15,7,0.505,19,12,15,5,0.636562706377147,284,0.131562706377147
"15",19,12,7,0.505,19,12,15,5,0.636562706377147,284,0.131562706377147
"16",19,15,7,0.505,19,12,12,5,0.636562706377147,526,0.131562706377147
"17",19,12,7,0.505,19,12,12,5,0.636562706377147,526,0.131562706377147
"18",19,14,10,0.457,19,14,14,8,0.445266217302579,6041,0.011733782697421
"19",19,13,8,0.361,19,15,13,6,0.2846813755105,1708,0.0763186244895
"20",19,25,3,0.31,19,24,25,4,0.327137298795438,1477,0.017137298795438
"21",19,3,19,0.169,19,11,3,19,0.111461111537941,1117,0.057538888462059
"22",19,5,20,0.44,19,4,5,20,0.463332798362991,1519,0.023332798362991
"23",19,4,20,0.44,19,4,5,20,0.463332798362991,1519,0.023332798362991
"24",19,5,20,0.44,19,4,4,20,0.463332798362991,1476,0.023332798362991
"25",19,4,20,0.44,19,4,4,20,0.463332798362991,1476,0.023332798362991
"26",19,6,18,0.335,19,6,6,18,0.361310165182915,137,0.026310165182915
"27",19,7,18,0.335,19,6,6,18,0.361310165182915,137,0.026310165182915
"28",19,8,18,0.335,19,6,6,18,0.361310165182915,137,0.026310165182915
"29",19,6,18,0.335,19,6,7,18,0.361310165182915,295,0.026310165182915
"30",19,7,18,0.335,19,6,7,18,0.361310165182915,295,0.026310165182915
"31",19,8,18,0.335,19,6,7,18,0.361310165182915,295,0.026310165182915
"32",19,6,18,0.335,19,6,8,18,0.361310165182915,750,0.026310165182915
"33",19,7,18,0.335,19,6,8,18,0.361310165182915,750,0.026310165182915
"34",19,8,18,0.335,19,6,8,18,0.361310165182915,750,0.026310165182915
"35",19,1,16,0.442,19,1,1,16,0.542779948768768,2276,0.100779948768768
"36",19,2,22,0.376,19,2,2,22,0.405726700511172,2853,0.029726700511172
"37",19,11,23,0.466,19,10,11,14,0.479950134050838,1594,0.0139501340508379
"38",19,10,23,0.466,19,10,11,14,0.479950134050838,1594,0.0139501340508379
"39",19,11,23,0.466,19,10,10,14,0.479950134050838,2171,0.0139501340508379
"40",19,10,23,0.466,19,10,10,14,0.479950134050838,2171,0.0139501340508379
"41",19,9,24,0.796,19,9,9,15,0.809609478332997,1833,0.013609478332997
"42",19,19,26,0.847,19,19,19,24,0.851220139606468,8475,0.00422013960646805
