"","edon.x","disloc2015.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2015.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",24,4,4,0.505,24,4,4,1,0.54148427672956,1602,0.03648427672956
"2",24,2,4,0.505,24,4,4,1,0.54148427672956,1602,0.03648427672956
"3",24,11,7,0.319,24,11,11,3,0.287100186002407,369,0.031899813997593
"4",24,3,7,0.319,24,11,11,3,0.287100186002407,369,0.031899813997593
"5",24,14,5,0.273,24,14,14,4,0.334703382938122,3325,0.061703382938122
"6",24,4,4,0.505,24,3,2,2,0.54148427672956,301,0.03648427672956
"7",24,2,4,0.505,24,3,2,2,0.54148427672956,301,0.03648427672956
"8",24,1,3,1,24,1,1,5,1,1625,0
"9",24,11,7,0.319,24,3,3,2,0.287100186002407,240,0.031899813997593
"10",24,3,7,0.319,24,3,3,2,0.287100186002407,240,0.031899813997593
"11",24,10,2,0.892,24,10,10,6,0.905619200229599,1932,0.0136192002295989
"12",24,12,9,1,24,12,12,15,1,10243,0
"13",24,13,6,0.526,24,13,13,14,0.526624311874598,1417,0.000624311874597994
"14",24,15,6,0.526,24,13,13,14,0.526624311874598,1417,0.000624311874597994
"15",24,5,14,0.568,24,2,5,10,0.84711309883557,13064,0.27911309883557
"16",24,7,14,0.568,24,2,5,10,0.84711309883557,13064,0.27911309883557
"17",24,5,14,0.568,24,5,7,8,0.84711309883557,2032,0.27911309883557
"18",24,7,14,0.568,24,5,7,8,0.84711309883557,2032,0.27911309883557
"19",24,6,11,0.562,24,2,6,10,0.631778815944048,1448,0.0697788159440479
"20",24,9,11,0.562,24,2,6,10,0.631778815944048,1448,0.0697788159440479
"21",24,8,15,0.248,24,8,8,11,0.0575130366725619,362,0.190486963327438
"22",24,13,6,0.526,24,15,15,7,0.526624311874598,1116,0.000624311874597994
"23",24,15,6,0.526,24,15,15,7,0.526624311874598,1116,0.000624311874597994
"24",24,6,11,0.562,24,5,9,8,0.631778815944048,962,0.0697788159440479
"25",24,9,11,0.562,24,5,9,8,0.631778815944048,962,0.0697788159440479
