"","edon.x","disloc2012.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2018","disloc2012.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",9,5,15,0.476,9,5,5,15,0.38667654803957,905,0.08932345196043
"2",9,3,16,0.695,9,3,3,16,0.677524860648151,701,0.017475139351849
"3",9,26,23,0.355,9,26,26,23,0.332768903798591,1668,0.022231096201409
"4",9,30,23,0.355,9,26,26,23,0.332768903798591,1668,0.022231096201409
"5",9,32,21,0.868,9,26,32,21,0.863022095795188,1497,0.00497790420481203
"6",9,26,23,0.355,9,26,30,23,0.332768903798591,1002,0.022231096201409
"7",9,30,23,0.355,9,26,30,23,0.332768903798591,1002,0.022231096201409
"8",9,20,31,0.543,9,20,20,31,0.580502224119017,4007,0.0375022241190169
"9",9,1,12,0.752,9,1,1,12,0.818982423557729,3366,0.066982423557729
"10",9,2,12,0.752,9,1,1,12,0.818982423557729,3366,0.066982423557729
"11",9,1,12,0.752,9,1,2,12,0.818982423557729,2844,0.066982423557729
"12",9,2,12,0.752,9,1,2,12,0.818982423557729,2844,0.066982423557729
"13",9,7,10,0.515,9,2,7,10,0.524246705672567,856,0.00924670567256702
"14",9,4,9,0.783,9,4,4,9,0.782701951145581,1003,0.000298048854418975
"15",9,6,9,0.783,9,4,4,9,0.782701951145581,1003,0.000298048854418975
"16",9,4,9,0.783,9,4,6,9,0.782701951145581,1328,0.000298048854418975
"17",9,6,9,0.783,9,4,6,9,0.782701951145581,1328,0.000298048854418975
"18",9,15,18,0.705,9,15,15,19,0.708270332531675,1025,0.00327033253167508
"19",9,14,18,0.705,9,15,15,19,0.708270332531675,1025,0.00327033253167508
"20",9,15,18,0.705,9,15,14,19,0.708270332531675,1051,0.00327033253167508
"21",9,14,18,0.705,9,15,14,19,0.708270332531675,1051,0.00327033253167508
"22",9,24,6,0.655,9,24,24,6,0.653793717765213,1322,0.00120628223478703
"23",9,21,6,0.655,9,24,24,6,0.653793717765213,1322,0.00120628223478703
"24",9,28,6,0.655,9,24,24,6,0.653793717765213,1322,0.00120628223478703
"25",9,24,6,0.655,9,24,21,6,0.653793717765213,890,0.00120628223478703
"26",9,21,6,0.655,9,24,21,6,0.653793717765213,890,0.00120628223478703
"27",9,28,6,0.655,9,24,21,6,0.653793717765213,890,0.00120628223478703
"28",9,19,7,0.329,9,21,19,7,0.306362314806223,1670,0.022637685193777
"29",9,29,7,0.329,9,21,19,7,0.306362314806223,1670,0.022637685193777
"30",9,31,7,0.329,9,21,19,7,0.306362314806223,1670,0.022637685193777
"31",9,22,8,0.575,9,22,22,8,0.579425851515141,1359,0.00442585151514108
"32",9,24,6,0.655,9,24,28,5,0.653793717765213,1591,0.00120628223478703
"33",9,21,6,0.655,9,24,28,5,0.653793717765213,1591,0.00120628223478703
"34",9,28,6,0.655,9,24,28,5,0.653793717765213,1591,0.00120628223478703
"35",9,19,7,0.329,9,21,29,7,0.306362314806223,1187,0.022637685193777
"36",9,29,7,0.329,9,21,29,7,0.306362314806223,1187,0.022637685193777
"37",9,31,7,0.329,9,21,29,7,0.306362314806223,1187,0.022637685193777
"38",9,27,3,0.932,9,27,27,3,0.931420114732088,2283,0.000579885267912084
"39",9,19,7,0.329,9,31,31,7,0.306362314806223,1926,0.022637685193777
"40",9,29,7,0.329,9,31,31,7,0.306362314806223,1926,0.022637685193777
"41",9,31,7,0.329,9,31,31,7,0.306362314806223,1926,0.022637685193777
"42",9,33,1,1,9,33,33,1,1,1166,0
"43",9,34,25,0.842,9,7,34,28,0.872779309902514,2025,0.030779309902514
"44",9,18,33,0.75,9,18,18,33,0.7672147995889,1770,0.0172147995889
"45",9,25,33,0.75,9,18,18,33,0.7672147995889,1770,0.0172147995889
"46",9,23,32,0.659,9,23,23,32,0.587164718312259,1141,0.071835281687741
"47",9,18,33,0.75,9,18,25,33,0.7672147995889,500,0.0172147995889
"48",9,25,33,0.75,9,18,25,33,0.7672147995889,500,0.0172147995889
"49",9,35,26,0.848,9,8,35,26,0.878577112600618,3458,0.030577112600618
"50",9,38,28,0.784,9,16,38,30,0.721223790403607,1105,0.0627762095963931
"51",9,37,27,0.783,9,14,37,29,0.785419369624118,1330,0.00241936962411793
"52",9,40,27,0.783,9,14,37,29,0.785419369624118,1330,0.00241936962411793
"53",9,37,27,0.783,9,14,40,29,0.785419369624118,2682,0.00241936962411793
