"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2018","disloc2012","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",16,5,14,0.4,16,14,19,5,0.426079310921689,1889,0.026079310921689
"2",16,8,10,0.734,16,10,21,8,0.65986555072846,2596,0.07413444927154
"3",16,9,12,0.572,16,12,8,9,0.645939675174014,1894,0.073939675174014
"4",16,13,9,0.64,16,9,2,13,0.726672214464708,1073,0.086672214464708
"5",16,14,2,0.828,16,2,13,14,0.824548037395045,986,0.00345196260495495
"6",16,3,11,0.556,16,11,23,3,0.548541535403374,2653,0.00745846459662602
"7",16,8,11,0.556,16,11,23,3,0.548541535403374,2653,0.00745846459662602
"8",16,15,8,0.904,16,8,3,15,0.928389569177732,1459,0.0243895691777319
"9",16,5,14,0.4,16,14,19,6,0.426079310921689,239,0.026079310921689
"10",16,11,1,0.805,16,1,4,11,0.812954696176345,1475,0.00795469617634492
"11",16,4,6,0.433,16,6,18,4,0.411225756070406,3422,0.021774243929594
"12",16,10,4,1,16,4,7,10,1,875,0
"13",16,10,4,1,16,4,7,10,1,875,0
"14",16,10,4,1,16,4,7,10,1,875,0
"15",16,2,15,0.801,16,15,9,2,0.788116159864339,1362,0.012883840135661
"16",16,2,15,0.801,16,15,9,2,0.788116159864339,1362,0.012883840135661
"17",16,13,5,0.753,16,5,1,1,0.820969214371406,1086,0.067969214371406
"18",16,12,3,1,16,3,12,12,1,6009,0
"19",NA,NA,13,NA,16,13,5,7,0.964173547702739,1361,NA
"20",16,18,18,1,16,18,24,18,1,10135,0
"21",16,22,20,0.579,16,20,10,22,0.649735170935124,1544,0.070735170935124
"22",16,21,19,0.493,16,19,11,20,0.538996220518992,1111,0.045996220518992
"23",16,22,19,0.493,16,19,11,20,0.538996220518992,1111,0.045996220518992
"24",16,21,19,0.493,16,19,17,21,0.538996220518992,358,0.045996220518992
"25",16,22,19,0.493,16,19,17,21,0.538996220518992,358,0.045996220518992
"26",16,22,20,0.579,16,20,10,19,0.649735170935124,14331,0.070735170935124
"27",NA,NA,24,NA,16,24,14,23,1,3028,NA
"28",NA,NA,23,NA,16,23,20,24,1,11080,NA
"29",16,17,17,1,16,17,6,17,1,2485,0
"30",16,14,2,0.828,16,2,13,16,0.824548037395045,1250,0.00345196260495495
