"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2016","disloc2013","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",8,1,1,1,8,11,1,1,1,732,0
"2",8,1,1,1,8,11,1,1,1,732,0
"3",8,3,2,0.83,8,20,22,3,0.906246655713144,1133,0.076246655713144
"4",8,3,2,0.83,8,20,22,3,0.906246655713144,1133,0.076246655713144
"5",NA,NA,3,NA,8,1,1,4,1,2450,NA
"6",8,5,4,0.891,8,13,11,5,0.90125021534221,637,0.0102502153422099
"7",8,5,4,0.891,8,13,11,5,0.90125021534221,637,0.0102502153422099
"8",8,6,6,1,8,22,21,6,1,1583,0
"9",8,7,7,0.921,8,14,13,7,0.952746802380705,1489,0.0317468023807049
"10",8,5,4,0.891,8,13,14,2,0.90125021534221,369,0.0102502153422099
"11",8,5,4,0.891,8,13,14,2,0.90125021534221,369,0.0102502153422099
"12",8,10,10,1,8,18,19,10,1,924,0
"13",8,10,10,1,8,18,19,10,1,924,0
"14",8,11,11,1,8,16,19,11,1,622,0
"15",8,9,9,1,8,12,15,9,1,19342,0
"16",8,9,9,1,8,12,15,9,1,19342,0
"17",NA,NA,13,NA,8,17,15,13,1,11893,NA
"18",NA,NA,12,NA,8,15,17,12,1,496,NA
"19",8,8,8,0.866,8,19,20,8,0.891888055946221,943,0.025888055946221
"20",8,16,16,1,8,2,2,16,1,7094,0
"21",8,16,16,1,8,2,2,16,1,7094,0
"22",NA,NA,14,NA,8,3,2,14,1,776,NA
"23",8,22,21,1,8,4,2,22,1,238,0
"24",8,22,21,1,8,4,2,22,1,238,0
"25",8,19,20,1,8,5,3,19,1,1723,0
"26",8,19,20,1,8,5,3,19,1,1723,0
"27",8,19,20,1,8,5,3,19,1,1723,0
"28",NA,NA,18,NA,8,6,3,17,1,465,NA
"29",NA,NA,22,NA,8,7,7,21,1,605,NA
"30",NA,NA,19,NA,8,8,9,20,1,5971,NA
"31",NA,NA,15,NA,8,10,9,15,1,3450,NA
"32",8,18,17,1,8,9,7,18,1,1199,0
