"","edon.x","disloc2013.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2016","disloc2013.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",2,14,7,0.324,2,15,14,7,0.201449541749591,1952,0.122550458250409
"2",2,17,7,0.324,2,15,14,7,0.201449541749591,1952,0.122550458250409
"3",2,15,6,0.396,2,16,15,6,0.560195271524248,755,0.164195271524248
"4",2,1,1,0.722,2,4,1,1,0.62805463311305,948,0.09394536688695
"5",2,2,5,0.444,2,3,2,5,0.442420805781947,389,0.00157919421805303
"6",2,3,5,0.444,2,3,2,5,0.442420805781947,389,0.00157919421805303
"7",2,4,5,0.444,2,3,2,5,0.442420805781947,389,0.00157919421805303
"8",2,2,5,0.444,2,3,3,5,0.442420805781947,785,0.00157919421805303
"9",2,3,5,0.444,2,3,3,5,0.442420805781947,785,0.00157919421805303
"10",2,4,5,0.444,2,3,3,5,0.442420805781947,785,0.00157919421805303
"11",2,2,5,0.444,2,3,4,5,0.442420805781947,958,0.00157919421805303
"12",2,3,5,0.444,2,3,4,5,0.442420805781947,958,0.00157919421805303
"13",2,4,5,0.444,2,3,4,5,0.442420805781947,958,0.00157919421805303
"14",2,6,3,0.676,2,5,6,3,0.703850619195046,1785,0.0278506191950459
"15",2,5,2,0.615,2,1,5,2,0.81702016689847,1043,0.20202016689847
"16",2,7,12,0.11,2,6,7,12,0.126868949632069,1939,0.016868949632069
"17",2,8,16,0.688,2,11,8,16,0.796474127454896,2750,0.108474127454896
"18",2,9,11,0.603,2,10,9,11,0.604648254185767,1146,0.00164825418576697
"19",2,12,11,0.603,2,10,9,11,0.604648254185767,1146,0.00164825418576697
"20",2,9,11,0.603,2,10,12,11,0.604648254185767,1063,0.00164825418576697
"21",2,12,11,0.603,2,10,12,11,0.604648254185767,1063,0.00164825418576697
"22",2,10,13,0.453,2,9,10,13,0.414443494745085,1603,0.038556505254915
"23",2,13,17,0.482,2,8,13,17,0.52973410377377,808,0.04773410377377
"24",2,11,17,0.482,2,8,13,17,0.52973410377377,808,0.04773410377377
"25",2,13,17,0.482,2,8,11,17,0.52973410377377,2435,0.04773410377377
"26",2,11,17,0.482,2,8,11,17,0.52973410377377,2435,0.04773410377377
"27",2,16,14,0.114,2,13,16,14,0.114884954871457,2956,0.000884954871456997
"28",2,14,7,0.324,2,15,17,7,0.201449541749591,5564,0.122550458250409
"29",2,17,7,0.324,2,15,17,7,0.201449541749591,5564,0.122550458250409
