"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,7,18,16,5562,5,24,0,0,1,0,1,0,16,0.305,0.149,0.603,0.248,0.148,0.818,0.034,16,0.292
2,1,7,18,16,2709,5,24,1,0,0,0,1,0,16,0.305,0.149,0.603,0.248,0.148,0.818,0.034,16,0.292
3,1,7,18,16,3514,5,24,0,0,1,0,1,0,16,0.305,0.149,0.603,0.248,0.148,0.818,0.034,16,0.292
4,1,7,18,16,764,5,24,0,1,0,0,1,0,16,0.305,0.149,0.603,0.248,0.148,0.818,0.034,16,0.292
5,1,7,18,16,1906,5,24,0,1,0,0,1,0,16,0.305,0.149,0.603,0.248,0.148,0.818,0.034,16,0.292
6,1,7,18,16,2767,5,24,0,1,0,0,1,0,16,0.305,0.149,0.603,0.248,0.148,0.818,0.034,16,0.292
7,2,7,3,3,3339,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
8,2,7,3,3,1660,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
9,2,7,3,3,3622,1,16,0,0,1,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
10,2,7,3,3,1641,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
11,2,7,3,3,1863,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
12,2,7,3,3,1307,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
13,2,7,3,3,1129,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
14,2,7,3,3,1680,1,16,0,1,0,0,0,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
15,2,7,3,3,1763,1,16,0,1,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
16,2,7,3,3,2184,1,16,1,0,0,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
17,2,7,3,3,2647,1,16,0,0,1,0,1,0,3,0.456,0.354,0.477,0.169,0,0.973,0.027,3,0.455
