"","SECCION","ESC1","ESC2","ESC3","POB_TOT","EDON","DIS_ANT","DIS_NUEVA","URBANO","RURAL","MIXTO","prop_urban","prop_rural","prop_mixto","prop_urban_n","prop_rural_n","prop_mixto_n"
"68",512,3,3,3,1088,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"69",513,3,3,3,798,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"70",514,3,3,3,1281,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"71",515,3,3,3,704,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"72",516,3,3,3,4203,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"73",569,3,3,3,485,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"74",570,3,3,3,4718,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"75",580,2,2,2,671,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"76",581,2,2,2,1541,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"77",582,2,2,2,1043,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"78",587,2,2,2,93,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"79",588,2,2,2,1537,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"80",589,2,2,2,1181,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"81",590,2,2,2,2620,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"82",591,2,2,2,960,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"83",592,2,2,2,1850,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"84",593,2,2,2,1178,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"85",594,2,2,2,2490,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"86",595,2,2,2,10205,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"87",596,2,2,2,2248,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"88",597,2,2,2,1781,2,6,1,0,1,0,0.796,0.088,0.117,0.643,0.209,0.147
"89",598,2,2,2,1141,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"90",599,2,2,2,2503,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"91",600,2,2,2,1089,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"92",601,2,2,2,1695,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"93",602,2,2,2,2067,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"94",603,2,2,2,2481,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"95",604,2,2,2,1111,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"96",605,2,2,2,1340,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"97",606,2,2,2,1113,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"98",607,2,2,2,1326,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"99",608,2,2,2,1379,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"100",609,2,2,2,813,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"101",610,2,2,2,1868,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"102",611,2,2,2,1379,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"103",612,2,2,2,540,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"104",613,2,2,2,2124,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"105",614,2,2,2,809,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"106",615,2,2,2,1998,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"107",616,2,2,2,1330,2,6,1,0,1,0,0.796,0.088,0.117,0.643,0.209,0.147
"108",617,2,2,2,1011,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"109",618,2,2,2,999,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"110",619,2,2,2,821,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"111",620,2,2,2,2269,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"112",621,2,2,2,1809,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"113",622,2,2,2,2044,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"114",623,2,2,2,1589,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"115",624,2,2,2,1469,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"116",625,2,2,2,2046,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"117",626,2,2,2,1989,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"118",627,2,2,2,2641,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"119",628,2,2,2,1129,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"120",629,2,2,2,1449,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"121",630,2,2,2,1181,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"122",631,2,2,2,1202,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"123",632,2,2,2,542,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"124",633,3,3,3,1288,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"125",634,2,2,2,1821,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"126",635,2,2,2,1188,2,5,1,0,1,0,0.481,0.321,0.198,0.643,0.209,0.147
"127",636,2,2,2,772,2,6,1,1,0,0,0.796,0.088,0.117,0.643,0.209,0.147
"128",637,2,2,2,462,2,6,1,0,0,1,0.796,0.088,0.117,0.643,0.209,0.147
"129",638,2,2,2,746,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"130",639,2,2,2,1032,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"131",640,2,2,2,1190,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"132",641,2,2,2,1155,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"133",642,2,2,2,2984,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"134",643,2,2,2,2630,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"135",644,2,2,2,779,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"136",645,2,2,2,5328,2,5,1,1,0,0,0.481,0.321,0.198,0.643,0.209,0.147
"137",646,2,2,2,871,2,6,1,0,0,1,0.796,0.088,0.117,0.643,0.209,0.147
"138",647,2,2,2,893,2,6,1,1,0,0,0.796,0.088,0.117,0.643,0.209,0.147
"139",648,2,2,2,1486,2,6,1,1,0,0,0.796,0.088,0.117,0.643,0.209,0.147
"140",649,2,2,2,874,2,6,1,1,0,0,0.796,0.088,0.117,0.643,0.209,0.147
"141",650,3,3,3,864,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"142",651,3,3,3,1160,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"143",652,3,3,3,852,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"144",653,3,3,3,1381,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"145",654,3,3,3,1093,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"146",655,3,3,3,1761,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"147",656,3,3,3,1559,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"148",657,3,3,3,1077,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"149",658,3,3,3,1381,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"150",659,3,3,3,860,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"151",660,3,3,3,1022,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"152",661,3,3,3,98,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"153",662,3,3,3,106,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"154",663,3,3,3,1998,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"155",664,3,3,3,2581,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"156",665,3,3,3,710,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"157",666,3,3,3,675,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"158",667,3,3,3,1102,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"159",668,3,3,3,1372,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"160",669,3,3,3,458,2,6,5,0,1,0,0.796,0.088,0.117,0.76,0.104,0.135
"161",670,3,3,3,258,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"162",671,3,3,3,536,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"163",673,3,3,3,1194,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"164",674,3,3,3,873,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"165",675,3,3,3,1345,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"166",676,3,3,3,1542,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"167",677,3,3,3,831,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"168",678,3,3,3,6925,2,6,5,0,0,1,0.796,0.088,0.117,0.76,0.104,0.135
"169",679,3,3,3,2647,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"170",680,3,3,3,2644,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"171",688,4,4,4,712,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"172",689,4,4,4,827,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"173",690,3,3,3,11716,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"174",691,3,3,3,11127,2,6,5,1,0,0,0.796,0.088,0.117,0.76,0.104,0.135
"175",693,2,2,2,1274,2,5,1,0,0,1,0.481,0.321,0.198,0.643,0.209,0.147
"176",1807,2,2,2,NA,2,4,1,0,0,1,0.976,0.016,0.008,0.643,0.209,0.147
"177",1808,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"178",1809,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"179",1810,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"180",1811,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"181",1812,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"182",1813,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"183",1814,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"184",1815,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"185",1816,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"186",1817,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"187",1818,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"188",1819,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"189",1820,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"190",1821,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"191",1822,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"192",1823,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"193",1824,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"194",1825,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"195",1826,3,3,3,NA,2,4,5,1,0,0,0.976,0.016,0.008,0.76,0.104,0.135
"196",1827,3,3,3,NA,2,4,5,1,0,0,0.976,0.016,0.008,0.76,0.104,0.135
"197",1828,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"198",1829,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"199",1830,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"200",1831,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"201",1832,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"202",1833,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"203",1834,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"204",1835,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"205",1836,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"206",1837,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"207",1838,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"208",1839,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"209",1840,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"210",1841,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"211",1842,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"212",1843,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"213",1844,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"214",1845,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"215",1846,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"216",1943,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"217",1944,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"218",1945,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"219",1946,4,4,4,NA,2,4,2,1,0,0,0.976,0.016,0.008,0.962,0.038,0
"220",1947,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"221",1948,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"222",1949,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"223",1950,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"224",1951,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"225",1952,2,2,2,NA,2,4,1,1,0,0,0.976,0.016,0.008,0.643,0.209,0.147
"226",213,1,1,1,938,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"227",214,1,1,1,695,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"228",215,1,1,1,595,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"229",216,1,1,1,803,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"230",217,5,5,5,389,2,2,3,1,0,0,1,0,0,1,0,0
"231",218,5,5,5,464,2,2,3,1,0,0,1,0,0,1,0,0
"232",219,5,5,5,386,2,2,3,1,0,0,1,0,0,1,0,0
"233",220,5,5,5,178,2,2,3,1,0,0,1,0,0,1,0,0
"234",221,5,5,5,546,2,2,3,1,0,0,1,0,0,1,0,0
"235",222,5,5,5,670,2,2,3,1,0,0,1,0,0,1,0,0
"236",223,5,5,5,835,2,2,3,1,0,0,1,0,0,1,0,0
"237",224,5,5,5,853,2,2,3,1,0,0,1,0,0,1,0,0
"238",225,5,5,5,805,2,2,3,1,0,0,1,0,0,1,0,0
"239",226,5,5,5,575,2,2,3,1,0,0,1,0,0,1,0,0
"240",227,5,5,5,517,2,2,3,1,0,0,1,0,0,1,0,0
"241",228,1,1,1,788,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"242",229,1,1,1,563,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"243",230,1,1,1,676,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"244",231,1,1,1,944,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"245",232,1,1,1,845,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"246",237,1,1,1,943,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"247",238,1,1,1,633,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"248",239,1,1,1,540,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"249",240,5,5,5,698,2,2,3,1,0,0,1,0,0,1,0,0
"250",241,5,5,5,901,2,2,3,1,0,0,1,0,0,1,0,0
"251",242,5,5,5,797,2,2,3,1,0,0,1,0,0,1,0,0
"252",243,5,5,5,828,2,2,3,1,0,0,1,0,0,1,0,0
"253",244,5,5,5,635,2,2,3,1,0,0,1,0,0,1,0,0
"254",245,5,5,5,1075,2,2,3,1,0,0,1,0,0,1,0,0
"255",246,5,5,5,5395,2,2,3,1,0,0,1,0,0,1,0,0
"256",247,5,5,5,1346,2,2,3,1,0,0,1,0,0,1,0,0
"257",248,5,5,5,422,2,2,3,1,0,0,1,0,0,1,0,0
"258",249,1,1,1,539,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"259",250,1,1,1,489,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"260",251,1,1,1,705,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"261",258,1,1,1,730,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"262",259,1,1,1,968,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"263",260,1,1,1,678,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"264",261,1,1,1,880,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"265",262,1,1,1,895,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"266",263,5,5,5,647,2,2,3,1,0,0,1,0,0,1,0,0
"267",264,5,5,5,1361,2,2,3,1,0,0,1,0,0,1,0,0
"268",265,5,5,5,227,2,2,3,1,0,0,1,0,0,1,0,0
"269",266,5,5,5,648,2,2,3,1,0,0,1,0,0,1,0,0
"270",267,5,5,5,825,2,2,3,1,0,0,1,0,0,1,0,0
"271",268,5,5,5,221,2,2,3,1,0,0,1,0,0,1,0,0
"272",269,5,5,5,928,2,2,3,1,0,0,1,0,0,1,0,0
"273",270,5,5,5,1194,2,2,3,1,0,0,1,0,0,1,0,0
"274",271,5,5,5,1133,2,2,3,1,0,0,1,0,0,1,0,0
"275",272,5,5,5,742,2,2,3,1,0,0,1,0,0,1,0,0
"276",273,5,5,5,639,2,2,3,1,0,0,1,0,0,1,0,0
"277",274,5,5,5,749,2,2,3,1,0,0,1,0,0,1,0,0
"278",275,5,5,5,823,2,2,3,1,0,0,1,0,0,1,0,0
"279",276,5,5,5,980,2,2,3,1,0,0,1,0,0,1,0,0
"280",277,1,1,1,976,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"281",278,1,1,1,670,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"282",279,1,1,1,824,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"283",285,1,1,1,754,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"284",286,1,1,1,899,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"285",287,1,1,1,990,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"286",288,1,1,1,655,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"287",289,1,1,1,759,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"288",290,5,5,5,631,2,2,3,1,0,0,1,0,0,1,0,0
"289",291,5,5,5,826,2,2,3,1,0,0,1,0,0,1,0,0
"290",292,5,5,5,798,2,2,3,1,0,0,1,0,0,1,0,0
"291",293,5,5,5,2179,2,2,3,1,0,0,1,0,0,1,0,0
"292",294,5,5,5,803,2,2,3,1,0,0,1,0,0,1,0,0
"293",295,5,5,5,463,2,2,3,1,0,0,1,0,0,1,0,0
"294",296,5,5,5,1064,2,2,3,1,0,0,1,0,0,1,0,0
"295",297,5,5,5,815,2,2,3,1,0,0,1,0,0,1,0,0
"296",298,5,5,5,879,2,2,3,1,0,0,1,0,0,1,0,0
"297",299,1,1,1,1314,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"298",300,1,1,1,904,2,1,4,1,0,0,1,0,0,0.991,0,0.009
"299",301,1,1,1,1172,2,1,4,1,0,0,1,0,0,0.991,0,0.009
