"seccion","munn","edon","disloc2016","disloc2007","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,30,1,10,2034,20,1,0,0,1,0,1,0,10,0.035,0.53,0.377,0.093,0.341,0.622,0.037,10,0.028
8,3,30,3,20,2056,13,3,1,0,0,0,0,0,10,0.027,0.909,0.045,0.045,0.125,0.25,0.625,10,0.025
9,3,30,3,NA,3599,13,3,1,0,0,0,0,0,10,0.027,0,0,0,0,0,0,10,0.025
15,3,30,3,8,1839,13,3,1,0,0,0,1,0,10,0.027,0.416,0.521,0.064,0.212,0.753,0.035,10,0.025
16,3,30,3,12,1137,13,3,1,0,0,0,0,0,10,0.027,0.505,0.394,0.101,0.372,0.535,0.093,10,0.025
38,3,30,3,28,2779,13,3,0,1,0,0,1,0,10,0.027,0.197,0.643,0.159,0.386,0.561,0.053,10,0.025
100,6,30,6,13,1272,15,6,0,1,0,0,0,0,10,0.037,0.889,0.111,0,1,0,0,10,0.028
207,10,30,2,1,1091,23,2,0,1,0,0,1,0,10,0.035,0.7,0.2,0.1,0.2,0.733,0.067,10,0.047
225,11,30,10,2,1016,24,10,0,1,0,0,0,0,10,0.04,0.3,0.5,0.2,1,0,0,10,0.032
350,16,30,5,14,1389,22,5,0,1,0,0,1,0,10,0.036,0.185,0.667,0.148,0.286,0.571,0.143,10,0.039
375,17,30,4,27,3234,8,4,1,0,0,1,0,0,10,0.031,0.279,0.618,0.103,0.138,0.862,0,10,0.034
428,24,30,10,23,3100,24,10,0,0,1,0,0,0,10,0.04,0.906,0.062,0.031,0.917,0.083,0,10,0.032
481,27,30,1,25,3192,20,1,1,0,0,0,0,0,10,0.035,1,0,0,NA,NA,NA,10,0.028
547,29,30,11,24,637,7,11,1,0,0,1,0,0,10,0.038,1,0,0,1,0,0,10,0.045
1902,89,30,29,19,1360,30,29,1,0,0,0,0,0,10,0.036,1,0,0,0,1,0,10,0.035
2675,119,30,15,29,1626,4,15,1,0,0,0,0,0,10,0.029,1,0,0,NA,NA,NA,10,0.033
3383,142,30,17,6,1574,11,17,1,0,0,0,0,0,10,0.033,0.2,0.6,0.2,0,1,0,10,0.029
3581,153,30,13,7,1064,21,13,0,1,0,0,0,0,10,0.032,0,1,0,NA,NA,NA,10,0.047
3899,173,30,23,3,2148,18,23,0,0,1,1,0,0,10,0.027,0.8,0,0.2,1,0,0,10,0.032
4238,192,30,27,5,1403,28,27,1,0,0,1,0,0,10,0.038,1,0,0,1,0,0,10,0.036
