"seccion","munn","edon","disloc2018","disloc2010","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,20,1,3,1172,16,1,1,0,0,0,1,0,16,0.483,0.325,0.325,0.349,0,0.882,0.118,16,0.655
2,2,20,2,25,977,13,2,0,0,1,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
3,2,20,2,25,2444,13,2,1,0,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
4,2,20,2,25,2537,13,2,1,0,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
5,2,20,2,25,862,13,2,0,0,1,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
6,2,20,2,25,2154,13,2,1,0,0,0,0,1,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
7,2,20,2,25,1258,13,2,0,0,1,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
8,2,20,2,25,604,13,2,1,0,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
9,2,20,2,25,3069,13,2,0,0,1,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
10,2,20,2,25,1977,13,2,1,0,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
11,2,20,2,25,2148,13,2,1,0,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
12,2,20,2,25,2190,13,2,0,0,1,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
13,2,20,2,25,1076,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
14,2,20,2,25,1068,13,2,0,1,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
15,2,20,2,25,1110,13,2,0,1,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
16,2,20,2,25,425,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
17,2,20,2,25,1475,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
18,2,20,2,25,500,13,2,0,1,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
19,2,20,2,25,38,13,2,1,0,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
20,2,20,2,25,900,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
21,2,20,2,25,1629,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
22,2,20,2,25,804,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
23,2,20,2,25,52,13,2,0,0,1,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
24,2,20,2,25,1774,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
25,2,20,2,25,1060,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
26,2,20,2,25,1352,13,2,0,1,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
27,2,20,2,25,898,13,2,0,1,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
28,2,20,2,25,1154,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
29,2,20,2,25,1429,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
30,2,20,2,25,1356,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
31,2,20,2,25,3864,13,2,0,0,1,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
32,2,20,2,25,644,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
33,2,20,2,25,1869,13,2,0,1,0,0,0,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
34,2,20,2,25,1621,13,2,0,1,0,0,1,0,13,1,0.196,0.636,0.168,0,0.976,0.024,13,1
35,3,20,3,22,1644,3,3,1,0,0,0,0,0,23,0.32,0.96,0,0.04,0.8,0.2,0,23,0.386
36,3,20,3,22,2001,3,3,1,0,0,0,0,0,23,0.32,0.96,0,0.04,0.8,0.2,0,23,0.386
37,386,20,16,1,2249,3,16,0,0,1,0,0,0,3,0.757,0.874,0.025,0.101,0.5,0.167,0.333,3,0.723
38,386,20,16,1,1538,3,16,1,0,0,0,0,1,3,0.757,0.874,0.025,0.101,0.5,0.167,0.333,3,0.723
39,4,20,4,20,1156,17,4,0,0,1,0,0,0,17,0.444,0.056,0.618,0.326,0,0.897,0.103,17,0.404
40,4,20,4,20,603,17,4,0,1,0,0,0,0,17,0.444,0.056,0.618,0.326,0,0.897,0.103,17,0.404
41,4,20,4,20,861,17,4,0,1,0,0,0,0,17,0.444,0.056,0.618,0.326,0,0.897,0.103,17,0.404
42,5,20,5,15,1012,14,5,0,0,1,1,0,0,14,1,0.248,0.512,0.24,0.125,0.672,0.203,14,1
43,6,20,6,5,885,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
44,6,20,6,5,980,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
45,6,20,6,5,858,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
46,6,20,6,5,1210,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
47,6,20,6,5,1753,5,18,0,0,1,0,0,1,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
48,6,20,6,5,1021,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
49,6,20,6,5,1088,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
50,6,20,6,5,870,5,18,0,0,1,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
51,6,20,6,5,1375,5,18,0,0,1,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
52,6,20,6,5,1164,5,18,1,0,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
53,6,20,6,5,1332,5,18,0,1,0,0,0,0,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
54,6,20,6,5,1105,5,18,0,1,0,0,0,1,5,0.95,0.446,0.23,0.324,0,0.75,0.25,5,0.953
