"seccion","munn","edon","disloc2016","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,29,8,3,1538,10,1,0,0,1,0,0,1,3,0.815,0.786,0.107,0.107,0,0,1,3,0.8
2,1,29,8,3,3949,10,1,1,0,0,0,0,0,3,0.815,0.786,0.107,0.107,0,0,1,3,0.8
3,1,29,8,3,3848,10,1,1,0,0,0,0,0,3,0.815,0.786,0.107,0.107,0,0,1,3,0.8
4,1,29,8,3,832,10,1,0,0,1,0,0,0,3,0.815,0.786,0.107,0.107,0,0,1,3,0.8
5,2,29,8,2,3165,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
6,2,29,8,2,1143,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
7,2,29,8,2,442,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
8,2,29,8,2,2704,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
9,2,29,8,2,2223,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
10,2,29,8,2,3402,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
11,2,29,8,2,1057,7,1,1,0,0,0,0,0,3,0.815,1,0,0,0,1,0,3,0.8
12,3,29,4,15,1335,8,11,1,0,0,0,1,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
13,3,29,4,16,2516,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
14,3,29,4,16,6027,8,11,1,0,0,0,1,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
15,3,29,4,16,2090,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
16,3,29,4,15,1791,8,11,0,0,1,0,0,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
17,3,29,4,15,1501,8,11,1,0,0,0,0,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
18,3,29,4,15,1086,8,11,1,0,0,0,1,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
19,3,29,4,16,1037,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
20,3,29,4,16,1350,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
21,3,29,4,16,568,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
22,3,29,4,16,1785,8,11,1,0,0,0,1,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
23,3,29,4,15,587,8,11,1,0,0,0,1,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
24,3,29,4,15,923,8,11,1,0,0,0,0,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
25,3,29,4,15,1815,8,11,1,0,0,0,0,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
26,3,29,4,15,1805,8,11,1,0,0,0,0,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
27,3,29,4,15,2139,8,11,1,0,0,0,0,0,15,0.276,0.839,0.032,0.129,0,1,0,15,0.396
28,3,29,4,16,1606,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
29,3,29,4,16,2046,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
30,3,29,4,16,8534,8,11,1,0,0,0,1,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
31,3,29,4,16,3486,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
32,3,29,4,16,2342,8,11,1,0,0,0,0,0,15,0.276,0.788,0.152,0.061,0,0.889,0.111,15,0.396
