"seccion","munn","edon","disloc2016","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2016","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,29,8,3,1538,10,8,0,1,1,0,0,1,76223,1169936,0,0.99176283195143,1.02325719708399,5,0.51,0.71,0.291,0.097,0,0,1,5,0.471
2,1,29,8,3,3949,10,8,1,0,0,0,0,0,76223,1169936,0,0.99176283195143,1.02325719708399,5,0.51,0.71,0.291,0.097,0,0,1,5,0.471
3,1,29,8,3,3848,10,8,1,0,0,0,0,0,76223,1169936,0,0.99176283195143,1.02325719708399,5,0.51,0.71,0.291,0.097,0,0,1,5,0.471
4,1,29,8,3,832,10,8,0,1,1,0,0,0,76223,1169936,0,0.99176283195143,1.02325719708399,5,0.51,0.71,0.291,0.097,0,0,1,5,0.471
5,2,29,8,2,3165,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
6,2,29,8,2,1143,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
7,2,29,8,2,442,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
8,2,29,8,2,2704,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
9,2,29,8,2,2223,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
10,2,29,8,2,3402,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
11,2,29,8,2,1057,7,8,1,0,0,0,0,0,76223,1169936,0,1.01629991000476,1.02325719708399,5,0.51,1,0,0,0,1,0,5,0.471
12,3,29,4,15,1335,8,4,1,0,0,0,1,0,78035,1169936,0,0.984988625705737,0.999496806988317,8,1,0.743,0.257,0.114,0,1,0,8,1
