"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,4,11,2,730,9,11,1,0,0,0,1,0,9,0.452,1,0,0,0.273,0.727,0,9,0.5
2,1,4,11,2,871,9,11,1,0,0,1,0,0,9,0.452,1,0,0,0.273,0.727,0,9,0.5
3,1,4,11,2,787,9,11,1,0,0,0,1,0,9,0.452,1,0,0,0.273,0.727,0,9,0.5
4,1,4,5,2,14373,10,5,1,0,0,0,0,0,10,1,1,0,0,0.273,0.727,0,10,1
5,1,4,11,2,1298,9,11,1,0,0,0,0,0,9,0.452,1,0,0,0.273,0.727,0,9,0.5
6,1,4,11,2,1318,9,11,1,0,0,0,1,0,9,0.452,1,0,0,0.273,0.727,0,9,0.5
7,1,4,11,1,1276,9,11,1,0,0,0,1,0,9,0.452,1,0,0,0.08,0.92,0,9,0.5
8,1,4,11,2,1025,9,11,1,0,0,1,0,0,9,0.452,1,0,0,0.273,0.727,0,9,0.5
9,1,4,7,2,6613,9,7,1,0,0,0,0,0,7,0.723,1,0,0,0.273,0.727,0,7,0.5
10,1,4,5,1,1352,10,5,1,0,0,0,0,0,10,1,1,0,0,0.08,0.92,0,10,1
11,1,4,11,1,1003,9,11,1,0,0,0,0,0,9,0.452,1,0,0,0.08,0.92,0,9,0.5
12,1,4,11,1,1743,9,11,1,0,0,0,1,0,9,0.452,1,0,0,0.08,0.92,0,9,0.5
13,1,4,5,1,1538,10,5,1,0,0,1,0,0,10,1,1,0,0,0.08,0.92,0,10,1
14,1,4,5,1,1335,10,5,1,0,0,0,1,0,10,1,1,0,0,0.08,0.92,0,10,1
15,1,4,5,2,1392,10,5,1,0,0,0,0,0,10,1,1,0,0,0.273,0.727,0,10,1
16,1,4,5,2,1380,10,5,1,0,0,0,0,0,10,1,1,0,0,0.273,0.727,0,10,1
17,1,4,7,7,7054,7,7,0,0,1,1,0,0,7,0.723,0.143,0.667,0.19,0.214,0.786,0,7,0.5
18,1,4,7,2,852,7,7,1,0,0,0,1,0,7,0.723,1,0,0,0.273,0.727,0,7,0.5
19,1,4,5,2,1264,10,5,1,0,0,1,0,0,10,1,1,0,0,0.273,0.727,0,10,1
20,1,4,5,2,1527,10,5,1,0,0,0,1,0,10,1,1,0,0,0.273,0.727,0,10,1
21,1,4,5,1,2006,10,5,1,0,0,0,1,0,10,1,1,0,0,0.08,0.92,0,10,1
22,1,4,5,1,1196,10,5,1,0,0,0,1,0,10,1,1,0,0,0.08,0.92,0,10,1
23,1,4,5,1,1060,10,5,1,0,0,0,1,0,10,1,1,0,0,0.08,0.92,0,10,1
