"","seccion","munn","edon","dis_nueva","dis_anterior","pob","esc1","esc3","urbana","rural","mixta","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","SQ_","dsi_sec"
"574",237,4,27,11,4,4328,7,11,1,0,0,4,0.251,1,0,0,4,0.229
"575",251,4,27,11,21,4098,7,11,1,0,0,4,0.251,0.683,0.25,0.067,4,0.229
"576",292,4,27,12,5,780,5,12,1,0,0,5,0.303,0.847,0.125,0.028,5,0.368
"577",512,5,27,18,6,2422,12,18,1,0,0,6,0.556,0.454,0.515,0.031,6,0.546
"578",609,6,27,14,7,3961,14,14,0,0,1,7,0.729,0.186,0.695,0.119,7,0.758
"579",668,7,27,9,8,2839,16,9,1,0,0,3,0.32,0.562,0.312,0.125,3,0.387
"580",684,8,27,5,9,2165,8,5,1,0,0,9,0.35,0.32,0.608,0.072,9,0.321
"581",781,9,27,8,10,2543,19,8,1,0,0,13,0.305,0.107,0.893,0,13,0.264
"582",809,10,27,19,11,1604,15,19,1,0,0,11,0.756,0.432,0.432,0.135,11,0.74
"583",846,11,27,9,12,2435,16,9,1,0,0,3,0.32,0.154,0.846,0,3,0.387
"584",872,12,27,7,13,2761,19,7,1,0,0,13,0.305,0.305,0.537,0.159,13,0.264
"585",954,13,27,1,14,1232,1,1,1,0,0,14,1,0.324,0.486,0.189,14,1
"586",991,14,27,20,15,2504,17,20,1,0,0,15,0.784,0.378,0.622,0,15,0.818
"587",1036,15,27,8,16,2816,20,8,1,0,0,16,0.461,0.111,0.667,0.222,16,0.509
"588",1063,16,27,13,17,1921,20,13,1,0,0,16,0.461,0.423,0.5,0.077,16,0.509
"589",1089,17,27,6,18,807,18,6,0,0,1,18,0.512,0.4,0.578,0.022,18,0.506
"590",1,1,28,3,13,752,3,3,0,0,1,13,0.706,0.183,0.585,0.232,13,0.741
"591",13,2,28,10,18,2876,10,10,0,0,1,18,0.667,0.415,0.415,0.17,18,0.588
"592",45,3,28,10,19,6727,10,10,0,0,1,18,0.667,0.833,0.021,0.146,18,0.588
"593",101,4,28,1,17,1858,1,1,0,0,1,16,0.647,0.594,0.24,0.167,16,0.728
"594",116,6,28,1,16,928,1,1,0,0,1,16,0.647,0.109,0.664,0.227,16,0.728
"595",125,7,28,12,4,3496,12,12,0,0,1,4,0.297,0.542,0.208,0.25,4,0.604
"596",169,9,28,8,20,1701,8,8,1,0,0,20,0.926,1,0,0,20,0.947
"597",311,13,28,3,14,1086,3,3,0,0,1,13,0.706,0.614,0.289,0.096,13,0.741
"598",498,22,28,16,10,2053,16,16,1,0,0,9,0.705,1,0,0,9,0.833
"599",515,22,28,16,9,5234,16,16,1,0,0,9,0.705,0.458,0.389,0.153,9,0.833
"600",521,22,28,17,11,2216,17,17,1,0,0,10,0.395,0.956,0,0.044,10,0.661
"601",612,22,28,17,12,961,17,17,1,0,0,10,0.395,0.778,0.156,0.067,10,0.661
"602",749,27,28,11,1,12318,11,11,1,0,0,2,0.201,1,0,0,2,0.475
"603",773,27,28,13,3,648,13,13,1,0,0,3,0.543,1,0,0,3,0.653
"604",813,27,28,11,2,3515,11,11,1,0,0,2,0.201,0.982,0,0.018,2,0.475
"605",936,32,28,18,5,3814,18,18,1,0,0,5,0.371,0.979,0,0.021,5,0.339
"606",994,32,28,21,6,136,21,21,0,0,1,8,0.821,0.839,0.073,0.089,8,0.8
"607",1084,32,28,22,7,2959,22,22,1,0,0,7,0.711,0.918,0,0.082,7,0.779
"608",1139,33,28,21,8,10023,21,21,0,0,1,8,0.821,0.597,0.194,0.208,8,0.8
"609",1304,38,28,7,21,5542,7,7,1,0,0,21,0.955,1,0,0,21,0.958
"610",1358,38,28,6,22,3063,6,6,0,0,1,22,0.953,0.992,0,0.008,22,0.976
"611",1589,41,28,4,15,1560,4,4,1,0,0,15,0.684,0.988,0,0.012,15,0.602
"612",1,1,29,8,3,1538,10,1,0,0,1,11,0.226,0.786,0.107,0.107,11,0.222
"613",5,2,29,8,2,3165,7,1,1,0,0,4,0.712,1,0,0,4,0.703
"614",12,3,29,4,15,1335,8,11,1,0,0,15,0.276,0.839,0.032,0.129,15,0.396
"615",13,3,29,4,16,2516,8,11,1,0,0,15,0.276,0.788,0.152,0.061,15,0.396
"616",49,4,29,2,12,889,4,13,0,0,1,14,0.348,0.196,0.554,0.25,14,0.413
"617",58,34,29,2,14,270,4,13,0,1,0,14,0.348,0.348,0.37,0.283,14,0.413
"618",59,5,29,11,17,1327,14,3,0,0,1,19,0.496,0.26,0.48,0.26,19,0.41
"619",78,6,29,1,13,5522,9,6,0,0,1,13,0.812,0.281,0.219,0.5,13,0.821
"620",100,7,29,11,19,4229,14,3,1,0,0,19,0.496,0.447,0.316,0.237,19,0.41
"621",122,10,29,9,4,2001,7,15,1,0,0,4,0.712,1,0,0,4,0.703
"622",145,10,29,9,5,2471,7,15,1,0,0,4,0.712,0.909,0.045,0.045,4,0.703
"623",178,13,29,10,18,4978,15,2,0,0,1,18,0.61,0.594,0.188,0.219,18,0.622
"624",232,15,29,6,11,2481,3,10,0,0,1,11,0.343,0.561,0.22,0.22,11,0.338
"625",254,58,29,14,10,3562,10,9,1,0,0,11,0.226,0.75,0,0.25,11,0.222
"626",263,17,29,12,7,2550,11,7,1,0,0,7,0.529,1,0,0,7,0.55
"627",309,22,29,12,9,1627,11,7,1,0,0,7,0.529,0.839,0.097,0.065,7,0.55
"628",350,25,29,15,6,6141,12,5,1,0,0,6,0.867,0.933,0,0.067,6,0.882
"629",442,33,29,7,1,1097,13,4,1,0,0,1,0.7,1,0,0,1,0.657
"630",570,42,29,13,8,3126,11,8,1,0,0,7,0.529,0.952,0,0.048,7,0.55
"631",1,1,30,1,10,2034,20,1,0,0,1,10,0.035,0.53,0.377,0.093,10,0.028
"632",8,3,30,3,20,2056,13,3,1,0,0,10,0.033,0.909,0.045,0.045,10,0.03
"633",9,3,30,3,NA,3599,13,3,1,0,0,10,0.033,0,0,0,10,0.03
"634",15,3,30,3,8,1839,13,3,1,0,0,10,0.033,0.416,0.521,0.064,10,0.03
"635",16,3,30,3,12,1137,13,3,1,0,0,10,0.033,0.505,0.394,0.101,10,0.03
"636",38,3,30,3,28,2779,13,3,0,1,0,10,0.033,0.197,0.643,0.159,10,0.03
"637",100,6,30,6,13,1272,15,6,0,1,0,10,0.037,0.889,0.111,0,10,0.028
"638",207,10,30,2,1,1091,23,2,0,1,0,10,0.035,0.7,0.2,0.1,10,0.047
"639",225,11,30,10,2,1016,24,10,0,1,0,10,0.04,0.3,0.5,0.2,10,0.032
"640",350,16,30,5,14,1389,22,5,0,1,0,10,0.032,0.185,0.667,0.148,10,0.036
"641",375,17,30,4,27,3234,8,4,1,0,0,10,0.031,0.279,0.618,0.103,10,0.034
"642",428,24,30,10,23,3100,24,10,0,0,1,10,0.04,0.906,0.062,0.031,10,0.032
"643",481,27,30,1,25,3192,20,1,1,0,0,10,0.035,1,0,0,10,0.028
"644",547,29,30,11,24,637,7,11,1,0,0,10,0.038,1,0,0,10,0.044
"645",1902,89,30,29,19,1360,30,29,1,0,0,10,0.036,1,0,0,10,0.035
"646",2675,119,30,15,29,1626,4,15,1,0,0,10,0.029,1,0,0,10,0.033
"647",3383,142,30,17,6,1574,11,17,1,0,0,10,0.033,0.2,0.6,0.2,10,0.029
"648",3581,153,30,13,7,1064,21,13,0,1,0,10,0.031,0,1,0,10,0.046
"649",3899,173,30,23,3,2148,18,23,0,0,1,10,0.025,0.8,0,0.2,10,0.029
"650",4238,192,30,27,5,1403,28,27,1,0,0,10,0.038,1,0,0,10,0.036
"651",1,1,31,1,8,2034,8,1,1,0,0,14,0.36,0.559,0.22,0.22,14,0.336
"652",7,2,31,2,14,4453,8,2,1,0,0,14,0.36,0.487,0.218,0.295,14,0.336
"653",14,3,31,3,12,2901,7,3,1,0,0,12,0.363,0.5,0.25,0.25,12,0.423
"654",20,4,31,4,9,862,3,4,1,0,0,9,0.883,0.652,0.169,0.18,9,0.891
"655",27,6,31,5,10,2118,6,5,1,0,0,15,0.206,0.527,0.165,0.308,15,0.261
"656",37,8,31,6,11,3004,4,6,1,0,0,10,0.473,0.469,0.25,0.281,10,0.477
"657",47,10,31,7,15,2328,9,7,0,0,1,15,0.371,0.362,0.343,0.295,15,0.347
"658",76,18,31,9,13,1864,8,9,1,0,0,14,0.36,0.516,0.219,0.266,14,0.336
"659",204,41,31,2,6,579,2,2,1,0,0,14,0.209,0.818,0.127,0.055,14,0.212
"660",254,50,31,15,4,1504,13,15,1,0,0,4,0.824,0.844,0.094,0.062,4,0.819
"661",261,50,31,14,5,681,11,14,1,0,0,5,0.623,0.98,0,0.02,5,0.645
"662",308,50,31,13,3,1530,14,13,1,0,0,3,0.327,0.976,0.012,0.012,3,0.351
"663",314,50,31,10,2,668,12,10,1,0,0,2,0.509,1,0,0,2,0.484
"664",362,50,31,14,1,1292,11,14,1,0,0,5,0.623,1,0,0,5,0.645
"665",465,50,31,10,7,2783,12,10,1,0,0,2,0.509,0.97,0,0.03,2,0.484
"666",1,1,32,14,14,409,1,7,0,0,1,15,0.56,0.182,0.627,0.191,15,0.507
"667",22,3,32,14,15,714,1,7,0,0,1,15,0.56,0.161,0.609,0.23,15,0.507
"668",40,5,32,2,3,5243,15,14,0,0,1,3,0.591,0.288,0.339,0.373,3,0.429
"669",61,6,32,16,12,1158,16,17,0,0,1,12,1,0.495,0.277,0.228,12,1
"670",73,7,32,12,18,904,18,15,1,0,0,18,0.317,0.09,0.779,0.131,18,0.457
"671",103,8,32,11,6,1140,2,6,1,0,0,15,0.129,0.257,0.514,0.229,15,0.218
"672",114,9,32,17,16,697,14,18,0,0,1,7,0.652,0.278,0.54,0.183,7,0.659
"673",135,10,32,7,11,3622,8,12,1,0,0,18,0.289,0.442,0.433,0.125,18,0.257
"674",138,10,32,5,8,871,8,10,1,0,0,18,0.289,0.404,0.532,0.064,18,0.257
"675",386,14,32,18,17,1289,18,16,1,0,0,18,0.317,0.384,0.477,0.14,18,0.457
"676",428,15,32,13,10,584,4,2,0,0,1,10,0.42,0.203,0.622,0.175,10,0.426
"677",460,17,32,3,4,2266,13,8,1,0,0,4,0.534,0.649,0.189,0.162,4,0.412
"678",471,17,32,3,5,3198,13,8,1,0,0,4,0.534,0.767,0.163,0.07,4,0.412
"679",606,20,32,10,7,3573,15,5,0,0,1,3,0.591,0.368,0.517,0.115,3,0.429
"680",763,24,32,9,9,2608,3,3,1,0,0,9,0.766,0.225,0.562,0.213,9,0.708
"681",1094,38,32,15,13,1482,5,1,0,0,1,13,1,0.074,0.826,0.099,13,1
"682",1772,56,32,2,1,876,10,14,1,0,0,2,0.198,0.86,0.123,0.018,2,0.293
"683",1773,56,32,2,2,1497,10,14,1,0,0,2,0.198,0.87,0.074,0.056,2,0.293
