"seccion","munn","edon","disloc2016","disloc2010","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,10,3,16,513,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
2,1,10,3,16,1194,3,3,1,0,0,0,0,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
3,1,10,3,16,2958,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
4,1,10,3,16,1475,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
5,1,10,3,16,1301,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
6,1,10,3,16,2136,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
7,1,10,3,16,950,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
8,1,10,3,16,928,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
9,1,10,3,16,865,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
10,1,10,3,16,256,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
11,1,10,3,16,119,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
12,1,10,3,16,224,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
13,1,10,3,16,769,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
14,1,10,3,16,593,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
15,1,10,3,16,983,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
16,1,10,3,16,417,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
17,1,10,3,16,222,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
19,1,10,3,16,128,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
20,1,10,3,16,187,3,3,0,1,0,0,0,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
21,1,10,3,16,216,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
22,1,10,3,16,1292,3,3,0,0,1,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
23,1,10,3,16,667,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
24,1,10,3,16,407,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
25,1,10,3,16,780,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
26,1,10,3,16,1469,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
27,1,10,3,16,1260,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
28,1,10,3,16,886,3,3,1,0,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
29,1,10,3,16,1114,3,3,0,0,1,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
30,1,10,3,16,1286,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
31,1,10,3,16,892,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
32,1,10,3,16,492,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
33,1,10,3,16,278,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
34,1,10,3,16,312,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
35,1,10,3,16,404,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
36,1,10,3,16,115,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
37,1,10,3,16,1282,3,3,0,1,0,0,1,0,3,1,0.179,0.772,0.049,0.009,0.991,0,3,1
