"","SECCION","ESC1","ESC2","ESC3","POB_TOT","EDON","DIS_ANT","DIS_NUEVA","URBANO","RURAL","MIXTO","prop_urban","prop_rural","prop_mixto","prop_urban_n","prop_rural_n","prop_mixto_n"
"23",23,2,2,2,1140,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"24",24,2,2,2,824,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"25",25,2,2,2,1224,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"26",26,2,2,2,1199,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"27",27,2,2,2,1289,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"28",28,2,2,2,4007,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"29",29,2,2,2,2084,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"30",30,2,2,2,2203,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"31",31,2,2,2,1424,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"32",32,2,2,2,1525,3,10,2,1,0,0,0.789,0.211,0,0.69,0.138,0.172
"33",33,4,2,2,401,3,9,2,0,0,1,0.7,0.05,0.25,0.69,0.138,0.172
"34",34,4,2,2,934,3,9,2,0,0,1,0.7,0.05,0.25,0.69,0.138,0.172
"35",35,4,2,2,160,3,9,2,0,1,0,0.7,0.05,0.25,0.69,0.138,0.172
"36",36,4,2,2,472,3,10,2,0,1,0,0.789,0.211,0,0.69,0.138,0.172
"37",37,4,4,4,344,3,10,4,0,1,0,0.789,0.211,0,0.349,0.465,0.186
"38",38,4,4,4,191,3,10,4,0,1,0,0.789,0.211,0,0.349,0.465,0.186
"39",39,4,2,2,212,3,10,2,0,1,0,0.789,0.211,0,0.69,0.138,0.172
"40",40,4,4,4,988,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"41",41,4,4,4,1258,3,11,4,1,0,0,0.25,0.417,0.333,0.349,0.465,0.186
"42",42,4,4,4,1682,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"43",43,4,4,4,1471,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"44",44,4,4,4,921,3,11,4,1,0,0,0.25,0.417,0.333,0.349,0.465,0.186
"45",45,4,4,4,1039,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"46",46,4,4,4,833,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"47",47,4,4,4,1230,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"48",48,3,4,4,1536,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"49",49,4,4,4,164,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"50",50,4,4,4,238,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"51",51,4,4,4,311,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"52",52,4,4,4,510,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"53",53,4,4,4,361,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"54",54,4,4,4,1256,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"55",55,3,4,4,475,3,11,4,0,1,0,0.25,0.417,0.333,0.349,0.465,0.186
"56",56,3,4,4,715,3,11,4,0,0,1,0.25,0.417,0.333,0.349,0.465,0.186
"57",57,3,4,4,851,3,11,4,1,0,0,0.25,0.417,0.333,0.349,0.465,0.186
"58",58,3,4,4,646,3,11,4,1,0,0,0.25,0.417,0.333,0.349,0.465,0.186
"59",59,3,2,2,1254,3,11,2,0,0,1,0.25,0.417,0.333,0.69,0.138,0.172
"60",60,3,2,2,1471,3,11,2,1,0,0,0.25,0.417,0.333,0.69,0.138,0.172
"61",61,3,2,2,2974,3,11,2,1,0,0,0.25,0.417,0.333,0.69,0.138,0.172
"62",62,3,2,2,142,3,11,2,0,1,0,0.25,0.417,0.333,0.69,0.138,0.172
"63",63,3,4,4,89,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"64",66,3,4,4,143,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"65",67,3,4,4,551,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"66",68,3,4,4,488,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"67",69,3,4,4,660,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"68",70,3,4,4,510,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"69",71,3,4,4,165,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"70",72,3,4,4,517,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"71",73,3,4,4,766,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"72",74,4,4,4,147,3,12,4,0,1,0,0.3,0.65,0.05,0.349,0.465,0.186
"73",75,1,1,1,1123,3,13,1,0,0,1,0.529,0.235,0.235,0.469,0.375,0.156
"74",76,1,1,1,1722,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"75",77,1,1,1,844,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"76",78,1,1,1,1343,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"77",79,3,1,1,615,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"78",80,3,1,1,1236,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"79",81,1,1,1,920,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"80",82,1,1,1,938,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"81",83,3,1,1,3274,3,13,1,0,0,1,0.529,0.235,0.235,0.469,0.375,0.156
"82",84,3,1,1,394,3,13,1,0,1,0,0.529,0.235,0.235,0.469,0.375,0.156
"83",85,3,1,1,1711,3,13,1,0,1,0,0.529,0.235,0.235,0.469,0.375,0.156
"84",86,3,1,1,159,3,13,1,0,1,0,0.529,0.235,0.235,0.469,0.375,0.156
"85",87,3,1,1,398,3,13,1,0,1,0,0.529,0.235,0.235,0.469,0.375,0.156
"86",88,3,1,1,1850,3,13,1,0,0,1,0.529,0.235,0.235,0.469,0.375,0.156
"87",89,3,1,1,988,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"88",90,3,1,1,682,3,13,1,1,0,0,0.529,0.235,0.235,0.469,0.375,0.156
"89",91,3,1,1,837,3,13,1,0,0,1,0.529,0.235,0.235,0.469,0.375,0.156
"90",92,1,3,3,1871,3,14,3,0,0,1,0.583,0.25,0.167,0.391,0.391,0.217
"91",93,1,3,3,636,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"92",94,1,3,3,4038,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"93",95,1,3,3,943,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"94",96,1,3,3,1489,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"95",97,1,3,3,1110,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"96",98,1,3,3,2982,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"97",99,1,3,3,957,3,14,3,0,1,0,0.583,0.25,0.167,0.391,0.391,0.217
"98",101,1,3,3,1016,3,14,3,0,1,0,0.583,0.25,0.167,0.391,0.391,0.217
"99",102,1,3,3,3100,3,14,3,0,1,0,0.583,0.25,0.167,0.391,0.391,0.217
"100",103,1,3,3,2318,3,14,3,1,0,0,0.583,0.25,0.167,0.391,0.391,0.217
"101",104,1,3,3,8958,3,14,3,0,0,1,0.583,0.25,0.167,0.391,0.391,0.217
"102",105,3,3,3,302,3,15,3,0,1,0,0.133,0.667,0.2,0.391,0.391,0.217
"103",107,3,3,3,498,3,15,3,1,0,0,0.133,0.667,0.2,0.391,0.391,0.217
"104",108,3,3,3,1379,3,15,3,0,0,1,0.133,0.667,0.2,0.391,0.391,0.217
"105",109,3,3,3,831,3,15,3,0,0,1,0.133,0.667,0.2,0.391,0.391,0.217
"106",110,1,3,3,309,3,15,3,0,1,0,0.133,0.667,0.2,0.391,0.391,0.217
"107",111,1,1,1,466,3,15,1,0,1,0,0.133,0.667,0.2,0.469,0.375,0.156
"108",112,3,3,3,667,3,15,3,1,0,0,0.133,0.667,0.2,0.391,0.391,0.217
"109",113,3,3,3,1114,3,15,3,0,1,0,0.133,0.667,0.2,0.391,0.391,0.217
"110",114,3,3,3,967,3,15,3,0,1,0,0.133,0.667,0.2,0.391,0.391,0.217
"111",115,3,3,3,256,3,15,3,0,1,0,0.133,0.667,0.2,0.391,0.391,0.217
"112",116,3,3,3,1487,3,15,3,0,0,1,0.133,0.667,0.2,0.391,0.391,0.217
"113",117,3,1,1,750,3,15,1,0,1,0,0.133,0.667,0.2,0.469,0.375,0.156
"114",118,3,1,1,551,3,15,1,0,1,0,0.133,0.667,0.2,0.469,0.375,0.156
"115",119,3,1,1,408,3,15,1,0,1,0,0.133,0.667,0.2,0.469,0.375,0.156
"116",120,3,3,3,800,3,15,3,0,1,0,0.133,0.667,0.2,0.391,0.391,0.217
"117",184,15,15,15,295,3,3,15,1,0,0,0.957,0,0.043,0.541,0.243,0.216
"118",185,15,15,15,821,3,3,15,1,0,0,0.957,0,0.043,0.541,0.243,0.216
"119",186,13,13,13,1024,3,3,13,1,0,0,0.957,0,0.043,1,0,0
"120",187,15,15,15,944,3,3,15,1,0,0,0.957,0,0.043,0.541,0.243,0.216
"121",190,13,13,13,1363,3,3,13,1,0,0,0.957,0,0.043,1,0,0
"122",191,13,13,13,1121,3,3,13,1,0,0,0.957,0,0.043,1,0,0
"123",207,15,15,15,704,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"124",208,15,15,15,848,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"125",209,15,15,15,2143,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"126",210,15,15,15,5261,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"127",211,13,13,13,1538,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"128",212,13,13,13,1152,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"129",213,13,13,13,1492,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"130",214,13,13,13,1073,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"131",215,13,13,13,969,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"132",216,13,13,13,605,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"133",217,13,13,13,5115,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"134",218,15,15,15,3567,3,5,15,0,0,1,0.657,0.257,0.086,0.541,0.243,0.216
"135",219,13,13,13,1424,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"136",220,13,13,13,1260,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"137",221,13,13,13,1037,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"138",222,13,13,13,1097,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"139",223,13,13,13,1295,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"140",224,13,13,13,572,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"141",225,13,13,13,659,3,5,13,1,0,0,0.657,0.257,0.086,1,0,0
"142",226,13,13,13,1407,3,4,13,1,0,0,0.845,0.024,0.131,1,0,0
"143",227,13,13,13,1814,3,4,13,1,0,0,0.845,0.024,0.131,1,0,0
"144",228,13,13,13,2230,3,4,13,1,0,0,0.845,0.024,0.131,1,0,0
"145",229,13,13,13,855,3,4,13,1,0,0,0.845,0.024,0.131,1,0,0
"146",230,13,13,13,853,3,4,13,1,0,0,0.845,0.024,0.131,1,0,0
"147",231,13,13,13,603,3,4,13,1,0,0,0.845,0.024,0.131,1,0,0
"148",232,16,16,16,1367,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"149",233,16,16,16,470,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"150",234,16,16,16,940,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"151",235,16,16,16,1231,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"152",236,16,16,16,525,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"153",237,16,16,16,1252,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"154",238,16,16,16,964,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"155",239,16,16,16,1378,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"156",240,16,16,16,644,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"157",241,16,16,16,734,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"158",242,16,16,16,978,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"159",243,16,16,16,789,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"160",244,16,16,16,835,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"161",245,16,16,16,710,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"162",246,16,16,16,1119,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"163",247,16,16,16,1101,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"164",255,12,12,12,2476,3,4,12,0,1,0,0.845,0.024,0.131,0.314,0.543,0.143
"165",256,15,15,15,2679,3,5,15,0,0,1,0.657,0.257,0.086,0.541,0.243,0.216
"166",257,15,15,15,1351,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"167",258,15,15,15,410,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"168",259,15,15,15,207,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"169",260,15,15,15,417,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"170",261,15,15,15,804,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"171",262,15,15,15,241,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"172",263,15,15,15,249,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"173",264,15,15,15,197,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"174",265,15,15,15,568,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"175",266,15,15,15,703,3,5,15,0,1,0,0.657,0.257,0.086,0.541,0.243,0.216
"176",267,12,12,12,2090,3,6,12,0,1,0,0,0.85,0.15,0.314,0.543,0.143
"177",274,12,12,12,2168,3,6,12,0,1,0,0,0.85,0.15,0.314,0.543,0.143
"178",288,15,15,15,1231,3,5,15,0,0,1,0.657,0.257,0.086,0.541,0.243,0.216
"179",289,15,15,15,2140,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"180",348,15,15,15,797,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"181",349,15,15,15,824,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"182",350,15,15,15,663,3,5,15,1,0,0,0.657,0.257,0.086,0.541,0.243,0.216
"183",440,15,15,15,NA,3,4,15,0,0,1,0.845,0.024,0.131,0.541,0.243,0.216
"184",441,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"185",442,15,15,15,NA,3,4,15,0,0,1,0.845,0.024,0.131,0.541,0.243,0.216
"186",443,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"187",444,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"188",445,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"189",446,15,15,15,NA,3,4,15,0,0,1,0.845,0.024,0.131,0.541,0.243,0.216
"190",447,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"191",448,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"192",449,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"193",450,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"194",451,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"195",452,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"196",453,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"197",454,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"198",455,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"199",456,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"200",457,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"201",458,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"202",459,15,15,15,NA,3,4,15,1,0,0,0.845,0.024,0.131,0.541,0.243,0.216
"203",460,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"204",461,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"205",462,15,15,15,NA,3,4,15,0,0,1,0.845,0.024,0.131,0.541,0.243,0.216
"206",463,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"207",464,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"208",465,15,15,15,NA,3,4,15,0,0,1,0.845,0.024,0.131,0.541,0.243,0.216
"209",466,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"210",467,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"211",468,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"212",469,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"213",470,14,14,14,NA,3,4,14,0,0,1,0.845,0.024,0.131,0.829,0,0.171
"214",471,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"215",472,14,14,14,NA,3,4,14,0,0,1,0.845,0.024,0.131,0.829,0,0.171
"216",473,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"217",474,14,14,14,NA,3,4,14,0,0,1,0.845,0.024,0.131,0.829,0,0.171
"218",475,14,14,14,NA,3,4,14,0,0,1,0.845,0.024,0.131,0.829,0,0.171
"219",476,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"220",477,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"221",478,16,16,16,NA,3,4,16,1,0,0,0.845,0.024,0.131,0.974,0,0.026
"222",479,14,14,14,NA,3,4,14,0,0,1,0.845,0.024,0.131,0.829,0,0.171
"223",480,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"224",481,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"225",482,14,14,14,NA,3,4,14,0,0,1,0.845,0.024,0.131,0.829,0,0.171
"226",483,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"227",484,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"228",485,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"229",486,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"230",487,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"231",488,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"232",489,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"233",490,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"234",491,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"235",492,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"236",493,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"237",494,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"238",495,14,14,14,NA,3,4,14,1,0,0,0.845,0.024,0.131,0.829,0,0.171
"239",337,4,1,1,72,3,11,1,0,1,0,0.25,0.417,0.333,0.469,0.375,0.156
"240",338,4,1,1,4096,3,12,1,0,0,1,0.3,0.65,0.05,0.469,0.375,0.156
"241",339,4,1,1,4873,3,12,1,1,0,0,0.3,0.65,0.05,0.469,0.375,0.156
"242",340,4,1,1,1310,3,12,1,1,0,0,0.3,0.65,0.05,0.469,0.375,0.156
"243",341,4,1,1,981,3,12,1,1,0,0,0.3,0.65,0.05,0.469,0.375,0.156
"244",342,4,1,1,1115,3,12,1,1,0,0,0.3,0.65,0.05,0.469,0.375,0.156
"245",343,4,1,1,890,3,12,1,1,0,0,0.3,0.65,0.05,0.469,0.375,0.156
"246",344,4,1,1,1756,3,12,1,1,0,0,0.3,0.65,0.05,0.469,0.375,0.156
"247",345,4,1,1,435,3,12,1,0,1,0,0.3,0.65,0.05,0.469,0.375,0.156
"248",346,4,1,1,792,3,12,1,0,1,0,0.3,0.65,0.05,0.469,0.375,0.156
"249",347,4,1,1,344,3,12,1,0,1,0,0.3,0.65,0.05,0.469,0.375,0.156
"250",121,12,12,12,1400,3,1,12,0,0,1,0.947,0,0.053,0.314,0.543,0.143
"251",122,11,11,11,949,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"252",123,11,11,11,902,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"253",124,11,11,11,1265,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"254",125,11,11,11,606,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"255",126,11,11,11,861,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"256",127,11,11,11,870,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"257",128,11,11,11,825,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"258",129,11,11,11,1251,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"259",130,12,12,12,557,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"260",131,12,12,12,764,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"261",132,12,12,12,557,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"262",133,12,12,12,550,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"263",134,12,12,12,553,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"264",135,11,11,11,1211,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"265",136,11,11,11,998,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"266",137,11,11,11,950,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"267",138,11,11,11,745,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"268",139,11,11,11,743,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"269",140,11,11,11,632,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"270",141,11,11,11,1028,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"271",142,11,11,11,1481,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"272",143,11,11,11,2516,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"273",144,11,11,11,2037,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"274",145,11,11,11,978,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"275",146,11,11,11,772,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"276",147,11,11,11,965,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"277",148,11,11,11,659,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"278",149,11,11,11,741,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"279",150,11,11,11,697,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"280",151,11,11,11,883,3,1,11,1,0,0,0.947,0,0.053,1,0,0
"281",152,12,12,12,1193,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"282",153,12,12,12,2131,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"283",154,12,12,12,1479,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"284",155,12,12,12,1272,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"285",156,12,12,12,4863,3,1,12,0,0,1,0.947,0,0.053,0.314,0.543,0.143
"286",157,12,12,12,1403,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"287",158,12,12,12,891,3,1,12,1,0,0,0.947,0,0.053,0.314,0.543,0.143
"288",159,11,11,11,505,3,2,11,1,0,0,1,0,0,1,0,0
"289",160,11,11,11,472,3,2,11,1,0,0,1,0,0,1,0,0
