"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,2,9,22,5,905,22,22,1,0,0,0,0,1,206894,8851017,0,1.13980181317125,1.06951107813663,5,0.759,1,0,0,0.148,0,0.852,5,0.76
89,2,9,22,3,701,22,22,1,0,0,0,0,1,206894,8851017,0,1.00317090254606,1.06951107813663,5,0.759,1,0,0,0.145,0,0.855,5,0.76
345,3,9,37,26,1668,37,37,1,0,0,0,0,1,206546,8851017,0,1.06953175600561,1.0713130489092,26,0.825,1,0,0,0.534,0,0.466,26,0.829
359,3,9,36,32,1497,36,36,1,0,0,0,0,0,208875,8851017,0,1.02724819642907,1.05936768402154,32,0.894,1,0,0,0.062,0,0.938,32,0.882
550,3,9,37,30,1002,37,37,1,0,0,1,0,0,206546,8851017,0,1.1168757571169,1.0713130489092,26,0.825,1,0,0,0.361,0,0.639,26,0.829
747,4,9,33,20,4007,33,33,1,0,0,0,0,1,230476,8851017,0,0.902071468464759,0.960080116801749,20,0.629,0.963,0.036,0.018,0.253,0,0.747,20,0.605
821,5,9,12,1,3366,12,12,1,0,0,0,0,1,234901,8851017,0,0.905752865329513,0.941994393382744,1,0.909,1,0,0,0,0,1,1,0.893
910,5,9,12,2,2844,12,12,1,0,0,0,0,1,234901,8851017,0,0.929580256093565,0.941994393382744,1,0.909,1,0,0,0.263,0,0.737,1,0.893
1079,5,9,13,7,856,13,13,1,0,0,0,0,0,237310,8851017,0,0.981949406016606,0.932431945556445,7,0.913,1,0,0,0.289,0,0.711,7,0.913
1219,5,9,15,4,1003,15,15,1,0,0,0,0,1,238889,8851017,0,0.903205552086012,0.926268790107539,4,0.964,1,0,0,0,0,1,4,0.967
1358,5,9,15,6,1328,15,15,1,0,0,0,0,1,238889,8851017,0,0.949264377826016,0.926268790107539,4,0.964,1,0,0,0.006,0.006,0.987,4,0.967
1672,6,9,26,15,1025,26,26,1,0,0,0,0,1,191829,8851017,0,1.17215866953426,1.15350351093943,15,0.984,1,0,0,0.165,0,0.835,15,0.987
1673,6,9,27,14,1051,27,27,1,0,0,0,0,1,192448,8851017,0,1.13183781668636,1.14979332079315,14,0.984,1,0,0,0,0,1,14,0.987
1971,7,9,6,24,1322,6,6,1,0,0,0,0,1,228851,8851017,0,1.15067225339442,0.966897348056159,24,0.84,1,0,0,0.128,0,0.872,24,0.807
1972,7,9,6,21,890,6,6,1,0,0,0,0,1,228851,8851017,0,1.02899658203125,0.966897348056159,24,0.84,1,0,0,0.065,0,0.935,24,0.807
2065,7,9,9,19,1670,9,9,1,0,0,0,0,1,225180,8851017,0,1.10930013084478,0.982660205169198,19,0.598,1,0,0,0,0,1,19,0.587
