"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,2,9,22,5,905,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
2,2,9,22,5,1109,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
3,2,9,22,5,1149,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
4,2,9,22,5,1077,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
5,2,9,22,5,1102,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
6,2,9,22,5,1010,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
7,2,9,22,5,850,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
8,2,9,22,5,1427,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
9,2,9,22,5,1006,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
10,2,9,22,5,1335,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
11,2,9,22,5,818,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
12,2,9,22,5,821,15,15,1,0,0,1,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
13,2,9,22,5,1225,15,15,1,0,0,1,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
14,2,9,22,5,868,15,15,1,0,0,1,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
15,2,9,22,5,882,15,15,1,0,0,1,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
16,2,9,22,5,1220,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
17,2,9,22,5,913,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
18,2,9,22,5,1010,15,15,1,0,0,0,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
19,2,9,22,5,899,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
20,2,9,22,5,812,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
21,2,9,22,5,1085,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
22,2,9,22,5,1163,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
23,2,9,22,5,912,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
24,2,9,22,5,937,15,15,1,0,0,0,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
25,2,9,22,5,846,15,15,1,0,0,0,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
26,2,9,22,5,861,15,15,1,0,0,0,0,0,5,0.387,1,0,0,0.148,0,0.852,5,0.476
27,2,9,22,5,1070,15,15,1,0,0,0,0,1,5,0.387,1,0,0,0.148,0,0.852,5,0.476
