"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,11,18,13,1916,4,1,0,1,1,1,0,0,264860,5329859,0,1.01941199219794,0.914695756935053,18,0.455,0.417,0.584,0.061,0.877,0.114,0.009,18,0.458
51,2,11,22,22,4518,8,2,0,1,1,0,0,0,247532,5329859,0,1.32246493142106,0.978727268320129,22,0.74,0.306,0.694,0.082,0.535,0.228,0.236,22,0.792
141,3,11,9,9,6511,6,3,0,1,1,1,0,0,246521,5329859,0,0.973809673456352,0.982741097844882,9,0.482,0.347,0.653,0.041,0.932,0.068,0,9,0.56
244,4,11,22,17,1599,8,2,1,0,0,1,0,0,247532,5329859,0,0.920101168921924,0.978727268320129,22,0.74,0.356,0.645,0.089,0.771,0.229,0,22,0.792
331,6,11,2,2,1049,10,4,0,1,1,0,1,0,272117,5329859,0,0.890302032514757,0.890302032514757,2,1,0.182,0.818,0.102,0.819,0.172,0.009,2,1
336,7,11,16,16,21909,21,22,1,0,0,1,0,0,224692,5329859,0,0.918527869355342,1.07821514865602,16,0.57,0.757,0.244,0.056,0.954,0.046,0,16,0.434
348,7,11,16,15,1619,21,22,1,0,0,1,0,0,224692,5329859,0,1.04146366055437,1.07821514865602,16,0.57,0.652,0.348,0.104,0.955,0.045,0,16,0.434
567,8,11,10,18,1590,7,5,0,1,1,1,0,0,246515,5329859,0,1.13015272096236,0.982765017065161,10,0.491,0.254,0.746,0.078,0.757,0.236,0.007,10,0.368
662,11,11,19,21,1725,5,7,1,0,0,1,0,0,266668,5329859,0,1.30582782118947,0.908494150711065,19,0.621,0.584,0.416,0.067,0.912,0.08,0.009,19,0.598
752,14,11,1,1,2342,3,8,0,1,1,1,0,0,242192,5329859,0,1.07300513405269,1.0003068564685,1,0.86,0.196,0.804,0.08,0.752,0.248,0,1,0.906
823,15,11,8,8,1199,9,9,1,0,0,0,0,0,243016,5329859,0,0.874134288947567,0.996915092758576,8,0.493,0.533,0.467,0.072,0.473,0.527,0,8,0.528
916,16,11,18,19,1407,4,1,1,0,0,0,1,0,264860,5329859,0,1.22292491914256,0.914695756935053,18,0.455,0.406,0.593,0.109,0.646,0.089,0.266,18,0.458
929,17,11,11,11,5611,13,13,1,0,0,1,0,0,265423,5329859,0,0.890262773103264,0.912755556910359,11,0.444,0.716,0.283,0.082,0.89,0.11,0,11,0.349
930,17,11,11,12,7981,13,13,1,0,0,1,0,0,265423,5329859,0,0.939759803029598,0.912755556910359,11,0.444,0.739,0.261,0.087,0.895,0.105,0,11,0.349
1261,20,11,3,4,5543,17,16,0,1,1,1,0,0,238603,5329859,0,0.741576346400171,1.01535319414181,3,0.369,0.787,0.212,0.039,0.896,0.104,0,3,0.306
1267,20,11,3,3,6337,17,16,1,0,0,1,0,0,238603,5329859,0,1.14083376820299,1.01535319414181,3,0.369,0.951,0.049,0.016,1,0,0,3,0.306
1344,20,11,7,7,1521,19,18,1,0,0,1,0,0,239745,5329859,0,0.83480521897066,1.01051666638227,7,0.186,0.9,0.1,0.017,0.973,0.027,0,7,0.256
1421,20,11,7,5,759,19,18,1,0,0,1,0,0,239745,5329859,0,0.837967009953991,1.01051666638227,7,0.186,0.933,0.067,0.027,0.992,0.008,0,7,0.256
1463,20,11,7,6,793,19,18,1,0,0,1,0,0,239745,5329859,0,1.27406663186197,1.01051666638227,7,0.186,0.92,0.08,0.009,0.926,0.074,0,7,0.256
1859,21,11,20,20,2667,11,10,1,0,0,0,0,0,282798,5329859,0,1.30282929209277,0.856676207688237,20,0.658,0.556,0.444,0.038,0.49,0.51,0,20,0.604
2034,25,11,10,10,4937,7,5,1,0,0,1,0,0,246515,5329859,0,0.79149496117711,0.982765017065161,10,0.491,0.368,0.632,0.057,0.702,0.26,0.038,10,0.368
2109,27,11,14,14,2742,12,12,0,1,1,1,0,0,260690,5329859,0,1.22967215104188,0.929327239947133,14,0.347,0.62,0.38,0.039,0.981,0.01,0.01,14,0.463
