"seccion","munn","edon","disloc2017","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2015","RRI_2017","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,31,1,8,1645,8,1,1,0,0,0,1,0,121828,1908167,0,1.06560729553216,1.04418633921047,5,0.346,0.458,0.542,0.181,0.074,0.926,0,5,0.361
14,3,31,3,12,1925,7,3,1,0,0,0,1,0,130472,1908167,0,0.926323888860571,0.975007153514419,7,0.454,0.4,0.6,0.2,0.147,0.853,0,7,0.436
20,4,31,4,9,1807,3,4,1,0,0,0,1,0,128179,1908167,0,0.928311258680872,0.99244910112681,3,0.954,0.552,0.447,0.152,0.067,0.933,0,3,0.953
25,5,31,5,9,999,6,5,1,0,0,0,0,0,125533,1908167,0,0.928311258680872,1.0133680652365,6,0.709,0.552,0.447,0.152,0.067,0.933,0,6,0.748
37,8,31,6,11,1489,4,6,1,0,0,0,1,0,124035,1908167,0,0.943800790388715,1.02560675078271,4,1,0.366,0.635,0.22,0.065,0.935,0,4,1
47,10,31,7,15,1711,9,7,0,1,1,0,1,0,123265,1908167,0,0.933961303711535,1.03201341283684,9,0.331,0.29,0.711,0.225,0.138,0.862,0,9,0.349
50,11,31,1,8,1253,5,1,0,1,1,0,1,0,121828,1908167,0,1.06560729553216,1.04418633921047,5,0.346,0.458,0.542,0.181,0.074,0.926,0,5,0.361
78,19,31,8,11,4761,1,8,1,0,0,0,0,0,131312,1908167,0,0.943800790388715,0.968770054018927,1,0.933,0.366,0.635,0.22,0.065,0.935,0,1,0.862
204,41,31,2,6,1037,2,2,1,0,0,0,0,0,127951,1908167,0,0.798032278166025,0.994217578083277,2,0.715,0.776,0.224,0.052,0.087,0.913,0,2,0.596
254,50,31,15,4,15859,13,15,1,0,0,1,0,0,136083,1908167,0,0.9858806145198,0.934805474110163,13,0.91,0.794,0.206,0.059,0.704,0.296,0,13,0.838
261,50,31,14,5,4200,11,14,1,0,0,1,0,0,136471,1908167,0,1.138955988695,0.932147733462299,11,0.85,0.962,0.038,0.019,1,0,0,11,0.756
308,50,31,13,3,10600,14,13,1,0,0,1,0,0,88535,1908167,0,1.09914921315177,1.43684569191092,14,0.866,0.983,0.017,0,0.4,0.6,0,14,0.6
311,50,31,10,3,3901,12,10,1,0,0,1,0,0,136503,1908167,0,1.09914921315177,0.931929212788974,12,0.872,0.983,0.017,0,0.4,0.6,0,12,0.867
432,50,31,10,1,1042,15,10,1,0,0,0,0,0,136503,1908167,0,1.15396808118193,0.931929212788974,12,0.872,1,0,0,0.708,0.292,0,12,0.867
544,50,31,11,2,1173,10,11,1,0,0,0,0,0,136313,1908167,0,1.12390233271783,0.933228183176464,10,0.922,1,0,0,0.921,0.079,0,10,0.857
