"seccion","munn","edon","disloc2017","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,25,3,3,19421,19,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
2,1,25,3,3,302,19,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
3,1,25,3,3,1399,19,3,1,0,0,0,1,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
4,1,25,3,3,419,19,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
5,1,25,3,3,612,19,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
6,1,25,3,3,320,19,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
7,1,25,3,3,791,24,3,1,0,0,0,1,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
8,1,25,3,3,679,24,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
9,1,25,3,3,469,24,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
10,1,25,3,3,464,24,3,1,0,0,0,1,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
11,1,25,3,3,528,24,3,1,0,0,0,1,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
12,1,25,3,3,351,24,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
13,1,25,3,3,438,24,3,1,0,0,0,0,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
14,1,25,3,3,1161,24,3,1,0,0,0,1,0,19,0.772,0.761,0.126,0.113,0.123,0.877,0,19,0.594
15,1,25,9,3,414,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
16,1,25,9,3,407,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
17,1,25,9,3,342,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
18,1,25,9,3,397,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
19,1,25,9,3,1388,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
20,1,25,9,3,610,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
21,1,25,9,3,512,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
22,1,25,9,3,924,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
23,1,25,9,3,1453,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
24,1,25,9,3,5513,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
25,1,25,9,3,15041,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
26,1,25,9,3,1074,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
27,1,25,9,3,388,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
28,1,25,9,3,569,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
29,1,25,9,3,417,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
30,1,25,9,3,420,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
31,1,25,9,3,198,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
32,1,25,9,3,596,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
33,1,25,9,3,654,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
34,1,25,9,3,260,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
35,1,25,9,3,3101,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
36,1,25,9,3,301,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
37,1,25,9,3,288,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
38,1,25,9,3,201,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
39,1,25,9,3,4198,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
40,1,25,9,3,279,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
41,1,25,9,3,524,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
42,1,25,9,3,561,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
43,1,25,9,3,4766,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
44,1,25,9,3,388,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
45,1,25,9,3,572,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
46,1,25,9,3,474,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
47,1,25,9,3,478,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
48,1,25,9,3,603,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
49,1,25,9,3,52,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
50,1,25,9,3,130,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
51,1,25,9,3,243,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
52,1,25,9,3,417,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
53,1,25,9,3,356,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
54,1,25,9,3,341,24,9,1,0,0,1,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
55,1,25,9,3,628,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
56,1,25,9,3,305,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
57,1,25,9,3,362,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
58,1,25,9,3,338,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
59,1,25,9,3,259,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
60,1,25,9,3,294,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
61,1,25,9,3,510,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
62,1,25,9,3,234,24,9,1,0,0,0,1,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
63,1,25,9,3,780,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
64,1,25,9,3,291,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
65,1,25,9,3,348,24,9,1,0,0,0,0,0,24,0.611,0.761,0.126,0.113,0.123,0.877,0,24,0.556
66,1,25,8,3,333,24,8,1,0,0,0,1,0,21,0.479,0.761,0.126,0.113,0.123,0.877,0,21,0.424
67,1,25,8,3,371,24,8,1,0,0,0,1,0,21,0.479,0.761,0.126,0.113,0.123,0.877,0,21,0.424
68,1,25,8,3,384,24,8,1,0,0,0,0,0,21,0.479,0.761,0.126,0.113,0.123,0.877,0,21,0.424
69,1,25,8,3,866,24,8,1,0,0,0,0,0,21,0.479,0.761,0.126,0.113,0.123,0.877,0,21,0.424
