"seccion","munn","edon","disloc2016","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2016","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,8,11,1,732,1,1,0,1,1,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
2,1,8,11,1,559,1,1,1,0,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
3,1,8,11,1,835,1,1,1,0,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
4,1,8,11,1,728,1,1,1,0,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
5,1,8,11,1,1094,1,1,1,0,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
6,1,8,11,1,2581,1,1,0,1,1,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
7,1,8,11,1,1070,1,1,1,0,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
8,1,8,11,1,1183,1,1,1,0,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
10,1,8,11,1,263,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
11,1,8,11,1,117,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
12,1,8,11,1,297,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
13,1,8,11,1,612,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
14,1,8,11,1,660,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
15,1,8,11,1,504,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
16,1,8,11,1,224,1,1,0,1,0,0,1,0,158480,3296689,0,1.12516518996846,0.945542024230187,1,1,0.54,0.46,0.098,0.063,0.929,0.008,1,1
17,2,8,11,10,3914,1,1,1,0,0,0,1,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
18,2,8,11,10,1772,1,1,1,0,0,0,1,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
19,2,8,11,10,1941,1,1,1,0,0,0,0,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
20,2,8,11,10,936,1,1,1,0,0,0,1,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
21,2,8,11,10,883,1,1,1,0,0,0,1,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
22,2,8,11,10,1004,1,1,1,0,0,0,0,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
23,2,8,11,10,1310,1,1,1,0,0,0,1,0,158480,3296689,0,1.11857201507857,0.945542024230187,1,1,0.41,0.59,0.076,0.287,0.713,0,1,1
