"seccion","munn","edon","disloc2018","disloc2011","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,3,4,9,864,4,4,1,0,0,0,0,1,4,0.308,0.7,0.05,0.25,0,0,1,4,0.35
3,1,3,4,9,2154,2,4,1,0,0,0,0,1,4,0.308,0.7,0.05,0.25,0,0,1,4,0.35
48,1,3,4,11,1536,3,4,0,1,0,0,0,0,4,0.308,0.25,0.417,0.333,0.25,0.375,0.375,4,0.35
75,2,3,1,13,1123,1,1,0,0,1,0,0,0,3,0.23,0.529,0.235,0.235,0,0.333,0.667,3,0.233
121,3,3,12,1,1400,12,12,0,0,1,0,0,0,12,1,0.947,0,0.053,0,0.036,0.964,12,1
122,3,3,11,1,949,11,11,1,0,0,0,1,0,11,1,0.947,0,0.053,0,0.036,0.964,11,1
175,3,3,16,2,1638,16,16,1,0,0,0,0,0,16,1,1,0,0,0,0.182,0.818,16,1
184,3,3,15,3,295,15,15,1,0,0,0,0,1,15,1,0.957,0,0.043,0,0.333,0.667,15,1
186,3,3,13,3,1024,13,13,1,0,0,0,0,0,13,1,0.957,0,0.043,0,0.333,0.667,13,1
290,4,3,9,16,1536,9,9,0,0,1,1,0,0,9,1,0.75,0,0.25,0.571,0,0.429,9,1
291,4,3,8,16,2167,8,8,1,0,0,0,0,1,8,1,0.75,0,0.25,0.571,0,0.429,8,1
299,4,3,10,7,1467,10,10,1,0,0,0,0,1,10,1,0.667,0.222,0.111,0,0.111,0.889,10,1
317,4,3,5,16,1785,5,5,1,0,0,1,0,0,5,1,0.75,0,0.25,0.571,0,0.429,5,1
332,4,3,6,8,11664,6,6,1,0,0,1,0,0,6,1,0.928,0.014,0.058,0.429,0,0.571,6,1
355,4,3,7,8,1833,7,7,1,0,0,0,0,0,7,1,0.928,0.014,0.058,0.429,0,0.571,7,1
