"seccion","munn","edon","disloc2015","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,23,11,7,9704,3,7,1,0,0,0,0,0,4,0.275,1,0,0,0,1,0,4,0.281
4,1,23,14,7,2764,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
5,1,23,14,7,5428,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
6,1,23,14,7,1299,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
7,1,23,8,7,1892,8,7,1,0,0,0,1,0,7,0.771,1,0,0,0,1,0,7,0.811
8,1,23,11,7,1170,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
9,1,23,11,7,875,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
10,1,23,11,7,918,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
13,1,23,13,3,3202,1,3,1,0,0,0,0,0,1,0.432,1,0,0,NA,NA,NA,1,0.477
14,1,23,13,3,5245,4,3,1,0,0,0,0,0,5,0.707,1,0,0,NA,NA,NA,5,0.636
15,1,23,13,5,3811,4,5,1,0,0,0,0,0,5,0.707,1,0,0,0.4,0.6,0,5,0.636
16,1,23,13,5,10929,4,5,1,0,0,0,0,0,5,0.707,1,0,0,0.4,0.6,0,5,0.636
18,1,23,9,5,1853,4,5,1,0,0,0,1,0,5,0.707,1,0,0,0.4,0.6,0,5,0.636
19,1,23,9,5,1921,4,5,1,0,0,0,0,0,5,0.707,1,0,0,0.4,0.6,0,5,0.636
20,1,23,12,5,1805,3,5,1,0,0,0,0,0,4,0.275,1,0,0,0.4,0.6,0,4,0.281
21,1,23,12,4,1031,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
22,1,23,12,4,1216,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
23,1,23,12,4,921,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
24,1,23,12,4,1409,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
25,1,23,12,4,870,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
26,1,23,11,4,873,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
27,1,23,11,4,1184,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
28,1,23,11,4,1502,3,4,1,0,0,0,0,0,4,0.275,1,0,0,0.556,0.444,0,4,0.281
29,1,23,11,7,1155,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
30,1,23,11,7,939,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
31,1,23,11,7,991,8,7,1,0,0,0,1,0,7,0.771,1,0,0,0,1,0,7,0.811
32,1,23,11,7,1290,8,7,1,0,0,0,0,0,7,0.771,1,0,0,0,1,0,7,0.811
