"seccion","munn","edon","disloc2017","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,31,1,8,1645,8,1,1,0,0,0,1,0,5,0.346,0.559,0.22,0.22,0.074,0.926,0,5,0.361
2,1,31,1,8,276,8,1,0,1,0,0,1,0,5,0.346,0.559,0.22,0.22,0.074,0.926,0,5,0.361
3,1,31,1,8,271,8,1,0,1,0,0,1,0,5,0.346,0.559,0.22,0.22,0.074,0.926,0,5,0.361
4,1,31,1,8,1346,8,1,0,1,0,0,0,0,5,0.346,0.559,0.22,0.22,0.074,0.926,0,5,0.361
5,1,31,1,8,2323,8,1,1,0,0,0,0,0,5,0.346,0.559,0.22,0.22,0.074,0.926,0,5,0.361
6,1,31,1,8,494,8,1,0,1,0,0,1,0,5,0.346,0.559,0.22,0.22,0.074,0.926,0,5,0.361
7,2,31,2,14,2691,8,2,1,0,0,0,1,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
8,2,31,2,14,2597,8,2,1,0,0,0,0,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
9,2,31,2,14,3782,8,2,1,0,0,0,0,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
10,2,31,2,14,2902,8,2,0,0,1,0,1,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
11,2,31,2,14,935,8,2,0,1,0,0,1,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
12,2,31,2,14,1660,8,2,1,0,0,0,0,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
13,2,31,2,14,769,8,2,0,1,0,0,0,0,2,0.715,0.481,0.228,0.291,0.105,0.895,0,2,0.596
14,3,31,3,12,1925,7,3,1,0,0,0,1,0,7,0.454,0.5,0.25,0.25,0.147,0.853,0,7,0.436
15,3,31,3,12,2101,7,3,0,0,1,0,1,0,7,0.454,0.5,0.25,0.25,0.147,0.853,0,7,0.436
