"seccion","munn","edon","disloc2018","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,21,12,17,3081,12,1,0,0,1,0,0,0,12,0.996,0.561,0.136,0.303,0.2,0.8,0,12,0.986
20,2,21,5,6,2145,16,2,0,0,1,0,1,0,16,0.512,0.31,0.53,0.16,0.364,0.636,0,16,0.51
28,3,21,23,23,3789,8,3,1,0,0,0,1,0,8,0.955,0.147,0.551,0.301,0.022,0.956,0.022,8,0.937
45,4,21,13,18,3870,6,4,1,0,0,0,1,0,6,0.964,0.507,0.145,0.348,0,1,0,6,0.923
61,5,21,22,22,1270,3,5,1,0,0,0,1,0,3,0.964,0.293,0.38,0.327,0,0.973,0.027,3,0.957
64,6,21,2,2,1256,19,6,0,0,1,0,1,0,19,0.284,0.275,0.527,0.198,0.194,0.806,0,19,0.311
75,8,21,3,2,2218,13,7,0,0,1,0,1,0,7,0.431,0.275,0.527,0.198,0.194,0.806,0,7,0.47
80,10,21,26,26,5461,18,19,1,0,0,0,1,0,18,1,0.265,0.653,0.082,0.087,0.891,0.022,18,1
103,12,21,14,20,891,10,8,1,0,0,1,0,0,10,0.797,0.205,0.615,0.179,0.14,0.86,0,10,0.762
134,16,21,3,3,2852,7,7,0,0,1,0,1,0,7,0.431,0.187,0.692,0.121,0,1,0,7,0.47
148,18,21,24,23,1172,17,9,0,0,1,0,1,0,17,1,0.147,0.551,0.301,0.022,0.956,0.022,17,1
154,19,21,21,21,2603,11,10,1,0,0,1,0,0,11,0.995,0.629,0.224,0.147,0.519,0.463,0.019,11,0.975
245,26,21,8,8,1455,2,11,1,0,0,0,1,0,2,1,0.797,0.101,0.101,0.552,0.448,0,2,1
262,29,21,25,20,2249,5,12,1,0,0,0,1,0,5,1,0.205,0.615,0.179,0.14,0.86,0,5,1
325,42,21,9,9,13689,22,20,1,0,0,1,0,0,22,1,1,0,0,0.906,0.094,0,22,1
489,55,21,6,6,4242,1,13,0,0,1,0,1,0,1,0.706,0.31,0.53,0.16,0.364,0.636,0,1,0.609
502,58,21,1,1,2270,15,14,0,0,1,1,0,0,15,0.943,0.248,0.602,0.15,0.038,0.943,0.019,15,0.938
544,66,21,15,19,3891,14,15,1,0,0,0,1,0,14,1,0.329,0.139,0.532,0.087,0.913,0,14,1
933,115,21,17,13,364,26,26,1,0,0,1,0,0,26,1,1,0,0,0.947,0.053,0,26,1
1041,115,21,10,11,1569,24,24,1,0,0,0,0,0,24,1,1,0,0,1,0,0,24,1
1176,115,21,19,13,1956,25,25,1,0,0,0,0,0,25,1,1,0,0,0.947,0.053,0,25,1
1237,115,21,20,15,950,20,21,1,0,0,0,0,0,20,1,1,0,0,0.75,0.25,0,20,1
1302,115,21,16,12,780,23,23,1,0,0,1,0,0,23,1,1,0,0,0.857,0.143,0,23,1
1355,115,21,11,12,3081,21,22,1,0,0,0,0,0,21,1,1,0,0,0.857,0.143,0,21,1
1651,120,21,18,8,2877,9,16,1,0,0,1,0,0,9,1,0.797,0.101,0.101,0.552,0.448,0,9,1
1720,133,21,7,7,6144,4,17,1,0,0,1,0,0,4,1,0.733,0.158,0.109,0.404,0.596,0,4,1
