"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,16,14,19,1889,5,14,0,0,1,0,1,0,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
2,1,16,14,19,1940,5,14,0,0,1,0,0,0,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
3,1,16,14,19,989,5,14,0,0,1,0,0,0,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
4,1,16,14,19,871,5,14,1,0,0,0,1,0,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
5,1,16,14,19,1748,5,14,0,0,1,0,0,0,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
6,1,16,14,19,444,5,14,0,1,0,0,0,1,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
7,1,16,14,19,913,5,14,0,1,0,0,0,1,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
8,1,16,14,19,545,5,14,0,1,0,0,0,0,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
9,1,16,14,19,341,5,14,0,1,0,0,0,1,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
10,1,16,14,19,1197,5,14,0,1,0,0,0,1,15,0.775,0.192,0.633,0.175,0.11,0.415,0.476,15,0.726
11,2,16,10,21,2596,8,10,0,0,1,0,0,0,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
12,2,16,10,21,2150,8,10,0,0,1,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
13,2,16,10,21,2042,8,10,1,0,0,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
14,2,16,10,21,2131,8,10,0,0,1,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
15,2,16,10,21,639,8,10,0,0,1,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
16,2,16,10,21,2930,8,10,0,0,1,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
17,2,16,10,21,842,8,10,0,1,0,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
18,2,16,10,21,951,8,10,0,1,0,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
19,2,16,10,21,860,8,10,0,1,0,0,0,0,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
20,2,16,10,21,248,8,10,0,1,0,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
21,2,16,10,21,248,8,10,0,1,0,0,0,0,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
22,2,16,10,21,480,8,10,0,1,0,0,0,0,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
23,2,16,10,21,226,8,10,0,1,0,0,0,1,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
25,2,16,10,21,218,8,10,0,1,0,0,0,0,21,0.747,0.124,0.61,0.267,0.013,0.338,0.649,21,0.802
26,3,16,12,8,1894,9,12,0,0,1,0,0,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
27,3,16,12,8,2450,9,12,0,0,1,0,1,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
28,3,16,12,8,2493,9,12,1,0,0,0,0,1,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
29,3,16,12,8,1477,9,12,1,0,0,0,0,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
30,3,16,12,8,1065,9,12,0,1,0,0,1,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
31,3,16,12,8,1788,9,12,0,1,0,0,1,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
32,3,16,12,8,2472,9,12,0,1,0,0,0,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
33,3,16,12,8,1633,9,12,0,1,0,0,0,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
34,3,16,12,8,1467,9,12,0,1,0,0,0,1,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
35,3,16,12,8,1548,9,12,0,1,0,0,0,1,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
36,3,16,12,8,1790,9,12,0,1,0,0,0,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
37,3,16,12,8,837,9,12,0,1,0,0,1,0,8,0.488,0.235,0.571,0.193,0.069,0.431,0.5,8,0.36
38,4,16,9,2,1073,13,9,1,0,0,0,0,0,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
39,4,16,9,2,888,13,9,1,0,0,0,1,0,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
40,4,16,9,2,1701,13,9,0,0,1,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
41,4,16,9,2,1567,13,9,1,0,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
42,4,16,9,2,795,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
43,4,16,9,2,1106,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
44,4,16,9,2,790,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
45,4,16,9,2,2916,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
46,4,16,9,2,886,13,9,0,1,0,0,0,0,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
47,4,16,9,2,103,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
48,4,16,9,2,446,13,9,0,1,0,0,0,0,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
49,4,16,9,2,505,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
50,4,16,9,2,707,13,9,0,1,0,0,0,0,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
51,4,16,9,2,1138,13,9,0,1,0,0,0,1,2,0.581,0.344,0.5,0.156,0.082,0.268,0.649,2,0.49
52,5,16,2,13,986,14,2,1,0,0,0,1,0,3,0.928,0.434,0.485,0.081,0.016,0.516,0.468,3,0.904
53,5,16,2,13,980,14,2,0,0,1,0,1,0,3,0.928,0.434,0.485,0.081,0.016,0.516,0.468,3,0.904
