"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,16,14,19,1889,5,14,0,0,1,0,1,0,4,0.426,0.192,0.633,0.175,0.11,0.415,0.476,4,0.4
11,2,16,10,21,2596,8,10,0,0,1,0,0,0,8,0.66,0.124,0.61,0.267,0.013,0.338,0.649,8,0.734
26,3,16,12,8,1894,9,12,0,0,1,0,0,0,9,0.646,0.235,0.571,0.193,0.069,0.431,0.5,9,0.496
38,4,16,9,2,1073,13,9,1,0,0,0,0,0,13,0.727,0.344,0.5,0.156,0.082,0.268,0.649,13,0.64
52,5,16,2,13,986,14,2,1,0,0,0,1,0,16,0.825,0.434,0.485,0.081,0.016,0.516,0.468,16,0.828
58,6,16,11,23,2653,3,11,1,0,0,0,0,1,3,0.549,0.583,0.333,0.083,0,0.232,0.768,3,0.556
132,7,16,8,3,1459,15,8,0,0,1,0,1,0,14,0.928,0.133,0.694,0.173,0.065,0.143,0.792,14,0.904
149,9,16,14,19,239,6,14,1,0,0,0,0,0,4,0.426,0.192,0.633,0.175,0.11,0.415,0.476,4,0.4
184,11,16,1,4,1475,11,1,1,0,0,0,1,0,11,0.813,0.717,0.208,0.075,0.405,0.206,0.389,11,0.805
213,13,16,6,18,3422,4,6,0,0,1,0,0,1,15,0.411,0.086,0.765,0.148,0,0.419,0.581,15,0.433
257,16,16,4,7,875,10,4,0,0,1,0,0,1,10,1,0.585,0.286,0.129,0.085,0.217,0.698,10,1
305,19,16,15,9,1362,2,15,1,0,0,0,0,0,2,0.788,0.468,0.396,0.135,0.414,0.299,0.287,2,0.801
433,30,16,5,1,1086,1,5,1,0,0,0,1,0,1,0.821,0.473,0.439,0.088,0.321,0.358,0.321,1,0.753
480,34,16,3,12,6009,12,3,1,0,0,1,0,0,12,1,0.206,0.595,0.198,0.33,0.291,0.379,12,1
685,43,16,13,5,1361,7,13,0,0,1,1,0,0,7,0.964,0.524,0.254,0.222,0.313,0.388,0.299,7,0.903
806,50,16,18,24,10135,18,18,1,0,0,0,0,1,18,1,0.815,0.077,0.108,0.018,0.055,0.927,18,1
941,54,16,20,10,1544,22,20,1,0,0,0,0,0,19,0.65,0.824,0.149,0.027,0.448,0.414,0.138,19,0.571
968,54,16,19,11,1111,20,19,1,0,0,0,0,0,21,0.539,0.978,0.011,0.011,0.886,0.114,0,21,0.493
1043,54,16,19,17,358,21,19,1,0,0,1,0,0,21,0.539,0.882,0.097,0.022,0.878,0.041,0.081,21,0.493
1191,54,16,20,10,14331,19,20,0,0,1,0,1,0,19,0.65,0.824,0.149,0.027,0.448,0.414,0.138,19,0.571
2175,103,16,24,14,3028,23,24,0,0,1,0,0,1,23,1,0.791,0.121,0.088,0.382,0.039,0.579,23,1
2207,103,16,23,20,11080,24,23,1,0,0,0,0,0,24,1,0.726,0.221,0.053,0.432,0.216,0.351,24,1
2436,109,16,17,6,2485,17,17,1,0,0,1,0,0,17,1,0.833,0.083,0.083,0.875,0.036,0.089,17,1
2578,113,16,2,13,1250,16,2,1,0,0,0,0,0,16,0.825,0.434,0.485,0.081,0.016,0.516,0.468,16,0.828
