"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,14,2,3,1998,3,2,0,0,1,0,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
2,1,14,2,3,1409,3,2,1,0,0,0,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
3,1,14,2,3,2552,3,2,1,0,0,1,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
4,1,14,2,3,2703,3,2,0,0,1,1,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
5,1,14,2,3,2716,3,2,0,0,1,0,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
6,1,14,2,3,1865,3,2,1,0,0,0,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
7,1,14,2,3,729,3,2,0,1,0,0,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
8,1,14,2,3,317,3,2,0,1,0,0,1,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
9,1,14,2,3,230,3,2,0,1,0,0,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
10,1,14,2,3,3421,3,2,0,0,1,1,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
11,1,14,2,3,1949,3,2,0,1,0,1,0,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
12,1,14,2,3,1210,3,2,0,1,0,0,1,0,3,0.318,0.341,0.42,0.239,0.861,0.139,0,3,0.256
13,2,14,4,17,2431,8,4,0,0,1,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
14,2,14,4,17,1219,8,4,1,0,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
15,2,14,4,17,2365,8,4,0,0,1,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
16,2,14,4,17,3273,8,4,1,0,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
17,2,14,4,17,1368,8,4,0,0,1,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
18,2,14,4,17,3301,8,4,0,0,1,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
19,2,14,4,17,1468,8,4,1,0,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
20,2,14,4,17,1770,8,4,1,0,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
21,2,14,4,17,1008,8,4,1,0,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
22,2,14,4,17,2625,8,4,1,0,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
23,2,14,4,17,924,8,4,0,1,0,0,1,0,18,0.29,0.386,0.357,0.256,0.386,0.598,0.016,18,0.352
24,3,14,3,1,2618,8,3,0,0,1,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
25,3,14,3,1,1152,8,3,0,0,1,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
26,3,14,3,1,984,8,3,1,0,0,0,0,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
27,3,14,3,1,2246,8,3,0,0,1,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
28,3,14,3,1,1791,8,3,0,0,1,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
29,3,14,3,1,2556,8,3,1,0,0,0,0,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
30,3,14,3,1,996,8,3,1,0,0,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
31,3,14,3,1,3370,8,3,1,0,0,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
32,3,14,3,1,408,8,3,0,1,0,0,0,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
33,3,14,3,1,1557,8,3,0,1,0,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
34,3,14,3,1,2353,8,3,0,1,0,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
35,3,14,3,1,1683,8,3,0,1,0,0,1,0,18,0.29,0.286,0.432,0.282,0.338,0.656,0.006,18,0.352
36,4,14,5,19,1127,4,5,1,0,0,0,0,0,18,0.334,0.47,0.356,0.174,0.231,0.763,0.006,18,0.293
37,4,14,5,19,1604,4,5,0,0,1,0,1,0,18,0.334,0.47,0.356,0.174,0.231,0.763,0.006,18,0.293
38,4,14,5,19,577,4,5,0,1,0,0,1,0,18,0.334,0.47,0.356,0.174,0.231,0.763,0.006,18,0.293
39,4,14,5,19,2237,4,5,0,1,0,0,1,0,18,0.334,0.47,0.356,0.174,0.231,0.763,0.006,18,0.293
40,5,14,3,1,3519,2,3,0,0,1,0,1,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
41,5,14,3,1,1924,2,3,1,0,0,0,1,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
42,5,14,3,1,3152,2,3,1,0,0,0,1,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
43,5,14,3,1,2950,2,3,1,0,0,0,1,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
44,5,14,3,1,629,2,3,0,1,0,1,0,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
45,5,14,3,1,621,2,3,0,1,0,0,1,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
46,5,14,3,1,509,2,3,0,1,0,0,0,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
47,5,14,3,1,1344,2,3,0,1,0,0,1,0,1,0.557,0.286,0.432,0.282,0.338,0.656,0.006,1,0.578
48,6,14,4,18,3485,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
50,6,14,4,18,2422,8,4,0,0,1,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
51,6,14,4,18,2233,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
52,6,14,4,18,2381,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
53,6,14,4,18,1314,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
54,6,14,4,18,1399,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
55,6,14,4,18,1102,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
56,6,14,4,18,2506,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
57,6,14,4,18,1627,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
58,6,14,4,18,1644,8,4,0,0,1,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
59,6,14,4,18,711,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
60,6,14,4,18,732,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
61,6,14,4,18,1013,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
62,6,14,4,18,1941,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
63,6,14,4,18,1960,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
64,6,14,4,18,2247,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
65,6,14,4,18,1388,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
66,6,14,4,18,1453,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
67,6,14,4,18,3649,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
68,6,14,4,18,632,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
69,6,14,4,18,1200,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
70,6,14,4,18,641,8,4,1,0,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
71,6,14,4,18,1549,8,4,1,0,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
72,6,14,4,18,2694,8,4,0,0,1,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
73,6,14,4,18,888,8,4,0,1,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
74,6,14,4,18,395,8,4,0,1,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
75,6,14,4,18,451,8,4,0,1,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
76,6,14,4,18,1147,8,4,0,1,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
77,6,14,4,18,1203,8,4,0,1,0,0,1,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
78,6,14,4,18,891,8,4,0,1,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
79,6,14,4,18,1350,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
80,6,14,4,18,1664,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
81,6,14,4,18,1176,8,4,0,1,0,0,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
82,6,14,4,18,277,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
83,6,14,4,18,168,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
84,6,14,4,18,490,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
85,6,14,4,18,454,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
86,6,14,4,18,366,8,4,0,1,0,1,0,0,18,0.29,0.447,0.383,0.17,0.395,0.599,0.007,18,0.352
