"seccion","munn","edon","disloc2017","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,26,6,6,1735,3,3,0,0,1,0,1,0,6,0.207,0.386,0.398,0.216,0.537,0.463,0,6,0.265
3,2,26,7,7,1617,4,4,1,0,0,1,0,0,7,0.554,0.576,0.242,0.182,0.125,0.875,0,7,0.385
34,3,26,3,3,1190,2,2,1,0,0,0,0,0,3,0.743,0.539,0.303,0.158,0.625,0.375,0,3,0.714
38,4,26,18,18,804,3,3,0,0,1,0,1,0,6,0.207,0.256,0.5,0.244,0.209,0.791,0,6,0.265
112,24,26,5,5,2075,3,3,1,0,0,0,0,0,6,0.207,0.833,0.117,0.05,0.688,0.312,0,6,0.265
159,30,26,4,4,1289,14,14,1,0,0,1,0,0,4,0.6,1,0,0,0.958,0.042,0,4,0.676
336,49,26,8,8,8715,8,8,1,0,0,0,0,0,8,0.613,1,0,0,0.938,0.062,0,8,0.543
338,49,26,10,10,7326,7,7,1,0,0,0,0,0,10,0.677,1,0,0,1,0,0,10,0.491
369,49,26,9,9,1717,7,7,1,0,0,0,0,0,10,0.677,0.987,0,0.013,1,0,0,10,0.491
479,49,26,12,12,611,5,5,1,0,0,1,0,0,9,0.28,0.87,0.111,0.019,0.96,0.04,0,9,0.407
517,49,26,11,11,985,9,9,1,0,0,0,0,0,11,0.338,0.647,0.25,0.103,0.769,0.231,0,11,0.467
631,53,26,2,2,5220,16,16,1,0,0,0,1,0,1,0.19,0.864,0.045,0.091,0.35,0.65,0,1,0.281
652,55,26,1,1,816,16,16,1,0,0,0,0,0,1,0.19,0.904,0.082,0.014,1,0,0,1,0.281
760,58,26,14,14,330,18,18,1,0,0,0,0,0,14,0.965,0.59,0.295,0.115,0.056,0.611,0.333,14,0.938
776,59,26,17,17,1332,12,12,1,0,0,0,0,0,16,0.199,0.935,0.032,0.032,0,1,0,16,0.26
777,59,26,16,16,4001,12,12,1,0,0,0,0,0,16,0.199,0.959,0.027,0.014,0.114,0.886,0,16,0.26
901,59,26,15,15,8066,13,13,1,0,0,0,0,0,17,0.534,0.754,0.123,0.123,0.062,0.938,0,17,0.47
1022,61,26,13,13,5920,19,19,1,0,0,0,1,0,13,0.96,0.881,0.119,0,0.034,0.966,0,13,0.94
1109,62,26,21,21,1272,1,1,1,0,0,0,1,0,21,0.842,0.3,0.657,0.043,0.13,0.87,0,21,0.7
1138,63,26,20,20,1967,20,20,1,0,0,0,0,0,20,0.685,0.444,0.528,0.028,0.227,0.727,0.045,20,0.79
1230,65,26,19,19,2627,21,21,1,0,0,0,0,0,19,0.634,0.61,0.373,0.017,0.5,0.5,0,19,0.701
