"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,16,14,19,1889,5,14,0,0,1,0,1,0,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
2,1,16,14,19,1940,5,14,0,0,1,0,0,0,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
3,1,16,14,19,989,5,14,0,0,1,0,0,0,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
4,1,16,14,19,871,5,14,1,0,0,0,1,0,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
5,1,16,14,19,1748,5,14,0,0,1,0,0,0,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
6,1,16,14,19,444,5,14,0,1,0,0,0,1,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
7,1,16,14,19,913,5,14,0,1,0,0,0,1,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
8,1,16,14,19,545,5,14,0,1,0,0,0,0,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
9,1,16,14,19,341,5,14,0,1,0,0,0,1,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
10,1,16,14,19,1197,5,14,0,1,0,0,0,1,19,0.886,0.192,0.633,0.175,0.11,0.415,0.476,19,0.845
11,2,16,10,21,2596,8,10,0,0,1,0,0,0,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
12,2,16,10,21,2150,8,10,0,0,1,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
13,2,16,10,21,2042,8,10,1,0,0,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
14,2,16,10,21,2131,8,10,0,0,1,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
15,2,16,10,21,639,8,10,0,0,1,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
16,2,16,10,21,2930,8,10,0,0,1,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
17,2,16,10,21,842,8,10,0,1,0,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
18,2,16,10,21,951,8,10,0,1,0,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
19,2,16,10,21,860,8,10,0,1,0,0,0,0,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
20,2,16,10,21,248,8,10,0,1,0,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
21,2,16,10,21,248,8,10,0,1,0,0,0,0,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
22,2,16,10,21,480,8,10,0,1,0,0,0,0,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
23,2,16,10,21,226,8,10,0,1,0,0,0,1,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
25,2,16,10,21,218,8,10,0,1,0,0,0,0,21,0.85,0.124,0.61,0.267,0.013,0.338,0.649,21,0.897
26,3,16,12,8,1894,9,12,0,0,1,0,0,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
27,3,16,12,8,2450,9,12,0,0,1,0,1,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
28,3,16,12,8,2493,9,12,1,0,0,0,0,1,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
29,3,16,12,8,1477,9,12,1,0,0,0,0,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
30,3,16,12,8,1065,9,12,0,1,0,0,1,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
31,3,16,12,8,1788,9,12,0,1,0,0,1,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
32,3,16,12,8,2472,9,12,0,1,0,0,0,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
33,3,16,12,8,1633,9,12,0,1,0,0,0,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
34,3,16,12,8,1467,9,12,0,1,0,0,0,1,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
35,3,16,12,8,1548,9,12,0,1,0,0,0,1,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
36,3,16,12,8,1790,9,12,0,1,0,0,0,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
37,3,16,12,8,837,9,12,0,1,0,0,1,0,8,0.742,0.235,0.571,0.193,0.069,0.431,0.5,8,0.696
