"seccion","munn","edon","disloc2017","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,26,6,6,1735,3,3,0,0,1,0,1,0,3,0.95,0.386,0.398,0.216,0.537,0.463,0,3,0.909
2,1,26,6,6,900,3,3,0,1,0,1,0,0,3,0.95,0.386,0.398,0.216,0.537,0.463,0,3,0.909
3,2,26,7,7,1617,4,4,1,0,0,1,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
4,2,26,7,7,918,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
5,2,26,7,7,401,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
6,2,26,7,7,2940,4,4,1,0,0,1,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
7,2,26,7,7,1686,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
8,2,26,7,7,3625,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
9,2,26,7,7,3906,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
10,2,26,7,7,3808,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
11,2,26,7,7,1028,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
12,2,26,7,7,1269,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
13,2,26,7,7,1059,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
14,2,26,7,7,2967,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
15,2,26,7,7,901,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
16,2,26,7,7,378,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
17,2,26,7,7,2594,4,4,0,0,1,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
18,2,26,7,7,2067,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
19,2,26,7,7,3200,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
20,2,26,7,7,5621,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
21,2,26,7,7,1627,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
22,2,26,7,7,7851,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
23,2,26,7,7,8013,4,4,0,0,1,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
24,2,26,7,7,9456,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
25,2,26,7,7,1928,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
26,2,26,7,7,5092,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
27,2,26,7,7,72,4,4,0,1,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
28,2,26,7,7,221,4,4,0,1,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
29,2,26,7,7,104,4,4,0,1,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
30,2,26,7,7,272,4,4,0,1,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
31,2,26,7,7,4246,4,4,1,0,0,0,1,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
32,2,26,7,7,276,4,4,1,0,0,0,0,0,4,1,0.576,0.242,0.182,0.125,0.875,0,4,1
34,3,26,3,3,1190,2,2,1,0,0,0,0,0,2,1,0.539,0.303,0.158,0.625,0.375,0,2,1
35,3,26,3,3,2630,2,2,1,0,0,1,0,0,2,1,0.539,0.303,0.158,0.625,0.375,0,2,1
