"","SECCION","ESC1","ESC2","ESC3","POB_TOT","EDON","DIS_ANT","DIS_NUEVA","URBANO","RURAL","MIXTO","prop_urban","prop_rural","prop_mixto","prop_urban_n","prop_rural_n","prop_mixto_n"
"40",484,17,17,2,1950,7,7,4,1,0,0,0.133,0.796,0.071,0.186,0.797,0.017
"41",485,17,17,2,2305,7,7,4,1,0,0,0.133,0.796,0.071,0.186,0.797,0.017
"42",486,17,17,2,5497,7,7,4,0,1,0,0.133,0.796,0.071,0.186,0.797,0.017
"43",487,17,17,2,5455,7,7,4,0,1,0,0.133,0.796,0.071,0.186,0.797,0.017
"44",488,17,17,2,3543,7,7,4,0,1,0,0.133,0.796,0.071,0.186,0.797,0.017
"45",692,20,20,20,543,7,9,9,0,0,1,0.143,0.771,0.086,0.143,0.771,0.086
"46",693,20,20,20,1490,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"47",694,20,20,20,868,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"48",695,20,20,20,866,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"49",696,20,20,20,1053,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"50",944,20,20,20,3414,7,9,9,0,0,1,0.143,0.771,0.086,0.143,0.771,0.086
"51",945,20,20,20,8665,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"52",946,20,20,20,2468,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"53",947,20,20,20,12785,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"54",948,20,20,20,3353,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"55",949,20,20,20,5157,7,9,9,0,0,1,0.143,0.771,0.086,0.143,0.771,0.086
"56",950,20,20,20,2792,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"57",951,20,20,20,4090,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"58",952,20,20,20,5235,7,9,9,0,0,1,0.143,0.771,0.086,0.143,0.771,0.086
"59",953,20,20,20,2677,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"60",954,20,20,20,2569,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"61",955,20,20,20,1554,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"62",956,20,20,20,2164,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"63",957,20,20,20,2242,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"64",958,20,20,20,2017,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"65",959,20,20,20,1576,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"66",960,20,20,20,2587,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"67",961,20,20,20,900,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"68",962,20,20,20,2965,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"69",963,20,20,20,2982,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"70",964,20,20,20,3786,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"71",965,20,20,20,3489,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"72",966,20,20,20,938,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"73",967,20,20,20,1016,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"74",968,20,20,20,2854,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"75",969,20,20,20,2286,7,9,9,0,0,1,0.143,0.771,0.086,0.143,0.771,0.086
"76",970,20,20,20,2919,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"77",971,20,20,20,2781,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"78",972,20,20,20,3918,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"79",973,20,20,20,4196,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"80",974,20,20,20,3034,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"81",975,20,20,20,2478,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"82",976,20,20,20,2426,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"83",1082,22,22,4,2825,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"84",1083,22,22,4,2488,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"85",1084,22,22,4,2834,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"86",1085,22,22,4,2541,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"87",1086,22,22,4,2194,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"88",1087,22,22,4,3965,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"89",1088,22,22,4,3406,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"90",1089,22,22,4,2240,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"91",1090,22,22,4,1869,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"92",1091,22,22,4,1594,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"93",1092,20,20,20,3076,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"94",1093,20,20,20,1041,7,9,9,1,0,0,0.143,0.771,0.086,0.143,0.771,0.086
"95",1094,20,20,20,1914,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"96",1095,20,20,20,1336,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"97",1096,20,20,20,2904,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"98",1097,20,20,20,2247,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"99",1098,20,20,20,4496,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"100",1099,20,20,20,2030,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"101",1100,20,20,20,3548,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"102",1101,20,20,20,1559,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"103",1102,20,20,20,2367,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"104",1103,20,20,20,3084,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"105",1104,20,20,20,2042,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"106",1105,20,20,20,2212,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"107",1106,20,20,20,3660,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"108",1107,20,20,20,2736,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"109",1108,20,20,20,3256,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"110",1109,20,20,20,2453,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"111",1110,20,20,20,1736,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"112",1111,20,20,20,5042,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"113",1112,20,20,20,4885,7,9,9,0,1,0,0.143,0.771,0.086,0.143,0.771,0.086
"114",1464,22,22,4,1485,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"115",1465,22,22,4,2951,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"116",1466,22,22,4,1551,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"117",1467,22,22,4,1966,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"118",1468,22,22,4,3703,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"119",1469,22,22,4,1771,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"120",1470,22,22,4,3536,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"121",1471,22,22,4,3457,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"122",1472,22,22,4,3537,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"123",1473,22,22,4,2257,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"124",1474,22,22,4,3941,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"125",1475,22,22,4,4115,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"126",1476,22,22,4,4372,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"127",1477,22,22,4,4555,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"128",1478,22,22,4,4011,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"129",1479,22,22,4,3357,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"130",1480,22,22,4,3709,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"131",1481,22,22,4,3393,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"132",1482,22,22,4,2943,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"133",1483,22,22,4,2516,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"134",1484,22,22,4,3987,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"135",1485,22,22,4,3136,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"136",1568,22,22,4,2350,7,8,8,1,0,0,0.228,0.772,0,0.174,0.826,0
"137",1569,22,22,4,2267,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"138",1570,22,22,4,2747,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"139",1571,22,22,4,3608,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"140",1572,22,22,4,3905,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"141",1573,22,22,4,1611,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"142",1574,22,22,4,3110,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"143",1575,22,22,4,2920,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"144",1576,22,22,4,2594,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"145",1577,22,22,4,1372,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"146",1578,22,22,4,3423,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"147",1579,22,22,4,3385,7,8,8,0,1,0,0.228,0.772,0,0.174,0.826,0
"148",1902,17,17,2,3797,7,8,4,1,0,0,0.228,0.772,0,0.186,0.797,0.017
"149",1903,17,17,2,2873,7,8,4,1,0,0,0.228,0.772,0,0.186,0.797,0.017
"150",1904,17,17,2,3791,7,8,4,1,0,0,0.228,0.772,0,0.186,0.797,0.017
"151",1905,17,17,2,1584,7,8,4,1,0,0,0.228,0.772,0,0.186,0.797,0.017
"152",1906,17,17,2,3079,7,8,4,1,0,0,0.228,0.772,0,0.186,0.797,0.017
"153",1907,17,17,2,2136,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"154",1908,17,17,2,3388,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"155",1909,17,17,2,1893,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"156",1910,17,17,2,2004,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"157",1911,17,17,2,3192,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"158",1912,17,17,2,3250,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"159",1913,17,17,2,2748,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"160",1914,17,17,2,961,7,8,4,0,1,0,0.228,0.772,0,0.186,0.797,0.017
"161",144,23,23,11,3384,7,10,11,1,0,0,0.227,0.773,0,0.221,0.623,0.156
"162",145,23,23,11,3149,7,10,11,1,0,0,0.227,0.773,0,0.221,0.623,0.156
"163",146,23,23,11,2014,7,10,11,1,0,0,0.227,0.773,0,0.221,0.623,0.156
"164",147,23,23,11,3616,7,10,11,1,0,0,0.227,0.773,0,0.221,0.623,0.156
"165",148,23,23,11,2407,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"166",149,23,23,11,2389,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"167",150,23,23,11,1995,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"168",151,23,23,11,4114,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"169",152,23,23,11,3175,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"170",153,23,23,11,3460,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"171",154,23,23,11,3482,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"172",155,23,23,11,1382,7,10,11,1,0,0,0.227,0.773,0,0.221,0.623,0.156
"173",156,23,23,11,1492,7,10,11,1,0,0,0.227,0.773,0,0.221,0.623,0.156
"174",157,23,23,11,4838,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"175",158,23,23,11,1331,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"176",159,23,23,11,2061,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"177",160,23,23,11,4112,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"178",161,23,23,11,1339,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"179",162,23,23,11,2460,7,10,11,0,1,0,0.227,0.773,0,0.221,0.623,0.156
"180",331,23,23,10,849,7,22,21,1,0,0,0.1,0.87,0.03,0.123,0.852,0.025
"181",332,23,23,10,4709,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"182",333,23,23,10,3166,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"183",334,23,23,10,2860,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"184",335,23,23,10,2987,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"185",381,4,4,11,3063,7,12,11,1,0,0,0.261,0.648,0.091,0.221,0.623,0.156
"186",382,4,4,11,1542,7,12,11,0,1,0,0.261,0.648,0.091,0.221,0.623,0.156
"187",383,4,4,11,2034,7,12,11,0,1,0,0.261,0.648,0.091,0.221,0.623,0.156
"188",384,23,23,10,2352,7,22,21,1,0,0,0.1,0.87,0.03,0.123,0.852,0.025
"189",385,23,23,10,557,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"190",386,23,23,10,1030,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"191",387,23,23,10,2970,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"192",388,23,23,10,1821,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"193",389,23,23,10,2959,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"194",390,23,23,10,2673,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"195",391,23,23,10,2337,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"196",392,23,23,10,2060,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"197",393,23,23,10,3802,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"198",394,23,23,10,1612,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"199",395,23,23,10,1590,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"200",396,23,23,10,1832,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"201",397,23,23,10,2550,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"202",398,21,21,10,738,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"203",399,21,21,10,2048,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"204",400,23,23,10,3651,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"205",401,23,23,10,3581,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"206",502,4,4,11,4005,7,13,11,0,1,0,0.232,0.681,0.087,0.221,0.623,0.156
"207",503,4,4,11,2337,7,13,11,0,1,0,0.232,0.681,0.087,0.221,0.623,0.156
"208",556,22,22,4,2564,7,10,8,1,0,0,0.227,0.773,0,0.174,0.826,0
"209",557,22,22,4,2217,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"210",558,22,22,4,2598,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"211",559,22,22,4,2292,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"212",560,22,22,4,2844,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"213",561,22,22,4,2711,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"214",562,22,22,4,1757,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"215",563,22,22,4,2227,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"216",564,22,22,4,855,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"217",565,22,22,4,2117,7,10,8,0,1,0,0.227,0.773,0,0.174,0.826,0
"218",617,23,23,11,1681,7,12,11,0,0,1,0.261,0.648,0.091,0.221,0.623,0.156
"219",618,23,23,11,3505,7,12,11,0,0,1,0.261,0.648,0.091,0.221,0.623,0.156
"220",619,23,23,11,2198,7,12,11,0,1,0,0.261,0.648,0.091,0.221,0.623,0.156
"221",620,23,23,11,2892,7,12,11,0,1,0,0.261,0.648,0.091,0.221,0.623,0.156
"222",662,23,23,11,2832,7,11,11,0,0,1,0.25,0.531,0.219,0.221,0.623,0.156
"223",663,23,23,11,3218,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"224",664,23,23,11,3239,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"225",665,23,23,11,1628,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"226",666,23,23,11,2228,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"227",667,23,23,11,4079,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"228",668,23,23,11,1534,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"229",682,21,21,10,2147,7,22,21,1,0,0,0.1,0.87,0.03,0.123,0.852,0.025
"230",683,21,21,10,886,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"231",684,21,21,10,2466,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"232",685,21,21,10,3055,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"233",686,21,21,10,3335,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"234",687,21,21,10,2382,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"235",688,21,21,10,1623,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"236",689,21,21,10,2634,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"237",690,21,21,10,2421,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"238",691,21,21,10,1820,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"239",882,4,4,11,4711,7,13,11,0,0,1,0.232,0.681,0.087,0.221,0.623,0.156
"240",883,4,4,11,2992,7,13,11,1,0,0,0.232,0.681,0.087,0.221,0.623,0.156
"241",884,4,4,11,4217,7,13,11,0,1,0,0.232,0.681,0.087,0.221,0.623,0.156
"242",977,17,17,10,668,7,22,21,1,0,0,0.1,0.87,0.03,0.123,0.852,0.025
"243",978,17,17,10,3088,7,22,21,1,0,0,0.1,0.87,0.03,0.123,0.852,0.025
"244",979,17,17,10,3758,7,22,21,0,0,1,0.1,0.87,0.03,0.123,0.852,0.025
"245",980,17,17,10,2357,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"246",981,17,17,10,2091,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"247",982,17,17,10,4353,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"248",983,17,17,10,2175,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"249",984,17,17,10,3512,7,22,21,0,1,0,0.1,0.87,0.03,0.123,0.852,0.025
"250",985,4,4,11,3091,7,11,11,0,0,1,0.25,0.531,0.219,0.221,0.623,0.156
"251",986,4,4,11,2021,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"252",987,4,4,11,1189,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"253",988,4,4,11,1222,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"254",989,4,4,11,2481,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"255",1039,23,23,11,2685,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"256",1040,23,23,11,1642,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"257",1041,23,23,11,4528,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"258",1042,23,23,11,3354,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"259",1043,23,23,11,2137,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"260",1044,23,23,11,5444,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"261",1045,23,23,11,2345,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"262",1046,23,23,11,823,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"263",1047,23,23,11,5274,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"264",1048,23,23,11,2638,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"265",1049,4,4,11,3288,7,11,11,0,0,1,0.25,0.531,0.219,0.221,0.623,0.156
"266",1050,4,4,11,3042,7,11,11,1,0,0,0.25,0.531,0.219,0.221,0.623,0.156
"267",1051,4,4,11,2495,7,11,11,0,1,0,0.25,0.531,0.219,0.221,0.623,0.156
"268",1178,18,18,2,731,7,21,4,1,0,0,0.164,0.787,0.049,0.186,0.797,0.017
"269",1179,18,18,2,111,7,21,4,1,0,0,0.164,0.787,0.049,0.186,0.797,0.017
"270",1180,18,18,2,4510,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"271",1181,18,18,2,3066,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"272",1182,18,18,2,3179,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"273",1183,18,18,2,3467,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"274",1184,18,18,2,2307,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"275",1185,18,18,2,5606,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"276",1186,18,18,2,7304,7,21,4,0,1,0,0.164,0.787,0.049,0.186,0.797,0.017
"277",1207,22,22,4,3073,7,10,8,1,0,0,0.227,0.773,0,0.174,0.826,0
"278",1208,22,22,4,2973,7,10,8,1,0,0,0.227,0.773,0,0.174,0.826,0
"279",1209,22,22,4,4840,7,10,8,1,0,0,0.227,0.773,0,0.174,0.826,0
