"seccion","munn","edon","disloc2018","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,19,20,20,1144,3,1,0,0,1,0,1,0,20,0.646,0.585,0.146,0.268,0,1,0,20,0.744
3,2,19,21,22,767,1,2,0,0,1,0,0,0,21,0.401,0.472,0.315,0.213,0.163,0.837,0,21,0.598
20,4,19,26,24,7095,2,4,1,0,0,0,1,0,24,0.544,0.412,0.475,0.112,0.025,0.975,0,24,0.43
39,5,19,21,21,16,1,2,1,0,0,0,0,0,21,0.401,0.354,0.292,0.354,0.292,0.708,0,21,0.598
63,6,19,5,16,3790,10,12,0,0,1,0,1,0,16,0.245,0.924,0,0.076,0.098,0.902,0,16,0.213
151,7,19,26,26,2174,4,4,0,0,1,0,1,0,26,0.549,0.108,0.775,0.117,0,1,0,26,0.645
172,9,19,23,23,2417,25,5,0,0,1,0,0,0,23,0.488,0.563,0.352,0.085,0.118,0.882,0,23,0.418
356,19,19,18,18,2003,23,25,1,0,0,0,0,0,18,0.827,1,0,0,0.686,0.314,0,18,0.875
430,21,19,25,17,4598,13,15,1,0,0,0,1,0,17,0.412,0.961,0.019,0.019,0.074,0.926,0,17,0.456
526,26,19,12,15,284,5,7,1,0,0,1,0,0,12,0.637,1,0,0,0.75,0.25,0,12,0.505
580,26,19,12,12,526,5,7,1,0,0,1,0,0,12,0.637,1,0,0,0.433,0.567,0,12,0.505
604,26,19,14,14,6041,8,10,1,0,0,1,0,0,14,0.445,1,0,0,0.5,0.5,0,14,0.354
697,26,19,15,13,1708,6,8,1,0,0,0,0,0,15,0.285,1,0,0,0.143,0.857,0,15,0.361
822,30,19,24,25,1477,4,3,0,0,1,0,1,0,26,0.549,0.443,0.443,0.115,0.586,0.414,0,26,0.645
975,40,19,11,3,1117,19,19,1,0,0,0,1,0,11,0.11,1,0,0,0.548,0.452,0,11,0.166
988,40,19,4,5,1519,20,20,1,0,0,1,0,0,4,0.462,1,0,0,0.623,0.377,0,4,0.438
1014,40,19,4,4,1476,20,20,1,0,0,0,1,0,4,0.462,1,0,0,0.68,0.32,0,4,0.438
1131,40,19,6,6,137,18,18,1,0,0,0,0,0,7,0.399,1,0,0,0.52,0.48,0,7,0.356
1263,40,19,6,7,295,18,18,1,0,0,0,1,0,7,0.399,1,0,0,0.87,0.13,0,7,0.356
1349,40,19,6,8,750,18,18,1,0,0,0,0,0,7,0.399,1,0,0,0.351,0.649,0,7,0.356
1432,40,19,1,1,2276,16,16,1,0,0,0,1,0,1,0.543,1,0,0,0.163,0.837,0,1,0.442
1470,40,19,2,2,2853,22,22,1,0,0,0,1,0,2,0.406,1,0,0,0,0.938,0.062,2,0.376
1766,47,19,10,11,1594,14,23,1,0,0,1,0,0,11,0.485,1,0,0,0.851,0.149,0,11,0.47
1852,47,19,10,10,2171,14,23,1,0,0,0,0,0,11,0.485,1,0,0,0.806,0.194,0,11,0.47
1925,47,19,9,9,1833,15,24,1,0,0,0,0,0,9,0.78,1,0,0,1,0,0,9,0.745
1999,48,19,19,19,8475,24,26,1,0,0,0,0,0,19,0.851,0.931,0.028,0.042,0.765,0.235,0,19,0.847
