"seccion","munn","edon","disloc2016","disloc2010","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,10,3,16,513,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
2,1,10,3,16,1194,3,3,1,0,0,0,0,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
3,1,10,3,16,2958,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
4,1,10,3,16,1475,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
5,1,10,3,16,1301,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
6,1,10,3,16,2136,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
7,1,10,3,16,950,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
8,1,10,3,16,928,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
9,1,10,3,16,865,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
10,1,10,3,16,256,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
11,1,10,3,16,119,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
12,1,10,3,16,224,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
13,1,10,3,16,769,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
14,1,10,3,16,593,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
15,1,10,3,16,983,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
16,1,10,3,16,417,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
17,1,10,3,16,222,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
19,1,10,3,16,128,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
20,1,10,3,16,187,3,3,0,1,0,0,0,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
21,1,10,3,16,216,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
22,1,10,3,16,1292,3,3,0,0,1,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
23,1,10,3,16,667,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
24,1,10,3,16,407,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
25,1,10,3,16,780,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
26,1,10,3,16,1469,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
27,1,10,3,16,1260,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
28,1,10,3,16,886,3,3,1,0,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
29,1,10,3,16,1114,3,3,0,0,1,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
30,1,10,3,16,1286,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
31,1,10,3,16,892,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
32,1,10,3,16,492,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
33,1,10,3,16,278,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
34,1,10,3,16,312,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
35,1,10,3,16,404,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
36,1,10,3,16,115,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
37,1,10,3,16,1282,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
38,1,10,3,16,900,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
39,1,10,3,16,397,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
40,1,10,3,16,641,3,3,0,1,0,0,1,0,6,0.295,0.179,0.772,0.049,0.009,0.991,0,6,0.308
42,2,10,1,8,760,2,1,0,0,1,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
43,2,10,1,8,53,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
44,2,10,1,8,286,2,1,0,1,0,0,0,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
45,2,10,1,8,133,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
46,2,10,1,8,166,2,1,0,1,0,0,0,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
47,2,10,1,8,288,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
48,2,10,1,8,357,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
50,2,10,1,8,371,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
51,2,10,1,8,116,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
52,2,10,1,8,369,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
53,2,10,1,8,393,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
54,2,10,1,8,323,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
55,2,10,1,8,199,2,1,0,1,0,1,0,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
56,2,10,1,8,345,2,1,0,1,0,0,1,0,7,0.65,0.08,0.84,0.08,0.135,0.865,0,7,0.538
57,3,10,4,16,750,7,4,1,0,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
58,3,10,4,16,352,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
59,3,10,4,16,185,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
60,3,10,4,16,469,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
61,3,10,4,16,176,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
62,3,10,4,16,263,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
63,3,10,4,16,1332,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
64,3,10,4,16,365,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
65,3,10,4,16,640,7,4,0,1,0,0,1,0,8,0.297,0.179,0.772,0.049,0.009,0.991,0,8,0.384
66,4,10,6,15,2572,1,6,1,0,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
67,4,10,6,15,1809,1,6,1,0,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
68,4,10,6,15,1329,1,6,1,0,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
69,4,10,6,15,2529,1,6,0,0,1,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
70,4,10,6,15,1839,1,6,0,0,1,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
72,4,10,6,15,677,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
73,4,10,6,15,1775,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
74,4,10,6,15,353,1,6,0,1,0,0,0,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
75,4,10,6,15,1144,1,6,1,0,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
76,4,10,6,15,1312,1,6,0,0,1,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
77,4,10,6,15,380,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
78,4,10,6,15,622,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
79,4,10,6,15,439,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
80,4,10,6,15,1518,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
81,4,10,6,15,411,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
82,4,10,6,15,281,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
83,4,10,6,15,355,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
84,4,10,6,15,389,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
85,4,10,6,15,378,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
86,4,10,6,15,501,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
87,4,10,6,15,938,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
88,4,10,6,15,80,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
89,4,10,6,15,373,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
90,4,10,6,15,227,1,6,0,1,0,0,0,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
91,4,10,6,15,319,1,6,0,1,0,0,0,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
92,4,10,6,15,123,1,6,0,1,0,0,0,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
93,4,10,6,15,80,1,6,0,1,0,0,1,0,15,0.339,0.202,0.636,0.162,0.036,0.964,0,15,0.323
