"","seccion","munn","edon","dis_nueva","dis_anterior","pob","esc1","esc3","urbana","rural","mixta","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","SQ_","dsi_sec"
"298",417,14,15,13,13,6479,7,3,1,0,0,7,0.463,0.144,0.77,0.086,7,0.498
"299",511,19,15,4,6,3643,4,2,1,0,0,2,0.236,0.478,0.239,0.283,2,0.27
"300",523,20,15,38,38,4059,35,32,1,0,0,35,0.712,0.997,0,0.003,35,0.741
"301",654,23,15,12,36,6236,37,31,1,0,0,37,0.421,0.521,0.274,0.205,37,0.444
"302",692,25,15,43,43,2229,38,37,1,0,0,38,1,0.983,0,0.017,38,1
"303",797,25,15,26,43,1572,39,36,1,0,0,39,1,0.983,0,0.017,39,1
"304",912,122,15,27,27,2791,14,14,1,0,0,14,1,0.886,0.019,0.095,14,1
"305",937,26,15,1,27,11196,13,13,1,0,0,13,0.93,0.886,0.019,0.095,13,0.866
"306",1111,30,15,5,40,1952,16,18,1,0,0,16,0.195,0.973,0.007,0.02,16,0.234
"307",1149,32,15,3,31,4673,19,17,1,0,0,19,0.558,0.988,0,0.012,19,0.609
"308",1155,32,15,3,31,4288,18,17,1,0,0,19,0.558,0.988,0,0.012,19,0.609
"309",1253,60,15,41,31,2062,20,21,1,0,0,20,1,0.988,0,0.012,20,1
"310",1302,34,15,21,21,2378,25,28,1,0,0,25,1,1,0,0,25,1
"311",1360,34,15,37,21,3515,26,27,1,0,0,26,1,1,0,0,26,1
"312",1394,34,15,22,21,3195,28,24,1,0,0,28,1,1,0,0,28,1
"313",1426,34,15,42,22,2077,27,23,1,0,0,27,1,1,0,0,27,1
"314",1518,34,15,8,22,14208,24,26,1,0,0,24,1,1,0,0,24,1
"315",1735,34,15,6,33,3882,23,25,1,0,0,23,1,0.971,0.004,0.025,23,1
"316",2068,39,15,17,44,2967,3,7,0,0,1,4,0.577,0.722,0.209,0.07,4,0.547
"317",2073,40,15,40,40,12699,11,12,1,0,0,11,0.898,0.973,0.007,0.02,11,0.927
"318",2243,45,15,12,20,2986,34,31,0,0,1,37,0.421,0.588,0.263,0.149,37,0.444
"319",2386,52,15,4,4,3157,2,2,1,0,0,2,0.236,0.593,0.319,0.088,2,0.27
"320",2464,55,15,35,35,3156,31,6,1,0,0,31,0.488,0.967,0.022,0.011,31,0.577
"321",2572,58,15,32,30,1832,44,41,1,0,0,44,1,0.989,0.005,0.005,44,1
"322",2597,58,15,30,29,743,41,39,1,0,0,41,1,0.992,0.008,0,41,1
"323",3046,60,15,25,25,4958,21,20,1,0,0,21,1,1,0,0,21,1
"324",3107,60,15,24,24,1647,22,22,1,0,0,22,1,1,0,0,22,1
"325",3723,61,15,44,44,5767,45,42,1,0,0,45,1,0.722,0.209,0.07,45,1
"326",3922,68,15,34,3,3830,33,43,0,1,0,32,0.313,0.266,0.617,0.117,32,0.481
"327",4188,82,15,33,33,1677,29,29,1,0,0,29,1,0.971,0.004,0.025,29,1
"328",4836,105,15,18,18,1688,40,35,1,0,0,40,1,1,0,0,40,1
"329",5169,107,15,34,2,2997,32,43,1,0,0,32,0.313,0.781,0.205,0.014,32,0.481
"330",5482,110,15,11,38,1781,30,30,1,0,0,30,1,0.997,0,0.003,30,1
"331",1,1,16,14,19,1889,5,14,0,0,1,4,0.426,0.192,0.633,0.175,4,0.4
"332",11,2,16,10,21,2596,8,10,0,0,1,8,0.66,0.124,0.61,0.267,8,0.734
"333",26,3,16,12,8,1894,9,12,0,0,1,9,0.646,0.235,0.571,0.193,9,0.496
"334",38,4,16,9,2,1073,13,9,1,0,0,13,0.727,0.344,0.5,0.156,13,0.64
"335",52,5,16,2,13,986,14,2,1,0,0,16,0.825,0.434,0.485,0.081,16,0.828
"336",58,6,16,11,23,2653,3,11,1,0,0,3,0.549,0.583,0.333,0.083,3,0.556
"337",132,7,16,8,3,1459,15,8,0,0,1,14,0.928,0.133,0.694,0.173,14,0.904
"338",149,9,16,14,19,239,6,14,1,0,0,4,0.426,0.192,0.633,0.175,4,0.4
"339",184,11,16,1,4,1475,11,1,1,0,0,11,0.813,0.717,0.208,0.075,11,0.805
"340",213,13,16,6,18,3422,4,6,0,0,1,15,0.411,0.086,0.765,0.148,15,0.433
"341",257,16,16,4,7,875,10,4,0,0,1,10,1,0.585,0.286,0.129,10,1
"342",305,19,16,15,9,1362,2,15,1,0,0,2,0.788,0.468,0.396,0.135,2,0.801
"343",433,30,16,5,1,1086,1,5,1,0,0,1,0.821,0.473,0.439,0.088,1,0.753
"344",480,34,16,3,12,6009,12,3,1,0,0,12,1,0.206,0.595,0.198,12,1
"345",685,43,16,13,5,1361,7,13,0,0,1,7,0.964,0.524,0.254,0.222,7,0.903
"346",806,50,16,18,24,10135,18,18,1,0,0,18,1,0.815,0.077,0.108,18,1
"347",941,54,16,20,10,1544,22,20,1,0,0,19,0.65,0.824,0.149,0.027,19,0.571
"348",968,54,16,19,11,1111,20,19,1,0,0,21,0.539,0.978,0.011,0.011,21,0.493
"349",1043,54,16,19,17,358,21,19,1,0,0,21,0.539,0.882,0.097,0.022,21,0.493
"350",1191,54,16,20,10,14331,19,20,0,0,1,19,0.65,0.824,0.149,0.027,19,0.571
"351",2175,103,16,24,14,3028,23,24,0,0,1,23,1,0.791,0.121,0.088,23,1
"352",2207,103,16,23,20,11080,24,23,1,0,0,24,1,0.726,0.221,0.053,24,1
"353",2436,109,16,17,6,2485,17,17,1,0,0,17,1,0.833,0.083,0.083,17,1
"354",2578,113,16,2,13,1250,16,2,1,0,0,16,0.825,0.434,0.485,0.081,16,0.828
"355",1,1,17,9,9,2107,1,1,0,0,1,0.535,0.163,0.302,1,0.485,1,0.434
"356",12,2,17,4,13,2745,11,11,0,0,1,0.462,0.327,0.212,11,0.609,11,0.647
"357",24,3,17,11,18,3542,2,2,1,0,0,0.59,0.148,0.262,2,0.424,2,0.434
"358",44,4,17,10,16,1941,3,3,1,0,0,0.548,0.214,0.238,3,0.749,3,0.742
"359",86,5,17,9,8,1071,4,1,1,0,0,0.492,0.246,0.262,1,0.485,1,0.434
"360",97,6,17,4,14,5717,12,11,1,0,0,0.935,0.022,0.043,11,0.609,11,0.647
"361",188,7,17,2,1,4047,10,9,0,0,1,0.8,0.109,0.091,10,0.894,10,0.876
"362",190,7,17,1,1,3264,8,8,1,0,0,0.8,0.109,0.091,8,0.938,8,0.936
"363",256,7,17,3,2,2520,9,10,1,0,0,1,0,0,9,0.888,9,0.844
"364",387,7,17,5,4,5979,NA,NA,1,0,0,1,0,0,NA,0,NA,0
"365",391,8,17,8,5,5445,5,4,0,0,1,0.905,0,0.095,5,1,5,1
"366",431,11,17,6,6,1865,6,6,1,0,0,1,0,0,6,1,6,1
"367",455,11,17,12,6,6275,7,7,1,0,0,1,0,0,7,1,7,1
"368",1,1,18,1,18,767,1,1,1,0,0,1,0.64,0.284,0.672,0.045,1,0.644
"369",49,2,18,16,7,835,17,18,1,0,0,17,0.877,0.514,0.429,0.057,17,0.831
"370",90,4,18,18,14,23216,12,3,0,0,1,12,1,0.447,0.255,0.298,12,1
"371",91,4,18,17,14,1053,11,4,1,0,0,11,1,0.447,0.255,0.298,11,1
"372",124,5,18,15,8,1166,16,13,1,0,0,15,0.666,0.431,0.375,0.194,15,0.653
"373",130,5,18,15,8,854,15,13,1,0,0,15,0.666,0.431,0.375,0.194,15,0.653
"374",239,8,18,13,7,576,18,17,1,0,0,18,0.326,0.514,0.429,0.057,18,0.337
"375",277,10,18,1,16,1308,2,1,0,0,1,1,0.64,0.414,0.514,0.071,1,0.644
"376",320,11,18,3,16,2193,3,12,1,0,0,3,0.261,0.414,0.514,0.071,3,0.333
"377",347,12,18,10,9,2597,13,14,1,0,0,13,0.534,0.314,0.627,0.059,13,0.537
"378",411,14,18,13,3,2125,10,17,0,0,1,18,0.326,0.732,0.232,0.037,18,0.337
"379",435,15,18,5,10,1064,14,16,1,0,0,14,0.835,0.595,0.381,0.024,14,0.824
"380",597,17,18,6,5,1533,8,11,1,0,0,8,0.23,1,0,0,8,0.329
"381",598,17,18,9,5,4875,9,9,1,0,0,9,0.337,1,0,0,9,0.378
"382",610,17,18,11,3,1986,7,10,1,0,0,7,0.472,0.732,0.232,0.037,7,0.439
"383",612,17,18,8,2,2510,4,8,1,0,0,4,0.926,0.808,0.151,0.041,4,0.925
"384",674,17,18,12,1,404,6,7,1,0,0,6,0.562,1,0,0,6,0.532
"385",749,17,18,12,3,3698,5,7,1,0,0,6,0.562,0.732,0.232,0.037,6,0.532
"386",1,1,19,20,20,1144,3,1,0,0,1,3,0.974,0.585,0.146,0.268,3,0.941
"387",3,2,19,21,22,767,1,2,0,0,1,1,0.872,0.47,0.318,0.212,1,0.875
"388",12,3,19,24,22,243,2,3,1,0,0,2,0.38,0.47,0.318,0.212,2,0.512
"389",63,6,19,5,16,3790,10,12,0,0,1,10,1,0.924,0,0.076,10,1
"390",68,6,19,16,16,9198,9,11,1,0,0,9,1,0.924,0,0.076,9,1
"391",121,6,19,7,16,3155,11,13,1,0,0,11,1,0.924,0,0.076,11,1
"392",151,7,19,26,26,2174,4,4,0,0,1,4,0.407,0.108,0.775,0.117,4,0.537
"393",172,9,19,23,23,2417,25,5,0,0,1,25,0.759,0.563,0.352,0.085,25,0.69
"394",356,19,19,18,18,2003,23,25,1,0,0,23,1,1,0,0,23,1
"395",430,21,19,25,17,4598,13,15,1,0,0,13,1,0.961,0.019,0.019,13,1
"396",433,21,19,17,17,16014,12,14,1,0,0,12,1,0.961,0.019,0.019,12,1
"397",526,26,19,12,15,284,5,7,1,0,0,5,1,1,0,0,5,1
"398",530,26,19,15,15,365,6,8,1,0,0,6,1,1,0,0,6,1
"399",604,26,19,14,14,6041,8,10,1,0,0,8,1,1,0,0,8,1
"400",707,26,19,13,13,1682,7,9,1,0,0,7,1,1,0,0,7,1
"401",841,32,19,22,22,6637,26,6,1,0,0,26,0.948,0.47,0.318,0.212,26,0.917
"402",975,40,19,11,3,1117,19,19,1,0,0,19,0.983,1,0,0,19,0.974
"403",985,40,19,4,3,1180,20,20,1,0,0,20,0.997,1,0,0,20,0.994
"404",1044,40,19,3,4,1802,21,21,1,0,0,21,1,1,0,0,21,1
"405",1131,40,19,6,6,137,18,18,1,0,0,18,0.96,1,0,0,18,0.969
"406",1331,40,19,8,7,1690,17,17,1,0,0,17,1,1,0,0,17,1
"407",1432,40,19,1,1,2276,16,16,1,0,0,16,1,1,0,0,16,1
"408",1453,40,19,2,1,2497,22,22,1,0,0,22,1,1,0,0,22,1
"409",1766,47,19,10,11,1594,14,23,1,0,0,14,0.987,1,0,0,14,0.989
"410",1902,47,19,9,10,2935,15,24,1,0,0,15,0.968,1,0,0,15,0.947
"411",1999,48,19,19,19,8475,24,26,1,0,0,24,1,0.931,0.028,0.042,24,1
"412",1,1,20,1,3,1172,16,1,1,0,0,0.325,0.325,0.349,16,0.483,16,0.655
"413",2,2,20,2,25,977,13,2,0,0,1,0.196,0.636,0.168,13,1,13,1
"414",35,3,20,3,22,1644,3,3,1,0,0,0.96,0,0.04,23,0.32,23,0.386
"415",39,4,20,4,20,1156,17,4,0,0,1,0.056,0.618,0.326,17,0.466,17,0.437
"416",42,5,20,5,15,1012,14,5,0,0,1,0.248,0.512,0.24,14,1,14,1
"417",43,6,20,6,5,885,5,6,1,0,0,0.446,0.23,0.324,5,0.95,5,0.953
"418",57,7,20,7,16,3918,4,7,0,0,1,0.109,0.391,0.5,1,0.196,1,0.319
"419",65,8,20,3,19,1070,2,3,1,0,0,0.421,0.263,0.316,23,0.32,23,0.386
"420",68,9,20,8,4,540,20,8,1,0,0,0.436,0.3,0.264,20,0.713,20,0.679
"421",70,10,20,3,19,1851,23,3,0,0,1,0.421,0.263,0.316,23,0.32,23,0.386
"422",74,11,20,9,18,2003,22,9,1,0,0,0.478,0.368,0.154,17,0.25,17,0.308
"423",90,14,20,10,8,2459,11,10,0,0,1,0.074,0.574,0.351,19,0.391,19,0.311
"424",97,15,20,11,23,1481,18,11,1,0,0,0.592,0.125,0.283,18,0.635,18,0.631
"425",104,16,20,12,13,1713,7,12,1,0,0,0.077,0.429,0.495,7,0.556,7,0.509
"426",113,18,20,13,10,1404,19,13,1,0,0,0.107,0.536,0.357,19,0.222,19,0.295
"427",117,19,20,14,21,1861,8,14,1,0,0,0.171,0.638,0.19,8,0.787,8,0.746
"428",125,21,20,7,14,334,1,7,0,0,1,0.219,0.328,0.453,1,0.196,1,0.319
"429",180,30,20,17,5,1044,15,17,0,0,1,0.446,0.23,0.324,15,0.786,15,0.724
"430",396,56,20,21,11,1451,10,21,0,0,1,0.225,0.441,0.333,10,0.794,10,0.757
"431",461,64,20,20,4,720,12,20,0,0,1,0.436,0.3,0.264,2,0.432,2,0.358
"432",470,66,20,25,22,8738,24,25,1,0,0,0.96,0,0.04,24,0.99,24,0.987
"433",484,66,20,24,1,1700,25,24,1,0,0,0.874,0.025,0.101,25,0.99,25,0.987
"434",668,75,20,20,4,1383,9,20,1,0,0,0.436,0.3,0.264,2,0.432,2,0.358
"435",908,150,20,13,9,773,21,13,0,0,1,0.206,0.317,0.476,19,0.222,19,0.295
"436",1010,182,20,19,18,7866,6,19,1,0,0,0.478,0.368,0.154,6,1,6,1
"437",1,1,21,12,17,3081,12,1,0,0,1,12,0.996,0.561,0.136,0.303,12,0.986
"438",20,2,21,5,6,2145,16,2,0,0,1,16,0.512,0.31,0.53,0.16,16,0.51
"439",28,3,21,23,23,3789,8,3,1,0,0,8,0.955,0.147,0.551,0.301,8,0.937
"440",45,4,21,13,18,3870,6,4,1,0,0,6,0.964,0.507,0.145,0.348,6,0.923
"441",61,5,21,22,22,1270,3,5,1,0,0,3,0.964,0.293,0.38,0.327,3,0.957
"442",64,6,21,2,2,1256,19,6,0,0,1,19,0.284,0.275,0.527,0.198,19,0.311
"443",75,8,21,3,2,2218,13,7,0,0,1,7,0.431,0.275,0.527,0.198,7,0.47
"444",80,10,21,26,26,5461,18,19,1,0,0,18,1,0.265,0.653,0.082,18,1
"445",103,12,21,14,20,891,10,8,1,0,0,10,0.797,0.205,0.615,0.179,10,0.762
"446",134,16,21,3,3,2852,7,7,0,0,1,7,0.431,0.187,0.692,0.121,7,0.47
"447",148,18,21,24,23,1172,17,9,0,0,1,17,1,0.147,0.551,0.301,17,1
"448",154,19,21,21,21,2603,11,10,1,0,0,11,0.995,0.629,0.224,0.147,11,0.975
"449",245,26,21,8,8,1455,2,11,1,0,0,2,1,0.797,0.101,0.101,2,1
"450",262,29,21,25,20,2249,5,12,1,0,0,5,1,0.205,0.615,0.179,5,1
"451",325,42,21,9,9,13689,22,20,1,0,0,22,1,1,0,0,22,1
"452",489,55,21,6,6,4242,1,13,0,0,1,1,0.706,0.31,0.53,0.16,1,0.609
"453",502,58,21,1,1,2270,15,14,0,0,1,15,0.943,0.248,0.602,0.15,15,0.938
"454",544,66,21,15,19,3891,14,15,1,0,0,14,1,0.329,0.139,0.532,14,1
"455",933,115,21,17,13,364,26,26,1,0,0,26,1,1,0,0,26,1
"456",1041,115,21,10,11,1569,24,24,1,0,0,24,1,1,0,0,24,1
"457",1176,115,21,19,13,1956,25,25,1,0,0,25,1,1,0,0,25,1
"458",1237,115,21,20,15,950,20,21,1,0,0,20,1,1,0,0,20,1
"459",1302,115,21,16,12,780,23,23,1,0,0,23,1,1,0,0,23,1
"460",1355,115,21,11,12,3081,21,22,1,0,0,21,1,1,0,0,21,1
"461",1651,120,21,18,8,2877,9,16,1,0,0,9,1,0.797,0.101,0.101,9,1
"462",1720,133,21,7,7,6144,4,17,1,0,0,4,1,0.733,0.158,0.109,4,1
"463",1,1,22,14,8,1355,14,14,1,0,0,14,1,0.062,0.833,0.104,14,1
"464",35,2,22,3,15,1809,3,3,0,0,1,3,1,0,0.831,0.169,3,1
"465",46,3,22,1,14,3080,1,1,0,0,1,1,1,0.128,0.532,0.34,1,1
"466",76,4,22,2,13,1930,2,2,0,0,1,2,1,0.082,0.735,0.184,2,1
"467",97,5,22,9,7,4952,9,9,1,0,0,9,1,0.806,0.065,0.129,9,1
"468",100,5,22,12,7,3598,12,12,0,0,1,12,1,0.806,0.065,0.129,12,1
"469",182,10,22,4,12,3467,4,4,1,0,0,4,1,0.212,0.303,0.485,4,1
"470",210,11,22,15,11,2308,15,15,1,0,0,15,1,0.444,0.185,0.37,15,1
"471",266,14,22,6,3,4632,6,6,1,0,0,6,1,0.736,0.075,0.189,6,1
"472",269,14,22,10,3,2716,10,10,1,0,0,10,1,0.736,0.075,0.189,10,1
"473",275,14,22,7,4,2479,7,7,1,0,0,7,1,0.971,0,0.029,7,1
"474",277,14,22,8,4,7524,8,8,1,0,0,8,1,0.971,0,0.029,8,1
"475",306,14,22,5,4,1113,5,5,1,0,0,5,1,0.971,0,0.029,5,1
"476",386,14,22,11,5,1848,11,11,1,0,0,11,1,1,0,0,11,1
"477",567,16,22,13,10,2507,13,13,1,0,0,13,1,0.5,0.262,0.238,13,1
"478",1,1,23,11,7,9704,3,7,1,0,0,8,0.771,1,0,0,8,0.811
"479",4,1,23,14,7,2764,8,7,1,0,0,8,0.771,1,0,0,8,0.811
"480",13,1,23,13,3,3202,1,3,1,0,0,1,0.246,1,0,0,1,0.323
"481",14,1,23,13,3,5245,4,3,1,0,0,1,0.246,1,0,0,1,0.323
"482",76,1,23,9,4,2212,5,4,1,0,0,5,0.333,1,0,0,5,0.375
"483",89,1,23,8,6,553,7,6,1,0,0,7,0.822,0.5,0.296,0.204,7,0.789
"484",102,1,23,10,5,2266,6,5,1,0,0,4,0.707,1,0,0,4,0.636
"485",182,2,23,6,11,2264,12,11,0,0,1,12,1,0.773,0,0.227,12,1
"486",206,8,23,5,9,8776,9,9,1,0,0,9,0.941,0.766,0.149,0.085,9,0.882
"487",213,9,23,5,9,111,10,9,0,1,0,9,0.941,0.766,0.149,0.085,9,0.882
"488",262,5,23,4,15,3243,15,15,0,0,1,15,0.497,0.031,0.785,0.185,15,0.441
"489",298,7,23,2,13,1512,14,13,1,0,0,14,0.445,0.804,0.018,0.179,14,0.389
"490",299,7,23,2,13,1662,13,13,0,0,1,14,0.445,0.804,0.018,0.179,14,0.389
"491",491,1,23,14,2,11481,2,2,1,0,0,2,0.348,1,0,0,2,0.333
"492",668,8,23,5,10,1211,11,10,1,0,0,11,0.967,0.985,0,0.015,11,0.939
"493",1,1,24,4,4,1602,4,1,1,0,0,4,0.541,0.077,0.818,0.105,4,0.505
"494",15,2,24,11,11,369,7,3,0,0,1,7,0.433,0.192,0.669,0.138,7,0.424
"495",34,3,24,14,14,3325,5,4,0,1,0,5,0.335,0.067,0.866,0.067,5,0.273
"496",98,6,24,1,1,1625,3,5,0,0,1,3,0.919,0.325,0.601,0.074,3,0.891
"497",220,11,24,10,10,1932,2,6,1,0,0,2,0.663,0.311,0.615,0.074,2,0.541
"498",266,13,24,12,12,10243,9,15,0,0,1,9,1,0.552,0.381,0.067,9,1
"499",371,14,24,13,13,1417,6,14,1,0,0,6,0.527,0.27,0.625,0.105,6,0.526
"500",555,21,24,4,4,2005,1,1,0,0,1,4,0.541,0.077,0.818,0.105,4,0.505
"501",773,28,24,2,5,13064,14,10,1,0,0,10,0.241,0.628,0.346,0.026,10,0.314
"502",798,28,24,7,5,1521,12,9,1,0,0,10,0.27,0.628,0.346,0.026,10,0.301
"503",822,28,24,2,7,1631,10,10,1,0,0,10,0.241,0.938,0.035,0.027,10,0.314
"504",838,28,24,2,6,1448,11,10,1,0,0,10,0.241,1,0,0,10,0.314
"505",897,28,24,2,6,968,15,10,1,0,0,10,0.241,1,0,0,10,0.314
"506",942,28,24,8,8,2528,13,11,1,0,0,13,0.491,0.879,0.052,0.069,13,0.444
"507",1336,37,24,15,15,651,8,7,1,0,0,8,0.59,0.134,0.804,0.062,8,0.478
"508",1,1,25,3,3,19421,19,3,1,0,0,19,0.772,0.761,0.126,0.113,19,0.594
"509",7,1,25,3,3,791,24,3,1,0,0,19,0.772,0.761,0.126,0.113,19,0.594
"510",83,1,25,9,3,5086,21,9,1,0,0,24,0.611,0.761,0.126,0.113,24,0.556
"511",242,1,25,7,4,954,22,7,0,1,0,22,0.943,0.782,0.093,0.124,22,0.926
"512",456,2,25,2,8,1151,1,2,1,0,0,1,1,0.547,0.255,0.198,1,1
"513",563,3,25,23,11,707,16,23,0,0,1,16,1,0.031,0.908,0.062,16,1
"514",629,4,25,11,21,644,5,11,0,0,1,5,0.803,0.217,0.457,0.326,5,0.739
"515",675,5,25,19,16,844,15,19,1,0,0,10,0.722,0.176,0.765,0.059,10,0.683
"516",710,6,25,18,24,1241,13,18,1,0,0,14,0.388,0.892,0.09,0.018,14,0.172
"517",721,6,25,18,24,428,14,18,1,0,0,14,0.388,0.892,0.09,0.018,14,0.172
"518",865,6,25,21,24,382,9,21,1,0,0,14,0.17,0.892,0.09,0.018,14,0.282
"519",934,6,25,21,24,5754,12,21,1,0,0,14,0.17,0.892,0.09,0.018,14,0.282
"520",1005,6,25,17,13,1057,8,17,1,0,0,12,0.313,0.918,0.019,0.062,12,0.22
"521",1151,6,25,16,13,14490,11,16,1,0,0,8,0.603,0.918,0.019,0.062,8,0.368
"522",1618,6,25,15,14,379,10,15,0,1,0,11,0.295,0.453,0.438,0.109,11,0.399
"523",1726,7,25,1,1,1897,2,1,0,0,1,18,0.75,0.155,0.746,0.099,18,0.713
"524",1860,9,25,10,23,128,3,10,1,0,0,3,1,0.625,0.172,0.203,3,1
"525",1925,10,25,1,2,462,18,1,1,0,0,18,0.75,0.33,0.534,0.136,18,0.713
"526",2101,11,25,6,6,3065,23,6,0,0,1,23,0.403,0.637,0.231,0.132,23,0.349
"527",2102,11,25,4,6,889,20,4,1,0,0,20,0.464,0.637,0.231,0.132,20,0.456
"528",2540,12,25,11,20,268,4,11,1,0,0,5,0.803,0.843,0.087,0.071,5,0.739
"529",2603,12,25,11,20,384,7,11,1,0,0,5,0.803,0.843,0.087,0.071,5,0.739
"530",2667,12,25,14,19,3658,6,14,1,0,0,6,0.586,0.889,0.074,0.037,6,0.56
"531",3614,18,25,24,15,139,17,24,1,0,0,17,1,0.483,0.322,0.195,17,1
"532",1,1,26,6,6,1735,3,3,0,0,1,0.386,0.398,0.216,3,0.95,3,0.909
"533",3,2,26,7,7,1617,4,4,1,0,0,0.576,0.242,0.182,4,1,4,1
"534",34,3,26,3,3,1190,2,2,1,0,0,0.532,0.312,0.156,2,1,2,1
"535",123,25,26,6,6,2356,14,14,1,0,0,0.386,0.398,0.216,15,0.467,15,0.397
"536",206,30,26,4,4,2916,15,15,1,0,0,1,0,0,14,0.541,14,0.584
"537",248,34,26,18,18,489,1,3,0,0,1,0.256,0.5,0.244,3,0.95,3,0.909
"538",336,49,26,8,8,8715,8,8,1,0,0,1,0,0,8,1,8,1
"539",337,49,26,8,8,5008,7,7,1,0,0,1,0,0,7,1,7,1
"540",376,49,26,8,8,2959,5,5,1,0,0,1,0,0,5,1,5,1
"541",391,49,26,10,10,1017,10,10,1,0,0,1,0,0,10,1,10,1
"542",499,49,26,9,9,2040,9,9,1,0,0,0.987,0,0.013,9,1,9,1
"543",571,49,26,11,11,15592,6,6,1,0,0,0.647,0.25,0.103,6,1,6,1
"544",631,53,26,2,2,5220,16,16,1,0,0,0.864,0.045,0.091,16,1,16,1
"545",655,55,26,1,1,510,17,17,1,0,0,0.904,0.082,0.014,17,1,17,1
"546",760,58,26,14,14,330,18,18,1,0,0,0.59,0.295,0.115,18,1,18,1
"547",773,59,26,18,18,2398,12,12,1,0,0,0.256,0.5,0.244,12,1,12,1
"548",790,59,26,17,17,1400,13,13,1,0,0,0.935,0.032,0.032,13,1,13,1
"549",808,59,26,16,16,17555,11,11,0,0,1,0.959,0.027,0.014,11,1,11,1
"550",1022,61,26,13,13,5920,19,19,1,0,0,0.881,0.119,0,19,1,19,1
"551",1138,63,26,20,20,1967,20,20,1,0,0,0.444,0.528,0.028,20,1,20,1
"552",1230,65,26,19,19,2627,21,21,1,0,0,0.61,0.373,0.017,21,1,21,1
"553",1,1,27,6,1,3737,18,6,0,0,1,18,1,0.114,0.659,0.227,18,1
"554",46,2,27,3,19,1801,11,3,1,0,0,11,0.541,0.409,0.47,0.121,11,0.609
"555",71,2,27,3,2,6151,8,3,1,0,0,11,0.541,0.804,0.196,0,11,0.609
"556",90,2,27,4,19,2064,9,4,0,1,0,9,0.516,0.409,0.47,0.121,9,0.529
"557",92,2,27,4,19,2305,10,4,1,0,0,9,0.516,0.409,0.47,0.121,9,0.529
"558",168,3,27,21,3,1395,16,21,1,0,0,16,0.32,0.344,0.625,0.031,16,0.387
"559",196,3,27,21,3,3243,15,21,0,1,0,16,0.32,0.344,0.625,0.031,16,0.387
"560",198,3,27,21,3,2216,17,21,0,1,0,16,0.32,0.344,0.625,0.031,16,0.387
"561",232,4,27,11,20,19842,7,11,1,0,0,7,0.978,0.492,0.381,0.127,7,0.956
"562",268,4,27,10,21,1883,2,10,1,0,0,2,0.835,0.683,0.25,0.067,2,0.833
"563",279,4,27,12,4,711,5,12,1,0,0,5,0.249,1,0,0,5,0.343
"564",282,4,27,12,4,1676,4,12,1,0,0,5,0.249,1,0,0,5,0.343
"565",419,4,27,17,20,630,6,17,0,1,0,6,0.978,0.492,0.381,0.127,6,0.951
"566",459,4,27,16,21,0,3,16,0,1,0,3,0.478,0.683,0.25,0.067,3,0.395
"567",512,5,27,18,6,2422,12,18,1,0,0,13,0.368,0.454,0.515,0.031,13,0.369
"568",538,5,27,20,6,2795,13,20,1,0,0,17,0.597,0.454,0.515,0.031,17,0.616
"569",602,5,27,18,6,2300,14,18,0,1,0,13,0.368,0.454,0.515,0.031,13,0.369
"570",781,9,27,8,10,2543,19,8,1,0,0,19,0.311,0.107,0.893,0,19,0.375
"571",873,12,27,7,13,1316,21,7,1,0,0,21,0.38,0.305,0.537,0.159,21,0.351
"572",954,13,27,1,14,1232,1,1,1,0,0,1,1,0.324,0.486,0.189,1,1
"573",1036,15,27,8,16,2816,20,8,1,0,0,19,0.311,0.111,0.667,0.222,19,0.375
"574",1,1,28,3,13,752,3,3,0,0,1,3,1,0.183,0.585,0.232,3,1
"575",13,2,28,10,18,2876,10,10,0,0,1,10,1,0.415,0.415,0.17,10,1
"576",72,3,28,9,19,3750,9,9,1,0,0,9,1,0.833,0.021,0.146,9,1
"577",101,4,28,1,17,1858,1,1,0,0,1,1,1,0.594,0.24,0.167,1,1
"578",125,7,28,12,4,3496,12,12,0,0,1,12,1,0.542,0.208,0.25,12,1
"579",160,9,28,8,19,2787,8,8,1,0,0,8,1,0.833,0.021,0.146,8,1
"580",273,12,28,2,18,401,2,2,0,0,1,2,1,0.415,0.415,0.17,2,1
"581",498,22,28,16,10,2053,16,16,1,0,0,16,1,1,0,0,16,1
"582",499,22,28,17,10,1524,17,17,1,0,0,17,1,1,0,0,17,1
"583",545,22,28,15,10,2862,15,15,1,0,0,15,1,1,0,0,15,1
"584",608,22,28,14,11,1313,14,14,1,0,0,14,1,0.956,0,0.044,14,1
"585",749,27,28,11,1,12318,11,11,1,0,0,11,1,1,0,0,11,1
"586",760,27,28,13,1,1187,13,13,1,0,0,13,1,1,0,0,13,1
"587",935,32,28,18,4,3212,18,18,0,0,1,18,1,0.542,0.208,0.25,18,1
"588",938,32,28,20,5,462,20,20,1,0,0,20,1,0.979,0,0.021,20,1
"589",994,32,28,21,6,136,21,21,0,0,1,21,1,0.839,0.073,0.089,21,1
"590",1021,32,28,19,6,1735,19,19,1,0,0,19,1,0.839,0.073,0.089,19,1
"591",1084,32,28,22,7,2959,22,22,1,0,0,22,1,0.918,0,0.082,22,1
"592",1304,38,28,7,21,5542,7,7,1,0,0,7,1,1,0,0,7,1
