"edon","disloc2013","disloc2016","dsi_pob","P_Total"
2,14,15,0.201449541749591,1952
2,15,16,0.560195271524248,755
2,1,4,0.62805463311305,948
2,2,3,0.442420805781947,389
2,3,3,0.442420805781947,785
2,4,3,0.442420805781947,958
2,6,5,0.73115799522673,1785
2,5,1,0.676265642382347,1043
2,7,6,0.126868949632069,1939
2,8,11,0.796474127454896,2750
2,9,10,0.604648254185767,1146
2,12,10,0.604648254185767,1063
2,10,9,0.414443494745085,1603
2,13,8,0.52973410377377,808
2,11,8,0.52973410377377,2435
2,16,13,0.114884954871457,2956
2,17,15,0.201449541749591,5564
