"edon","disloc2018","disloc2013","dsi_pob","P_Total"
21,12,17,0.94351284507921,3081
21,5,6,0.168540017448924,2145
21,23,23,0.756002029682002,3789
21,13,18,0.840005862278333,3870
21,22,22,0.901387423935091,1270
21,2,2,0.866476744083011,1256
21,26,26,0.915160369958539,5461
21,14,20,0.673633458667841,891
21,3,3,0.625447633017636,2852
21,5,5,0.168540017448924,3923
21,21,21,0.831956949621006,2603
21,8,8,0.372565267700022,1455
21,24,25,0.357854311841049,835
21,2,4,0.866476744083011,1763
21,8,9,0.372565267700022,1450
21,25,24,0.221415760240685,4030
21,8,7,0.372565267700022,3111
21,1,1,0.943416737872938,2270
21,15,19,0.841443524578318,3891
21,17,13,0.546574885041079,364
21,17,11,0.546574885041079,773
21,9,10,0.231701755515495,1738
21,19,14,0.376305304709226,2008
21,19,15,0.376305304709226,1785
21,19,16,0.376305304709226,10076
21,10,12,0.20743594836147,1374
