"edon","disloc2011","disloc2017","dsi_pob","P_Total"
5,13,5,0.42722530436434,760
5,15,1,0.87539749303455,3083
5,14,5,0.42722530436434,3656
5,5,12,1,7004
5,12,5,0.42722530436434,593
5,11,4,0.493703124645957,1287
5,10,7,0.457014369290419,2483
5,6,7,0.457014369290419,1941
5,16,2,0.835004898325909,4421
5,4,14,0.713483522821261,2708
5,1,14,0.713483522821261,7970
5,2,15,0.34527350225792,3589
5,3,15,0.34527350225792,833
5,9,8,0.323653866105438,4860
5,8,9,0.572416156618312,1326
5,7,11,0.244798379990393,2197
