"edon","disloc2015","disloc2013","dsi_pob","P_Total"
23,11,7,0.413225995645432,9704
23,13,3,0.782098623853211,875
23,9,5,0.188303275823069,3202
23,12,4,0.29560739925826,10929
23,11,6,0.413225995645432,840
23,9,8,0.188303275823069,683
23,10,1,0.66390471790133,554
23,6,11,1,4000
23,5,9,0.776526971336783,11741
23,4,12,0.781617551749596,2503
23,4,15,0.781617551749596,2975
23,2,13,0.864509594530622,912
23,1,14,0.907463819502012,1749
23,14,2,0.298283774739459,2848
23,5,10,0.776526971336783,1355
