"edon","disloc2017","disloc2015","dsi_pob","P_Total"
26,6,6,1,1735
26,7,7,1,1617
26,3,3,1,1190
26,18,18,1,555
26,5,5,0.856702388101067,1174
26,4,4,1,830
26,8,8,1,1914
26,10,10,1,1677
26,9,9,1,1909
26,12,12,1,1410
26,11,11,0.902065781425725,1338
26,2,2,1,889
26,1,1,1,5220
26,14,14,1,297
26,17,17,1,366
26,16,16,1,633
26,15,15,1,1073
26,13,13,1,1258
26,21,21,1,94
26,20,20,1,1183
26,19,19,1,2123
