"edon","disloc2018","disloc2015","dsi_pob","P_Total"
24,4,4,1,1602
24,11,11,0.762206775246503,369
24,14,14,1,3325
24,3,2,0.802090148312919,301
24,1,1,0.918786648877129,1625
24,3,3,0.802090148312919,240
24,10,10,0.718884495980046,1932
24,12,12,1,10243
24,13,13,1,1417
24,2,5,0.123915011122191,13064
24,5,7,0.256154047934615,2032
24,2,6,0.123915011122191,1448
24,8,8,0.849211938462759,362
24,9,9,0.650392939274363,25319
24,15,15,1,1116
