"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1527,97,7,"cps",8,7,7,7,15,15,"Villaflores","0",1527,97,7,"cps",8,7,7,7,15,6,NA,11,11,6,9,6,"11","11","11","11","11","11","11","11",0,0,15,1,0.426,11,0.426
1528,97,7,"cps",8,7,7,7,15,15,"Villaflores","0",1528,97,7,"cps",8,7,7,7,15,6,NA,11,11,6,9,6,"11","11","11","11","11","11","11","11",0,0,15,1,0.426,11,0.426
1529,97,7,"cps",8,7,7,7,15,15,"Villaflores","0",1529,97,7,"cps",8,7,7,7,15,6,NA,11,11,6,9,6,"11","11","11","11","11","11","11","11",0,0,15,1,0.426,11,0.426
1530,98,7,"cps",2,6,6,6,4,3,"Chiapa de Corzo","0",1530,98,7,"cps",2,6,6,6,4,16,NA,1,1,16,2,16,"1","1","O","1","1","1","1","1",0,0,3,0.6,0.455,1,0.491
1531,98,7,"cps",2,6,6,6,4,3,"Chiapa de Corzo","0",1531,98,7,"cps",2,6,6,6,4,16,NA,1,1,16,2,16,"1","1","O","1","1","1","1","1",0,0,3,0.6,0.455,1,0.491
1532,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1532,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1533,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1533,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1534,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1534,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1535,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1535,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1536,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1536,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1537,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1537,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1538,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1538,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1539,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1539,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1540,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1540,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1541,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1541,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1542,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1542,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1543,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1543,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1544,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1544,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1545,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1545,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1546,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1546,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1547,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1547,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1548,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1548,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1549,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1549,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1550,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1550,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1551,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1551,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1552,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1552,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1553,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1553,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1554,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1554,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1555,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1555,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1556,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1556,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1557,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1557,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1558,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1558,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1559,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1559,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1560,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1560,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1561,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1561,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1562,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1562,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1563,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1563,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1564,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1564,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1565,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1565,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1566,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1566,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1567,99,7,"cps",3,8,8,8,6,10,"Frontera Comalapa","0",1567,99,7,"cps",3,8,8,8,6,17,NA,7,7,17,6,17,"7","7","7","7","7","7","Z","Z2",0,0,6,0.452,0.237,7,0.298
1568,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1568,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1569,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1569,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1570,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1570,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1571,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1571,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1572,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1572,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1573,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1573,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1574,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1574,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1575,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1575,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1576,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1576,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1577,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1577,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1578,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1578,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1579,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1579,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537,22,1
1580,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1580,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1581,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1581,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1582,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1582,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1583,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1583,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1584,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1584,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1585,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1585,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1586,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1586,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1587,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1587,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1588,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1588,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1589,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1589,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1590,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1590,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1591,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1591,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1592,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1592,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1593,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1593,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1594,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1594,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1595,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1595,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1596,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1596,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1597,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1597,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1598,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1598,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1599,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1599,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1600,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1600,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1601,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1601,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1602,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1602,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1603,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1603,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1604,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1604,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1605,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1605,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1606,102,7,"cps",1,9,9,9,2,1,"Tuxtla Gutiérrez","0",1606,102,7,"cps",1,9,9,9,2,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1607,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1607,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1608,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1608,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1609,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1609,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1610,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1610,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1611,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1611,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1612,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1612,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1613,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1613,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1614,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1614,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1615,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1615,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1616,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1616,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1617,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1617,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1618,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1618,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1619,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1619,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1620,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1620,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1621,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1621,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1622,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1622,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1623,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1623,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1624,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1624,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1625,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1625,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1626,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1626,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1627,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1627,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282,16,0.379
1628,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1628,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1629,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1629,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1630,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1630,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1631,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1631,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1632,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1632,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282,16,0.379
1633,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1633,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1634,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1634,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1635,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1635,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1636,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1636,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1637,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1637,102,7,"cps",1,9,6,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1638,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1638,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174,15,0.185
1639,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1639,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174,15,0.185
1640,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1640,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174,15,0.185
1641,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1641,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174,15,0.185
1642,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1642,102,7,"cps",1,9,6,6,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1643,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1643,102,7,"cps",1,9,6,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1644,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1644,102,7,"cps",1,9,6,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1645,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1645,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1646,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1646,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1647,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1647,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1648,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1648,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
1649,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1649,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174,15,0.185
