"seccion","munn","edon","disloc2018","disloc2015","pobtot","esc1","esc3","SQ","dsi_pob"
715,24,24,10,10,448,2,6,10,0.905619200229599
716,24,24,10,10,247,2,6,10,0.905619200229599
717,24,24,10,10,532,2,6,10,0.905619200229599
718,24,24,10,10,275,2,6,10,0.905619200229599
719,24,24,10,10,86,2,6,10,0.905619200229599
720,24,24,10,10,617,2,6,10,0.905619200229599
721,24,24,10,10,199,2,6,10,0.905619200229599
722,24,24,10,10,212,2,6,10,0.905619200229599
723,24,24,10,10,44,2,6,10,0.905619200229599
724,25,24,4,4,2454,4,1,4,0.54148427672956
725,25,24,4,4,3500,4,1,4,0.54148427672956
726,25,24,4,4,3727,4,1,4,0.54148427672956
727,25,24,4,4,753,4,1,4,0.54148427672956
728,25,24,4,4,1904,4,1,4,0.54148427672956
729,25,24,4,4,708,4,1,4,0.54148427672956
730,25,24,4,4,3771,4,1,4,0.54148427672956
731,25,24,4,4,800,4,1,4,0.54148427672956
732,25,24,4,4,647,4,1,4,0.54148427672956
733,25,24,4,4,969,4,1,4,0.54148427672956
734,25,24,4,4,242,4,1,4,0.54148427672956
735,25,24,4,4,1316,4,1,4,0.54148427672956
736,25,24,4,4,933,4,1,4,0.54148427672956
737,25,24,4,4,340,4,1,4,0.54148427672956
738,25,24,4,4,382,4,1,4,0.54148427672956
740,25,24,4,4,1727,4,1,4,0.54148427672956
741,25,24,4,4,525,4,1,4,0.54148427672956
742,25,24,4,4,1081,4,1,4,0.54148427672956
743,25,24,4,4,503,4,1,4,0.54148427672956
744,25,24,4,4,646,4,1,4,0.54148427672956
745,25,24,4,4,304,4,1,4,0.54148427672956
746,25,24,4,4,2046,4,1,4,0.54148427672956
747,25,24,4,4,912,4,1,4,0.54148427672956
748,26,24,13,13,2016,5,14,14,0.334703382938122
749,26,24,13,13,637,5,14,14,0.334703382938122
750,26,24,13,13,539,5,14,14,0.334703382938122
751,26,24,13,13,825,5,14,14,0.334703382938122
752,26,24,13,13,1681,5,14,14,0.334703382938122
753,26,24,13,13,744,5,14,14,0.334703382938122
754,26,24,13,13,919,5,14,14,0.334703382938122
755,26,24,13,13,798,5,14,14,0.334703382938122
756,26,24,13,13,1261,5,14,14,0.334703382938122
757,27,24,11,10,815,2,3,10,0.905619200229599
758,27,24,11,10,787,2,3,10,0.905619200229599
759,27,24,11,10,1572,2,3,10,0.905619200229599
760,27,24,11,10,1445,2,3,10,0.905619200229599
761,27,24,11,10,780,2,3,10,0.905619200229599
762,27,24,11,10,751,2,3,10,0.905619200229599
763,27,24,11,10,914,2,3,10,0.905619200229599
