"seccion","munn","edon","disloc2017","disloc2013","pobtot","esc1","esc3","SQ","dsi_pob"
199,1,25,3,4,2017,19,3,4,0.402935226076802
200,1,25,3,4,456,19,3,4,0.402935226076802
201,1,25,3,4,314,19,3,4,0.402935226076802
202,1,25,3,4,1250,19,3,4,0.402935226076802
203,1,25,8,4,419,19,8,4,0.402935226076802
204,1,25,8,4,370,19,8,4,0.402935226076802
205,1,25,8,4,1586,21,8,6,0.212660697788868
206,1,25,8,4,1232,21,8,6,0.212660697788868
207,1,25,8,4,1035,19,8,4,0.402935226076802
208,1,25,8,4,459,19,8,4,0.402935226076802
209,1,25,8,4,869,19,8,4,0.402935226076802
210,1,25,8,4,327,24,8,3,0.376307419414031
211,1,25,8,4,350,24,8,3,0.376307419414031
212,1,25,8,4,406,24,8,3,0.376307419414031
213,1,25,8,4,599,19,8,4,0.402935226076802
214,1,25,8,4,442,19,8,4,0.402935226076802
215,1,25,8,4,412,19,8,4,0.402935226076802
216,1,25,8,4,413,24,8,3,0.376307419414031
217,1,25,8,4,419,24,8,3,0.376307419414031
218,1,25,8,4,590,24,8,3,0.376307419414031
219,1,25,8,4,636,19,8,4,0.402935226076802
220,1,25,8,4,607,19,8,4,0.402935226076802
221,1,25,8,4,427,24,8,3,0.376307419414031
222,1,25,8,4,487,24,8,3,0.376307419414031
223,1,25,8,4,494,24,8,3,0.376307419414031
224,1,25,8,4,571,24,8,3,0.376307419414031
225,1,25,8,4,232,24,8,3,0.376307419414031
226,1,25,8,4,2378,21,8,6,0.212660697788868
227,1,25,8,4,466,21,8,6,0.212660697788868
228,1,25,8,4,345,24,8,3,0.376307419414031
229,1,25,8,4,542,24,8,3,0.376307419414031
230,1,25,8,4,466,24,8,3,0.376307419414031
231,1,25,8,4,336,24,8,3,0.376307419414031
232,1,25,8,4,948,24,8,3,0.376307419414031
233,1,25,8,4,762,24,8,3,0.376307419414031
234,1,25,8,4,343,24,8,3,0.376307419414031
235,1,25,8,4,463,24,8,3,0.376307419414031
236,1,25,8,4,1840,24,8,3,0.376307419414031
237,1,25,8,4,632,24,8,3,0.376307419414031
238,1,25,8,4,303,24,8,3,0.376307419414031
239,1,25,8,4,415,21,8,6,0.212660697788868
240,1,25,8,4,3944,21,8,6,0.212660697788868
241,1,25,8,4,1317,21,8,6,0.212660697788868
242,1,25,7,4,954,22,7,3,0.237898829483039
243,1,25,7,4,498,22,7,3,0.237898829483039
244,1,25,7,4,619,22,7,3,0.237898829483039
245,1,25,7,4,1113,22,7,3,0.237898829483039
246,1,25,8,4,617,21,8,6,0.212660697788868
