"seccion","munn","edon","disloc2016","disloc2013","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,1,11,6,11,11,2331,11,1
2,1,1,11,6,11,11,1165,11,1
3,1,1,11,10,11,11,1986,11,1
4,1,1,11,10,11,11,1793,11,1
5,1,1,11,10,11,11,824,11,1
6,1,1,11,10,11,11,766,11,1
7,1,1,11,10,11,11,887,11,1
8,1,1,11,6,11,11,1274,11,1
9,1,1,11,6,11,11,1295,11,1
10,1,1,11,6,11,11,1277,11,1
11,1,1,11,10,11,11,1454,11,1
12,1,1,11,10,11,11,919,11,1
13,1,1,11,10,11,11,917,11,1
14,1,1,11,10,11,11,1084,11,1
15,1,1,11,10,11,11,1196,11,1
16,1,1,11,6,11,11,992,11,1
17,1,1,11,6,11,11,1194,11,1
18,1,1,11,10,11,11,1194,11,1
19,1,1,13,10,13,13,1189,13,1
20,1,1,13,10,13,13,1192,13,1
21,1,1,13,6,13,13,1496,13,1
22,1,1,13,6,13,13,808,13,1
23,1,1,13,6,13,13,1157,13,1
24,1,1,13,6,13,13,739,13,1
25,1,1,13,6,13,13,1050,13,1
26,1,1,13,6,13,13,1324,13,1
27,1,1,13,6,13,13,634,13,1
28,1,1,12,11,12,12,465,12,1
29,1,1,12,11,12,12,1048,12,1
30,1,1,13,6,13,13,810,13,1
31,1,1,13,10,13,13,1170,13,1
32,1,1,13,10,13,13,1498,13,1
33,1,1,13,6,13,13,1036,13,1
34,1,1,13,10,13,13,967,13,1
35,1,1,13,10,13,13,2719,13,1
36,1,1,13,10,13,13,1016,13,1
37,1,1,13,10,13,13,1250,13,1
38,1,1,13,10,13,13,1499,13,1
39,1,1,13,10,13,13,969,13,1
40,1,1,10,10,10,10,1473,10,1
41,1,1,11,6,11,11,4718,11,1
42,1,1,11,6,11,11,1302,11,1
43,1,1,11,6,11,11,2230,11,1
44,1,1,11,6,11,11,5206,11,1
45,1,1,11,6,11,11,1848,11,1
46,1,1,11,6,11,11,2197,11,1
47,1,1,11,6,11,11,4267,11,1
48,1,1,11,6,11,11,2384,11,1
49,1,1,11,6,11,11,1776,11,1
50,1,1,11,6,11,11,1885,11,1
51,1,1,11,6,11,11,1243,11,1
52,1,1,11,6,11,11,1334,11,1
53,1,1,11,6,11,11,1704,11,1
54,1,1,11,6,11,11,1278,11,1
55,1,1,11,6,11,11,1197,11,1
56,1,1,11,11,11,11,1097,11,1
57,1,1,12,11,12,12,946,12,1
58,1,1,12,11,12,12,752,12,1
59,1,1,12,11,12,12,796,12,1
60,1,1,12,6,12,12,1216,12,1
61,1,1,12,11,12,12,933,12,1
62,1,1,12,11,12,12,816,12,1
63,1,1,12,11,12,12,751,12,1
64,1,1,12,11,12,12,966,12,1
65,1,1,12,11,12,12,681,12,1
66,1,1,12,11,12,12,895,12,1
67,1,1,12,11,12,12,610,12,1
68,1,1,12,11,12,12,684,12,1
69,1,1,12,11,12,12,1030,12,1
70,1,1,12,11,12,12,681,12,1
71,1,1,12,11,12,12,1210,12,1
72,1,1,12,11,12,12,499,12,1
73,1,1,12,11,12,12,862,12,1
74,1,1,12,11,12,12,519,12,1
75,1,1,12,11,12,12,636,12,1
76,1,1,12,11,12,12,459,12,1
77,1,1,12,11,12,12,624,12,1
78,1,1,12,11,12,12,856,12,1
79,1,1,12,11,12,12,878,12,1
80,1,1,16,5,16,16,8392,16,1
82,1,1,16,5,16,16,15039,16,1
83,1,1,7,12,7,7,12481,7,1
84,1,1,7,12,7,7,3000,7,1
85,1,1,7,5,7,7,5043,7,1
86,1,1,16,5,16,16,15349,16,1
87,1,1,16,15,16,16,2771,16,1
88,1,1,16,15,16,16,1622,16,1
89,1,1,16,15,16,16,1384,16,1
90,1,1,16,15,16,16,3940,16,1
91,1,1,11,15,11,11,1118,11,1
92,1,1,11,15,11,11,957,11,1
93,1,1,8,15,8,8,944,8,1
94,1,1,8,15,8,8,840,8,1
95,1,1,8,15,8,8,1209,8,1
96,1,1,8,15,8,8,3343,8,1
97,1,1,8,5,8,8,1260,8,1
99,1,1,8,13,8,8,2727,8,1
100,1,1,8,5,8,8,1372,8,1
