"seccion","edon.x","edo","munn.x","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","prd_cnv1","pan_clv2","prd_clv2","esc1_panCLV1","esc1_prdCNV1","esc2_panCLV2","esc2_prdCLV2","E1","dsiE1_E3"
244,24,"san",11,3,3,3,3,10,10,240,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
245,24,"san",11,3,3,3,3,10,10,241,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
246,24,"san",11,3,3,3,3,10,10,242,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
247,24,"san",11,3,3,3,3,10,10,243,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
248,24,"san",11,3,3,3,3,10,10,244,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
249,24,"san",11,3,3,3,3,10,10,245,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
250,24,"san",11,3,3,3,3,10,10,246,24,11,2,8,6,8,2,8,6,0,1,1,0,2,0.541
251,24,"san",12,7,7,7,7,14,14,247,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
252,24,"san",12,7,7,7,7,14,14,248,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
253,24,"san",12,7,7,7,7,14,14,249,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
254,24,"san",12,7,7,7,7,14,14,250,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
255,24,"san",12,7,7,7,7,14,14,251,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
256,24,"san",12,7,7,7,7,14,14,252,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
257,24,"san",12,7,7,7,7,14,14,253,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
258,24,"san",12,7,7,7,7,14,14,254,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
259,24,"san",12,7,7,7,7,14,14,255,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
260,24,"san",12,7,7,7,7,14,14,256,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
261,24,"san",12,7,7,7,7,14,14,257,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
262,24,"san",12,7,7,7,7,14,14,258,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
263,24,"san",12,7,7,7,7,14,14,259,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
264,24,"san",12,7,7,7,7,14,14,260,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
265,24,"san",12,7,7,7,7,14,14,261,24,12,5,12,4,12,5,12,4,0,1,1,0,5,0.273
266,24,"san",13,5,4,4,4,12,12,262,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
267,24,"san",13,5,4,4,4,12,12,263,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
268,24,"san",13,5,4,4,4,12,12,264,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
269,24,"san",13,5,4,4,4,12,12,265,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
270,24,"san",13,5,4,4,4,12,12,266,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
271,24,"san",13,5,4,4,4,12,12,267,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
272,24,"san",13,5,4,4,4,12,12,268,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
273,24,"san",13,5,4,4,4,12,12,269,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
274,24,"san",13,5,4,4,4,12,12,270,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
275,24,"san",13,5,4,4,4,12,12,271,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
276,24,"san",13,5,4,4,4,12,12,272,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
277,24,"san",13,5,4,4,4,12,12,273,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
278,24,"san",13,5,4,4,4,12,12,274,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
279,24,"san",13,5,4,4,4,12,12,275,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
280,24,"san",13,5,4,4,4,12,12,276,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
281,24,"san",13,5,4,4,4,12,12,277,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
282,24,"san",13,5,4,4,4,12,12,278,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
283,24,"san",13,5,4,4,4,12,12,279,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
284,24,"san",13,5,4,4,4,12,12,280,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
285,24,"san",13,5,4,4,4,12,12,281,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
286,24,"san",13,5,4,4,4,12,12,282,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
287,24,"san",13,5,4,4,4,12,12,283,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
288,24,"san",13,5,4,4,4,12,12,284,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
289,24,"san",13,5,4,4,4,12,12,285,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
290,24,"san",13,5,4,4,4,12,12,286,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
291,24,"san",13,5,4,4,4,12,12,287,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
292,24,"san",13,5,4,4,4,12,12,288,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
293,24,"san",13,5,4,4,4,12,12,289,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
294,24,"san",13,5,4,4,4,12,12,290,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
295,24,"san",13,5,4,4,4,12,12,291,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
296,24,"san",13,5,4,4,4,12,12,292,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
297,24,"san",13,5,4,4,4,12,12,293,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
298,24,"san",13,5,4,4,4,12,12,294,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
299,24,"san",13,5,4,4,4,12,12,295,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
300,24,"san",13,5,4,4,4,12,12,296,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
301,24,"san",13,5,4,4,4,12,12,297,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
302,24,"san",13,5,4,4,4,12,12,298,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
303,24,"san",13,5,4,4,4,12,12,299,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
304,24,"san",13,5,4,4,4,12,12,300,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
305,24,"san",13,5,4,4,4,12,12,301,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
306,24,"san",13,5,4,4,4,12,12,302,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
307,24,"san",13,5,4,4,4,12,12,303,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
308,24,"san",13,5,4,4,4,12,12,304,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
309,24,"san",13,5,4,4,4,12,12,305,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
310,24,"san",13,5,4,4,4,12,12,306,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
311,24,"san",13,5,4,4,4,12,12,307,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
312,24,"san",13,5,4,4,4,12,12,308,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
313,24,"san",13,5,4,4,4,12,12,309,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
314,24,"san",13,5,4,4,4,12,12,310,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
315,24,"san",13,5,4,4,4,12,12,311,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
316,24,"san",13,5,4,4,4,12,12,312,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
317,24,"san",13,5,4,4,4,12,12,313,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
318,24,"san",13,5,4,4,4,12,12,314,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
319,24,"san",13,5,4,4,4,12,12,315,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
320,24,"san",13,5,4,4,4,12,12,316,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
321,24,"san",13,5,4,4,4,12,12,317,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
322,24,"san",13,5,4,4,4,12,12,318,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
323,24,"san",13,5,4,4,4,12,12,319,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
324,24,"san",13,5,4,4,4,12,12,320,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
325,24,"san",13,5,4,4,4,12,12,321,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
326,24,"san",13,5,4,4,4,12,12,322,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
327,24,"san",13,5,4,4,4,12,12,323,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
328,24,"san",13,5,4,4,4,12,12,324,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
329,24,"san",13,5,4,4,4,12,12,325,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
330,24,"san",13,5,4,4,4,12,12,326,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
331,24,"san",13,5,4,4,4,12,12,327,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
332,24,"san",13,5,4,4,4,12,12,328,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
333,24,"san",13,5,4,4,4,12,12,329,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
334,24,"san",13,5,4,4,4,12,12,330,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
335,24,"san",13,5,4,4,4,12,12,331,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
336,24,"san",13,5,4,4,4,12,12,332,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
337,24,"san",13,5,4,4,4,12,12,333,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
338,24,"san",13,5,4,4,4,12,12,334,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
339,24,"san",13,5,4,4,4,12,12,335,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
340,24,"san",13,5,4,4,4,12,12,336,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
341,24,"san",13,5,4,4,4,12,12,337,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
342,24,"san",13,5,4,4,4,12,12,338,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
343,24,"san",13,5,4,4,4,12,12,339,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
344,24,"san",13,5,4,4,4,12,12,340,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
345,24,"san",13,5,4,4,4,12,12,341,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
346,24,"san",13,5,4,4,4,12,12,342,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
347,24,"san",13,5,4,4,4,12,12,343,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
348,24,"san",13,5,4,4,4,12,12,344,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
349,24,"san",13,5,4,4,4,12,12,345,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
350,24,"san",13,5,4,4,4,12,12,346,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
351,24,"san",13,5,4,4,4,12,12,347,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
352,24,"san",13,5,4,4,4,12,12,348,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
353,24,"san",13,5,4,4,4,12,12,349,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
354,24,"san",13,5,4,4,4,12,12,350,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
355,24,"san",13,5,4,4,4,12,12,351,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
356,24,"san",13,5,4,4,4,12,12,352,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
357,24,"san",13,5,4,4,4,12,12,353,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
358,24,"san",13,5,4,4,4,12,12,354,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
359,24,"san",13,5,4,4,4,12,12,355,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
360,24,"san",13,5,4,4,4,12,12,356,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
361,24,"san",13,5,4,4,4,12,12,357,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
362,24,"san",13,5,4,4,4,12,12,358,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
363,24,"san",13,5,4,4,4,12,12,359,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
364,24,"san",13,5,4,4,4,12,12,360,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
365,24,"san",13,5,4,4,4,12,12,361,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
366,24,"san",13,5,4,4,4,12,12,362,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
367,24,"san",13,5,4,4,4,12,12,363,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
368,24,"san",13,5,4,4,4,12,12,364,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
369,24,"san",13,5,4,4,4,12,12,365,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
370,24,"san",13,5,4,4,4,12,12,366,24,13,9,10,15,10,9,10,15,0,1,1,0,9,1
371,24,"san",14,7,7,7,7,13,13,367,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
372,24,"san",14,7,7,7,7,13,13,368,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
373,24,"san",14,7,7,7,7,13,13,369,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
374,24,"san",14,7,7,7,7,13,13,370,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
375,24,"san",14,7,7,7,7,13,13,371,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
376,24,"san",14,7,7,7,7,13,13,372,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
377,24,"san",14,7,7,7,7,13,13,373,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
378,24,"san",14,7,7,7,7,13,13,374,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
379,24,"san",14,7,7,7,7,13,13,375,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
380,24,"san",14,7,7,7,7,13,13,376,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
381,24,"san",14,7,7,7,7,13,13,377,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
382,24,"san",14,7,7,7,7,13,13,378,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
383,24,"san",14,7,7,7,7,13,13,379,24,14,6,11,14,11,6,11,14,0,1,1,0,6,0.526
384,24,"san",15,2,1,1,1,1,1,380,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
385,24,"san",15,2,1,1,1,1,1,381,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
386,24,"san",15,2,1,1,1,1,1,382,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
387,24,"san",15,2,1,1,1,1,1,383,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
388,24,"san",15,2,1,1,1,1,1,384,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
389,24,"san",15,2,1,1,1,1,1,385,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
390,24,"san",15,2,1,1,1,1,1,386,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
391,24,"san",15,2,1,1,1,1,1,387,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
392,24,"san",15,2,1,1,1,1,1,388,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
393,24,"san",15,2,1,1,1,1,1,389,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
394,24,"san",15,2,1,1,1,1,1,390,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
395,24,"san",15,2,1,1,1,1,1,391,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
396,24,"san",15,2,1,1,1,1,1,392,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
397,24,"san",15,2,1,1,1,1,1,393,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
398,24,"san",15,2,1,1,1,1,1,394,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
399,24,"san",15,2,1,1,1,1,1,395,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
400,24,"san",15,2,1,1,1,1,1,396,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
401,24,"san",15,2,1,1,1,1,1,397,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
402,24,"san",15,2,1,1,1,1,1,398,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
403,24,"san",15,2,1,1,1,1,1,399,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
404,24,"san",15,2,1,1,1,1,1,400,24,15,3,1,5,1,3,1,5,0,1,1,0,3,0.891
405,24,"san",16,5,4,4,4,13,13,401,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
406,24,"san",16,5,4,4,4,13,13,402,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
407,24,"san",16,5,4,4,4,13,13,403,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
408,24,"san",16,5,4,4,4,13,13,404,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
409,24,"san",16,5,4,4,4,13,13,405,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
410,24,"san",16,5,4,4,4,13,13,406,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
411,24,"san",16,5,4,4,4,13,13,407,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
412,24,"san",16,5,4,4,4,13,13,408,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
413,24,"san",16,5,4,4,4,13,13,409,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
414,24,"san",16,5,4,4,4,13,13,410,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
415,24,"san",16,5,4,4,4,13,13,411,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
416,24,"san",16,5,4,4,4,13,13,412,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
417,24,"san",16,5,4,4,4,13,13,413,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
418,24,"san",16,5,4,4,4,13,13,414,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
419,24,"san",16,5,4,4,4,13,13,415,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
420,24,"san",16,5,4,4,4,13,13,416,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
421,24,"san",16,5,4,4,4,13,13,417,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
422,24,"san",16,5,4,4,4,13,13,418,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
423,24,"san",16,5,4,4,4,13,13,419,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
424,24,"san",16,5,4,4,4,13,13,420,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
425,24,"san",16,5,4,4,4,13,13,421,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
426,24,"san",16,5,4,4,4,13,13,422,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
427,24,"san",16,5,4,4,4,13,13,423,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
428,24,"san",16,5,4,4,4,13,13,424,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
429,24,"san",16,5,4,4,4,13,13,425,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
430,24,"san",16,5,4,4,4,13,13,426,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
431,24,"san",16,5,4,4,4,13,13,427,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
432,24,"san",16,5,4,4,4,13,13,428,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
433,24,"san",16,5,4,4,4,13,13,429,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
434,24,"san",16,5,4,4,4,13,13,430,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
435,24,"san",16,5,4,4,4,13,13,431,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
436,24,"san",16,5,4,4,4,13,13,432,24,16,6,11,14,11,6,11,14,0,1,1,0,6,0.526
437,24,"san",17,4,1,3,3,11,2,433,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
438,24,"san",17,4,1,3,3,11,2,434,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
439,24,"san",17,4,1,3,3,11,2,435,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
440,24,"san",17,4,1,3,3,11,2,436,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
441,24,"san",17,4,1,3,3,11,2,437,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
442,24,"san",17,4,1,3,3,11,2,438,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
443,24,"san",17,4,1,3,3,11,2,439,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
444,24,"san",17,4,1,3,3,11,2,440,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
445,24,"san",17,4,1,3,3,11,2,441,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
446,24,"san",17,4,1,3,3,11,2,442,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
447,24,"san",17,4,1,3,3,11,2,443,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
448,24,"san",17,4,1,3,3,11,2,444,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
449,24,"san",17,4,1,3,3,11,2,445,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
450,24,"san",17,4,1,3,3,11,2,446,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
451,24,"san",17,4,1,3,3,11,2,447,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
452,24,"san",17,4,1,3,3,11,2,448,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
453,24,"san",17,4,1,3,3,11,2,449,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
454,24,"san",17,4,1,3,3,11,2,450,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
455,24,"san",17,4,1,3,3,11,2,451,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
456,24,"san",17,4,1,3,3,11,2,452,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
457,24,"san",17,4,1,3,3,11,2,453,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
458,24,"san",17,4,1,3,3,11,2,454,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
459,24,"san",17,4,1,3,3,11,2,455,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
460,24,"san",17,4,1,3,3,11,2,456,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
461,24,"san",17,4,1,3,3,11,2,457,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
462,24,"san",17,4,1,3,3,11,2,458,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
463,24,"san",17,4,1,3,3,11,2,459,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
464,24,"san",17,4,1,3,3,11,2,460,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
465,24,"san",17,4,1,3,3,11,2,461,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
466,24,"san",17,4,1,3,3,11,2,462,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
467,24,"san",17,4,1,3,3,11,2,463,24,17,7,14,3,14,7,14,3,0,1,1,0,7,0.424
468,24,"san",18,7,7,7,7,14,14,464,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
469,24,"san",18,7,7,7,7,14,14,465,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
470,24,"san",18,7,7,7,7,14,14,466,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
471,24,"san",18,7,7,7,7,14,14,467,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
472,24,"san",18,7,7,7,7,14,14,468,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
473,24,"san",18,7,7,7,7,14,14,469,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
474,24,"san",18,7,7,7,7,14,14,470,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
475,24,"san",18,7,7,7,7,14,14,471,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
476,24,"san",18,7,7,7,7,14,14,472,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
477,24,"san",18,7,7,7,7,14,14,473,24,18,5,12,4,12,5,12,4,0,1,1,0,5,0.273
478,24,"san",19,4,3,3,3,11,10,474,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
479,24,"san",19,4,3,3,3,11,10,475,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
480,24,"san",19,4,3,3,3,11,10,476,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
481,24,"san",19,4,3,3,3,11,10,477,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
482,24,"san",19,4,3,3,3,11,10,478,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
483,24,"san",19,4,3,3,3,11,10,479,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
484,24,"san",19,4,3,3,3,11,10,480,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
485,24,"san",19,4,3,3,3,11,10,481,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
486,24,"san",19,4,3,3,3,11,10,482,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
487,24,"san",19,4,3,3,3,11,10,483,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
488,24,"san",19,4,3,3,3,11,10,484,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
489,24,"san",19,4,3,3,3,11,10,485,24,19,2,9,3,9,2,9,3,0,1,1,0,7,0.424
490,24,"san",20,2,1,1,1,1,1,486,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
491,24,"san",20,2,1,1,1,1,1,487,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
492,24,"san",20,2,1,1,1,1,1,488,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
493,24,"san",20,2,1,1,1,1,1,489,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
494,24,"san",20,2,1,1,1,1,1,490,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
495,24,"san",20,2,1,1,1,1,1,491,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
496,24,"san",20,2,1,1,1,1,1,492,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
497,24,"san",20,2,1,1,1,1,1,493,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
498,24,"san",20,2,1,1,1,1,1,494,24,20,3,1,5,1,3,1,5,0,1,1,0,3,0.891
