"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","E1","dsiE1_E3"
182,6,17,"mor",2,3,3,3,7,14,"cuautla",182,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,12,0.802
183,6,17,"mor",2,3,3,3,7,14,"cuautla",183,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,12,0.802
184,6,17,"mor",2,3,3,3,7,14,"cuautla",184,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,12,0.802
185,6,17,"mor",2,3,3,3,7,15,"cuautla",185,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,12,0.802
186,6,17,"mor",2,3,3,3,7,15,"cuautla",186,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,12,0.802
187,6,17,"mor",2,3,3,3,7,15,"cuautla",187,17,6,11,11,12,11,1,7,3,6,12,11,0,0,0,0,0,1,12,0.802
188,7,17,"mor",1,1,1,1,2,1,"cuernavaca",188,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,10,0.876
189,7,17,"mor",1,1,1,1,1,1,"cuernavaca",189,17,7,10,10,8,8,5,3,10,8,8,8,1,0,0,0,0,0,8,0.936
190,7,17,"mor",1,1,1,1,1,1,"cuernavaca",190,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
191,7,17,"mor",1,1,1,1,1,1,"cuernavaca",191,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
192,7,17,"mor",1,1,1,1,1,1,"cuernavaca",192,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,8,0.936
193,7,17,"mor",1,1,1,1,1,1,"cuernavaca",193,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
194,7,17,"mor",1,1,1,1,1,2,"cuernavaca",194,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
195,7,17,"mor",1,1,1,1,1,2,"cuernavaca",195,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
196,7,17,"mor",1,1,1,1,1,2,"cuernavaca",196,17,7,8,8,8,8,5,3,8,8,8,8,1,0,0,1,1,1,8,0.936
197,7,17,"mor",1,1,1,1,1,2,"cuernavaca",197,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,8,0.936
198,7,17,"mor",1,1,1,1,1,2,"cuernavaca",198,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,8,0.936
199,7,17,"mor",1,1,1,1,1,2,"cuernavaca",199,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
200,7,17,"mor",1,1,1,1,1,1,"cuernavaca",200,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,8,0.936
201,7,17,"mor",1,1,1,1,1,1,"cuernavaca",201,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,8,0.936
202,7,17,"mor",1,1,1,1,1,1,"cuernavaca",202,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
203,7,17,"mor",1,1,1,1,1,1,"cuernavaca",203,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
204,7,17,"mor",1,1,1,1,1,1,"cuernavaca",204,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
205,7,17,"mor",1,1,1,1,1,1,"cuernavaca",205,17,7,10,10,8,8,5,3,10,8,8,8,1,0,0,0,0,0,8,0.936
206,7,17,"mor",1,1,1,1,2,1,"cuernavaca",206,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,10,0.876
207,7,17,"mor",1,1,1,1,2,1,"cuernavaca",207,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
208,7,17,"mor",1,1,1,1,2,1,"cuernavaca",208,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
209,7,17,"mor",1,1,1,1,2,1,"cuernavaca",209,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
210,7,17,"mor",1,1,1,1,2,1,"cuernavaca",210,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
211,7,17,"mor",1,1,1,1,2,1,"cuernavaca",211,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,10,0.876
212,7,17,"mor",1,1,1,1,1,1,"cuernavaca",212,17,7,10,10,8,8,5,3,10,8,8,8,1,0,0,0,0,0,8,0.936
213,7,17,"mor",1,1,1,1,1,1,"cuernavaca",213,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
214,7,17,"mor",1,1,1,1,1,1,"cuernavaca",214,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
215,7,17,"mor",1,1,1,1,1,1,"cuernavaca",215,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,8,0.936
216,7,17,"mor",1,1,1,1,1,1,"cuernavaca",216,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
217,7,17,"mor",1,1,1,1,1,1,"cuernavaca",217,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
218,7,17,"mor",1,1,1,1,1,1,"cuernavaca",218,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
219,7,17,"mor",1,1,1,1,1,2,"cuernavaca",219,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
220,7,17,"mor",1,1,1,1,1,2,"cuernavaca",220,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,8,0.936
221,7,17,"mor",1,1,1,1,1,2,"cuernavaca",221,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,8,0.936
222,7,17,"mor",1,1,1,1,1,2,"cuernavaca",222,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,8,0.936
223,7,17,"mor",1,1,1,1,1,2,"cuernavaca",223,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,8,0.936
224,7,17,"mor",1,1,1,1,1,2,"cuernavaca",224,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,8,0.936
225,7,17,"mor",1,1,1,1,1,2,"cuernavaca",225,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,8,0.936
226,7,17,"mor",1,1,1,1,1,2,"cuernavaca",226,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,8,0.936
227,7,17,"mor",1,1,1,1,1,2,"cuernavaca",227,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,8,0.936
228,7,17,"mor",1,1,1,1,1,2,"cuernavaca",228,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
229,7,17,"mor",1,1,1,1,1,2,"cuernavaca",229,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
230,7,17,"mor",1,1,1,1,1,2,"cuernavaca",230,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
231,7,17,"mor",1,1,1,1,1,1,"cuernavaca",231,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
232,7,17,"mor",1,1,1,1,1,1,"cuernavaca",232,17,7,8,8,8,8,5,2,6,8,8,8,0,0,0,1,1,1,8,0.936
233,7,17,"mor",1,1,1,1,1,1,"cuernavaca",233,17,7,8,8,8,8,5,2,6,8,8,8,0,0,0,1,1,1,8,0.936
234,7,17,"mor",1,1,1,1,1,1,"cuernavaca",234,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,8,0.936
235,7,17,"mor",1,1,1,1,1,1,"cuernavaca",235,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
236,7,17,"mor",1,1,1,1,1,1,"cuernavaca",236,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
237,7,17,"mor",1,1,1,1,1,1,"cuernavaca",237,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
238,7,17,"mor",1,1,1,1,2,1,"cuernavaca",238,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,10,0.876
239,7,17,"mor",1,1,1,1,2,1,"cuernavaca",239,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
240,7,17,"mor",1,1,1,1,2,1,"cuernavaca",240,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
241,7,17,"mor",1,1,1,1,2,1,"cuernavaca",241,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
242,7,17,"mor",1,1,1,1,2,1,"cuernavaca",242,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
243,7,17,"mor",1,1,1,1,2,1,"cuernavaca",243,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
244,7,17,"mor",1,1,1,1,2,3,"cuernavaca",244,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
245,7,17,"mor",1,1,1,1,1,3,"cuernavaca",245,17,7,8,8,8,8,5,2,10,8,8,8,0,0,0,1,1,1,8,0.936
246,7,17,"mor",1,1,1,1,1,3,"cuernavaca",246,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,8,0.936
247,7,17,"mor",1,1,1,1,1,3,"cuernavaca",247,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
248,7,17,"mor",1,1,1,1,1,3,"cuernavaca",248,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
249,7,17,"mor",1,1,1,1,1,3,"cuernavaca",249,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
250,7,17,"mor",1,1,1,1,1,3,"cuernavaca",250,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
251,7,17,"mor",1,1,1,1,1,2,"cuernavaca",251,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
252,7,17,"mor",1,1,1,1,1,2,"cuernavaca",252,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,8,0.936
253,7,17,"mor",1,1,1,1,1,2,"cuernavaca",253,17,7,8,8,8,8,5,2,6,8,8,8,0,0,0,1,1,1,8,0.936
254,7,17,"mor",1,1,1,1,1,2,"cuernavaca",254,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
255,7,17,"mor",1,1,1,1,1,2,"cuernavaca",255,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
256,7,17,"mor",1,1,1,1,3,2,"tepoztlán",256,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
257,7,17,"mor",1,1,1,1,3,2,"tepoztlán",257,17,7,9,9,10,10,6,2,8,9,10,10,0,0,0,1,0,0,9,0.844
258,7,17,"mor",1,1,1,1,3,2,"tepoztlán",258,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
259,7,17,"mor",1,1,1,1,3,2,"tepoztlán",259,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
260,7,17,"mor",1,1,1,1,3,2,"tepoztlán",260,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
261,7,17,"mor",1,1,1,1,3,2,"tepoztlán",261,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
262,7,17,"mor",1,1,1,1,1,2,"cuernavaca",262,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
263,7,17,"mor",1,1,1,1,1,2,"cuernavaca",263,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
264,7,17,"mor",1,1,1,1,1,2,"cuernavaca",264,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,8,0.936
265,7,17,"mor",1,1,1,1,1,2,"cuernavaca",265,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
266,7,17,"mor",1,1,1,1,1,3,"cuernavaca",266,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
267,7,17,"mor",1,1,1,1,1,3,"cuernavaca",267,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
268,7,17,"mor",1,1,1,1,1,3,"cuernavaca",268,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
269,7,17,"mor",1,1,1,1,1,3,"cuernavaca",269,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,8,0.936
270,7,17,"mor",1,1,1,1,1,3,"cuernavaca",270,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,8,0.936
271,7,17,"mor",1,1,1,1,2,3,"cuernavaca",271,17,7,10,10,9,9,6,2,10,10,9,9,1,0,0,1,0,0,10,0.876
272,7,17,"mor",1,1,1,1,2,1,"cuernavaca",272,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
273,7,17,"mor",1,1,1,1,2,3,"cuernavaca",273,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
274,7,17,"mor",1,1,1,1,2,3,"cuernavaca",274,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
275,7,17,"mor",1,1,1,1,2,3,"cuernavaca",275,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
276,7,17,"mor",1,1,1,1,2,3,"cuernavaca",276,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
277,7,17,"mor",1,1,1,1,2,3,"cuernavaca",277,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,10,0.876
278,7,17,"mor",1,1,1,1,1,3,"cuernavaca",278,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,8,0.936
279,7,17,"mor",1,1,1,1,1,3,"cuernavaca",279,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
280,7,17,"mor",1,1,1,1,1,3,"cuernavaca",280,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,8,0.936
281,7,17,"mor",1,1,1,1,1,2,"cuernavaca",281,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
282,7,17,"mor",1,1,1,1,3,2,"tepoztlán",282,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
283,7,17,"mor",1,1,1,1,3,2,"tepoztlán",283,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
284,7,17,"mor",1,1,1,1,3,2,"tepoztlán",284,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
285,7,17,"mor",1,1,1,1,3,2,"tepoztlán",285,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
286,7,17,"mor",1,1,1,1,3,2,"tepoztlán",286,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
287,7,17,"mor",1,1,1,1,3,2,"tepoztlán",287,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
288,7,17,"mor",1,1,1,1,3,2,"tepoztlán",288,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
289,7,17,"mor",1,1,1,1,1,2,"cuernavaca",289,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
290,7,17,"mor",1,1,1,1,1,2,"cuernavaca",290,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,8,0.936
291,7,17,"mor",1,1,1,1,1,2,"cuernavaca",291,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,8,0.936
292,7,17,"mor",1,1,1,1,1,3,"cuernavaca",292,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,8,0.936
293,7,17,"mor",1,1,1,1,1,3,"cuernavaca",293,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,8,0.936
294,7,17,"mor",1,1,1,1,2,3,"cuernavaca",294,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
295,7,17,"mor",1,1,1,1,2,3,"cuernavaca",295,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
296,7,17,"mor",1,1,1,1,2,3,"cuernavaca",296,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
297,7,17,"mor",1,1,1,1,2,3,"cuernavaca",297,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
298,7,17,"mor",1,1,1,1,2,3,"cuernavaca",298,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
299,7,17,"mor",1,1,1,1,2,3,"cuernavaca",299,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
300,7,17,"mor",1,1,1,1,2,3,"cuernavaca",300,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
301,7,17,"mor",1,1,1,1,2,3,"cuernavaca",301,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,10,0.876
302,7,17,"mor",1,1,1,1,1,3,"cuernavaca",302,17,7,8,8,8,8,4,2,6,10,8,8,0,0,0,0,1,1,8,0.936
303,7,17,"mor",1,1,1,1,1,3,"cuernavaca",303,17,7,8,8,8,8,4,2,6,10,8,8,0,0,0,0,1,1,8,0.936
304,7,17,"mor",1,1,1,1,1,3,"cuernavaca",304,17,7,8,8,8,8,4,2,6,10,8,8,0,0,0,0,1,1,8,0.936
305,7,17,"mor",1,1,1,1,3,2,"tepoztlán",305,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
306,7,17,"mor",1,1,1,1,3,2,"tepoztlán",306,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
307,7,17,"mor",1,1,1,1,3,2,"tepoztlán",307,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
308,7,17,"mor",1,1,1,1,3,2,"tepoztlán",308,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
309,7,17,"mor",1,1,1,1,3,2,"tepoztlán",309,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
310,7,17,"mor",1,1,1,1,3,2,"tepoztlán",310,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,9,0.844
311,7,17,"mor",1,1,1,1,2,3,"cuernavaca",311,17,7,8,8,9,9,4,2,6,10,9,9,0,0,0,0,0,0,10,0.876
312,7,17,"mor",1,1,1,1,2,3,"cuernavaca",312,17,7,8,8,9,9,4,2,6,10,9,9,0,0,0,0,0,0,10,0.876
313,7,17,"mor",1,1,1,1,2,3,"cuernavaca",313,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
314,7,17,"mor",1,1,1,1,2,3,"cuernavaca",314,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
315,7,17,"mor",1,1,1,1,2,3,"cuernavaca",315,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
316,7,17,"mor",1,1,1,1,2,1,"cuernavaca",316,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
317,7,17,"mor",1,1,1,1,2,1,"cuernavaca",317,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
318,7,17,"mor",1,1,1,1,2,3,"cuernavaca",318,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
319,7,17,"mor",1,1,1,1,2,3,"cuernavaca",319,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
320,7,17,"mor",1,1,1,1,2,1,"cuernavaca",320,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
321,7,17,"mor",1,1,1,1,2,3,"cuernavaca",321,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
322,7,17,"mor",1,1,1,1,2,3,"cuernavaca",322,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
323,7,17,"mor",1,1,1,1,2,3,"cuernavaca",323,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,10,0.876
324,7,17,"mor",1,1,1,1,2,3,"cuernavaca",324,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,10,0.876
325,7,17,"mor",1,1,1,1,2,3,"cuernavaca",325,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,10,0.876
326,7,17,"mor",1,1,1,1,2,3,"cuernavaca",326,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,10,0.876
327,7,17,"mor",1,1,1,1,2,4,"cuernavaca",327,17,7,10,10,9,9,4,2,6,10,9,9,0,0,0,1,0,0,10,0.876
328,7,17,"mor",1,1,1,1,2,4,"cuernavaca",328,17,7,9,9,9,9,3,2,6,10,9,9,0,0,0,0,1,1,10,0.876
329,7,17,"mor",1,1,1,1,2,4,"cuernavaca",329,17,7,9,9,9,9,3,2,6,10,9,9,0,0,0,0,1,1,10,0.876
330,7,17,"mor",1,1,1,1,2,4,"cuernavaca",330,17,7,9,9,9,9,3,2,6,10,9,9,0,0,0,0,1,1,10,0.876
331,7,17,"mor",1,1,1,1,3,4,"tepoztlán",331,17,7,9,9,10,10,3,2,6,10,10,10,0,0,0,0,0,0,9,0.844
332,7,17,"mor",1,1,1,1,3,4,"tepoztlán",332,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,9,0.844
333,7,17,"mor",1,1,1,1,3,4,"tepoztlán",333,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,9,0.844
334,7,17,"mor",1,1,1,1,3,4,"tepoztlán",334,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,9,0.844
335,7,17,"mor",1,1,1,1,3,4,"tepoztlán",335,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
336,7,17,"mor",1,1,1,1,3,4,"tepoztlán",336,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
337,7,17,"mor",1,1,1,1,3,4,"tepoztlán",337,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
338,7,17,"mor",1,1,1,1,3,4,"tepoztlán",338,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
339,7,17,"mor",1,1,1,1,3,4,"tepoztlán",339,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
340,7,17,"mor",1,1,1,1,3,4,"tepoztlán",340,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
341,7,17,"mor",1,1,1,1,3,4,"tepoztlán",341,17,7,9,9,10,10,3,1,9,9,10,10,1,0,0,1,0,0,9,0.844
342,7,17,"mor",1,1,1,1,3,4,"tepoztlán",342,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,9,0.844
343,7,17,"mor",1,1,1,1,2,4,"cuernavaca",343,17,7,9,9,9,9,3,1,6,10,9,9,0,0,0,0,1,1,10,0.876
344,7,17,"mor",1,1,1,1,2,4,"cuernavaca",344,17,7,9,9,9,9,3,1,6,10,9,9,0,0,0,0,1,1,10,0.876
345,7,17,"mor",1,1,1,1,2,4,"cuernavaca",345,17,7,10,10,9,9,4,2,6,10,9,9,0,0,0,1,0,0,10,0.876
346,7,17,"mor",1,1,1,1,2,3,"cuernavaca",346,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
347,7,17,"mor",1,1,1,1,2,3,"cuernavaca",347,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
348,7,17,"mor",1,1,1,1,2,4,"cuernavaca",348,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,10,0.876
349,7,17,"mor",1,1,1,1,2,3,"cuernavaca",349,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
350,7,17,"mor",1,1,1,1,2,4,"cuernavaca",350,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
351,7,17,"mor",1,1,1,1,2,4,"cuernavaca",351,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
352,7,17,"mor",1,1,1,1,2,4,"cuernavaca",352,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
353,7,17,"mor",1,1,1,1,2,4,"cuernavaca",353,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
354,7,17,"mor",1,1,1,1,2,4,"cuernavaca",354,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
355,7,17,"mor",1,1,1,1,2,4,"cuernavaca",355,17,7,10,10,9,9,3,1,9,10,9,9,0,0,0,1,0,0,10,0.876
356,7,17,"mor",1,1,1,1,2,4,"cuernavaca",356,17,7,10,10,9,9,3,1,9,10,9,9,0,0,0,1,0,0,10,0.876
357,7,17,"mor",1,1,1,1,2,4,"cuernavaca",357,17,7,9,9,9,9,3,1,9,10,9,9,1,0,0,0,1,1,10,0.876
358,7,17,"mor",1,1,1,1,2,4,"cuernavaca",358,17,7,9,9,9,9,3,1,9,10,9,9,1,0,0,0,1,1,10,0.876
359,7,17,"mor",1,1,1,1,3,4,"tepoztlán",359,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
360,7,17,"mor",1,1,1,1,3,4,"tepoztlán",360,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,9,0.844
361,7,17,"mor",1,1,1,1,2,4,"cuernavaca",361,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,10,0.876
362,7,17,"mor",1,1,1,1,2,4,"cuernavaca",362,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
363,7,17,"mor",1,1,1,1,2,4,"cuernavaca",363,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
364,7,17,"mor",1,1,1,1,2,4,"cuernavaca",364,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
365,7,17,"mor",1,1,1,1,2,4,"cuernavaca",365,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
366,7,17,"mor",1,1,1,1,2,4,"cuernavaca",366,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
367,7,17,"mor",1,1,1,1,2,4,"cuernavaca",367,17,7,10,10,9,9,4,3,10,10,9,9,1,0,0,1,0,0,10,0.876
