"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","panal_clv1","pan_clv1","prd_clv1","pt_clv1","pvem_clv1","pan_clv2","esc1_mcCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_pvemCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
606,601,50,31,2,10,4,601,31,50,12,10,10,13,15,10,10,12,10,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
607,602,50,31,2,10,4,602,31,50,12,10,10,13,15,10,10,12,10,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
608,603,50,31,2,10,4,603,31,50,12,10,10,13,15,10,10,12,10,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
609,604,50,31,7,11,4,604,31,50,14,11,11,12,10,11,10,14,10,11,0,0,0,0,0,1,7,0.351,0.297,10,0.857
610,605,50,31,7,11,4,605,31,50,14,11,11,12,10,11,10,14,10,11,0,0,0,0,0,1,7,0.351,0.297,10,0.857
611,606,50,31,7,11,4,606,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
612,607,50,31,2,11,4,607,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
613,608,50,31,2,11,4,608,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
614,609,50,31,2,11,4,609,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
615,610,50,31,2,11,4,610,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
616,611,50,31,2,11,4,611,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
617,612,50,31,7,11,4,612,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
618,613,50,31,7,11,4,613,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
619,614,50,31,7,11,4,614,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
620,615,50,31,7,11,4,615,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
621,616,50,31,7,11,4,616,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
622,617,50,31,7,11,4,617,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
623,618,50,31,7,11,4,618,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
624,619,50,31,7,11,4,619,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
625,620,50,31,7,11,4,620,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
626,621,50,31,7,11,4,621,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
627,622,50,31,7,11,4,622,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
628,623,50,31,7,11,4,623,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
629,624,50,31,4,15,5,624,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
630,625,50,31,4,15,5,625,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
631,626,50,31,4,15,5,626,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
632,627,50,31,4,15,5,627,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
633,628,50,31,4,15,5,628,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
634,629,50,31,4,15,5,629,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
635,630,50,31,4,15,5,630,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
636,631,50,31,4,15,5,631,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
637,632,50,31,4,15,5,632,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
638,633,50,31,4,15,5,633,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
639,634,50,31,4,15,5,634,31,50,13,15,15,15,11,15,13,13,12,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
640,635,50,31,4,15,5,635,31,50,13,15,15,14,11,15,13,13,9,15,0,0,0,1,0,1,4,0.819,0.928,13,0.838
641,636,50,31,4,15,5,636,31,50,13,15,15,14,11,15,14,13,9,15,0,0,0,0,0,1,4,0.819,0.928,13,0.838
642,637,50,31,4,15,5,637,31,50,13,15,15,14,11,15,14,13,9,15,0,0,0,0,0,1,4,0.819,0.928,13,0.838
643,638,50,31,5,15,5,638,31,50,13,15,15,14,11,15,14,13,9,15,0,0,0,0,0,1,4,0.819,0.928,13,0.838
644,639,50,31,3,13,4,639,31,50,14,13,13,12,13,13,13,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
646,640,50,31,5,15,5,640,31,50,13,15,15,14,11,15,14,13,9,15,0,0,0,0,0,1,4,0.819,0.928,13,0.838
647,641,50,31,6,15,5,641,31,50,13,15,15,14,11,15,14,13,15,15,0,0,0,0,0,1,4,0.819,0.928,13,0.838
648,642,50,31,3,13,4,642,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
649,643,50,31,6,11,4,643,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
650,644,50,31,7,11,4,644,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
651,645,50,31,6,11,4,645,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
652,646,50,31,6,11,4,646,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
653,647,50,31,6,11,4,647,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
654,648,50,31,6,11,4,648,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
655,649,50,31,6,11,4,649,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
656,650,50,31,6,11,4,650,31,50,10,11,11,11,10,11,11,10,15,11,0,1,0,0,0,1,7,0.269,0.297,10,0.857
657,651,51,31,9,4,2,651,31,51,3,7,4,9,7,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
658,652,51,31,9,4,2,652,31,51,3,7,4,9,7,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
659,653,51,31,9,4,2,653,31,51,3,7,4,9,7,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
660,654,51,31,9,4,2,654,31,51,3,7,4,9,7,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
661,655,52,31,9,4,2,655,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
662,656,52,31,9,4,2,656,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
663,657,52,31,9,4,2,657,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
664,658,52,31,9,4,2,658,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
665,659,52,31,9,4,2,659,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
666,660,52,31,9,4,2,660,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
667,661,52,31,9,4,2,661,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
668,662,52,31,9,4,2,662,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
669,663,52,31,9,4,2,663,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
670,664,52,31,9,4,2,664,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
671,665,52,31,9,4,2,665,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
672,666,52,31,9,4,2,666,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
673,667,52,31,9,4,2,667,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
674,668,52,31,9,4,2,668,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
675,669,52,31,9,4,2,669,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
676,670,52,31,9,4,2,670,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
677,671,52,31,9,4,2,671,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
678,672,52,31,9,4,2,672,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
679,673,52,31,9,4,2,673,31,52,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
680,674,53,31,13,9,1,674,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
681,675,53,31,13,9,1,675,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
682,676,53,31,13,9,1,676,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
683,677,53,31,13,9,1,677,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
684,678,53,31,13,9,1,678,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
685,679,53,31,13,9,1,679,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
686,680,53,31,13,9,1,680,31,53,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
687,681,54,31,9,4,2,681,31,54,3,7,4,9,7,7,2,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
688,682,54,31,9,4,2,682,31,54,3,7,4,9,7,7,2,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
689,683,54,31,9,4,2,683,31,54,3,7,4,9,7,7,2,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
690,684,55,31,13,9,1,684,31,55,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
691,685,55,31,13,9,1,685,31,55,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
692,686,55,31,13,9,1,686,31,55,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
693,687,56,31,12,3,1,687,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
694,688,56,31,12,3,1,688,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
695,689,56,31,12,3,1,689,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
696,690,56,31,12,3,1,690,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
697,691,56,31,12,3,1,691,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
698,692,56,31,12,3,1,692,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
699,693,56,31,12,3,1,693,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
700,694,56,31,12,3,1,694,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
701,695,56,31,12,3,1,695,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
702,696,56,31,12,3,1,696,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
703,697,56,31,12,3,1,697,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
704,698,56,31,12,3,1,698,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
705,699,56,31,12,3,1,699,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
706,700,56,31,12,3,1,700,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
707,701,56,31,12,3,1,701,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
708,702,56,31,12,3,1,702,31,56,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
709,703,57,31,10,6,3,703,31,57,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
710,704,57,31,10,6,3,704,31,57,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
711,705,57,31,10,6,3,705,31,57,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
712,706,57,31,10,6,3,706,31,57,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
713,707,57,31,10,6,3,707,31,57,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
714,708,57,31,10,6,3,708,31,57,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
715,709,58,31,12,3,1,709,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
716,710,58,31,12,3,1,710,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
717,711,58,31,12,3,1,711,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
718,712,58,31,12,3,1,712,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
719,713,58,31,12,3,1,713,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
720,714,58,31,12,3,1,714,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
721,715,58,31,12,3,1,715,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
722,716,58,31,12,3,1,716,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
723,717,58,31,12,3,1,717,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
724,718,58,31,12,3,1,718,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
725,719,58,31,12,3,1,719,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
726,720,58,31,12,3,1,720,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
727,721,58,31,12,3,1,721,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
728,722,58,31,12,3,1,722,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
729,723,58,31,12,3,1,723,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
730,724,58,31,12,3,1,724,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
732,725,58,31,12,3,1,725,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
733,726,58,31,12,3,1,726,31,58,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
734,727,59,31,9,4,2,727,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
735,728,59,31,9,4,2,728,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
736,729,59,31,9,4,2,729,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
737,730,59,31,9,4,2,730,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
738,731,59,31,9,4,2,731,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
739,732,59,31,9,4,2,732,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
740,733,59,31,9,4,2,733,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
741,734,59,31,9,4,2,734,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
742,735,59,31,9,4,2,735,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
743,736,59,31,9,4,2,736,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
744,737,59,31,9,4,2,737,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
745,738,59,31,9,4,2,738,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
746,739,59,31,9,4,2,739,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
747,740,59,31,9,4,2,740,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
748,741,59,31,9,4,2,741,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
749,742,59,31,9,4,2,742,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
750,743,59,31,9,4,2,743,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
751,744,59,31,9,4,2,744,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
752,745,59,31,9,4,2,745,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
753,746,59,31,9,4,2,746,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
754,747,59,31,9,4,2,747,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
755,748,59,31,9,4,2,748,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
756,749,59,31,9,4,2,749,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
757,750,59,31,9,4,2,750,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
758,751,59,31,9,4,2,751,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
759,752,59,31,9,4,2,752,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
760,753,59,31,9,4,2,753,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
761,754,59,31,9,4,2,754,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
762,755,59,31,9,4,2,755,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
763,756,59,31,9,4,2,756,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
764,757,59,31,9,4,2,757,31,59,3,7,4,9,2,7,9,3,6,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
765,758,60,31,15,7,3,758,31,60,9,3,7,2,5,3,7,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
766,759,61,31,10,6,3,759,31,61,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
767,760,61,31,10,6,3,760,31,61,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
768,761,61,31,10,6,3,761,31,61,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
769,762,62,31,13,9,1,762,31,62,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
770,763,62,31,13,9,1,763,31,62,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
771,764,62,31,13,9,1,764,31,62,5,8,9,4,1,8,1,5,4,9,0,0,0,0,0,0,13,0.392,0.899,5,0.353
772,765,63,31,8,1,2,765,31,63,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
773,766,63,31,8,1,2,766,31,63,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
774,767,63,31,8,1,2,767,31,63,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
775,768,64,31,14,7,1,768,31,64,6,6,7,8,5,6,4,6,1,7,0,0,1,0,0,0,15,0.268,0.315,9,0.349
776,769,65,31,10,6,3,769,31,65,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
777,770,65,31,10,6,3,770,31,65,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
778,771,66,31,13,9,1,771,31,66,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
779,772,66,31,13,9,1,772,31,66,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
780,773,66,31,13,9,1,773,31,66,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
781,774,67,31,14,2,2,774,31,67,2,4,2,3,3,4,4,2,1,2,0,0,0,0,0,0,14,0.21,0.212,2,0.596
782,775,67,31,14,2,2,775,31,67,2,4,2,3,3,4,4,2,1,2,0,0,0,0,0,0,14,0.21,0.212,2,0.596
783,776,67,31,14,2,2,776,31,67,2,4,2,3,3,4,4,2,1,2,0,0,0,0,0,0,14,0.21,0.212,2,0.596
784,777,67,31,14,2,2,777,31,67,2,4,2,3,3,4,4,2,1,2,0,0,0,0,0,0,14,0.21,0.212,2,0.596
785,778,67,31,14,2,2,778,31,67,2,4,2,3,3,4,4,2,1,2,0,0,0,0,0,0,14,0.21,0.212,2,0.596
786,779,68,31,10,5,2,779,31,68,3,7,5,9,7,7,9,3,7,5,0,0,0,0,0,0,15,0.891,0.237,6,0.748
787,780,68,31,10,5,2,780,31,68,3,7,5,9,7,7,9,3,7,5,0,0,0,0,0,0,15,0.891,0.237,6,0.748
788,781,68,31,10,5,2,781,31,68,3,7,5,9,7,7,9,3,7,5,0,0,0,0,0,0,15,0.891,0.237,6,0.748
789,782,69,31,15,7,1,782,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
790,783,69,31,15,7,1,783,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
791,784,69,31,15,7,1,784,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
792,785,69,31,15,7,1,785,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
793,786,69,31,15,7,1,786,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
794,787,69,31,15,7,1,787,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
795,788,69,31,15,7,1,788,31,69,9,3,7,2,5,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
796,789,70,31,10,6,3,789,31,70,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
797,790,70,31,10,6,3,790,31,70,4,2,6,1,9,2,7,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
798,791,71,31,15,7,3,791,31,71,6,6,7,8,5,6,7,6,7,7,0,0,1,0,0,0,15,0.268,0.315,9,0.349
799,792,71,31,15,7,3,792,31,71,6,6,7,8,5,6,7,6,7,7,0,0,1,0,0,0,15,0.268,0.315,9,0.349
800,793,72,31,15,5,2,793,31,72,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
801,794,72,31,15,5,2,794,31,72,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
802,795,73,31,12,3,1,795,31,73,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
803,796,74,31,14,5,2,796,31,74,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
804,797,74,31,14,5,2,797,31,74,6,6,5,8,5,6,4,6,1,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
805,798,75,31,12,7,1,798,31,75,9,3,7,2,4,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
806,799,75,31,12,7,1,799,31,75,9,3,7,2,4,3,4,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
807,800,76,31,14,7,1,800,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
808,801,76,31,14,7,1,801,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
809,802,76,31,14,7,1,802,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
810,803,76,31,14,7,1,803,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
