"seccion","munn","edon","disloc2018","disloc2013","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,21,12,17,12,1,3081,12,0.996009281167194
2,1,21,12,17,12,1,3353,12,0.996009281167194
3,1,21,12,17,12,1,1914,12,0.996009281167194
4,1,21,12,17,12,1,3630,12,0.996009281167194
5,1,21,12,17,12,1,3144,12,0.996009281167194
6,1,21,12,17,12,1,3472,12,0.996009281167194
7,1,21,12,17,12,1,4218,12,0.996009281167194
8,1,21,12,17,12,1,2142,12,0.996009281167194
9,1,21,12,17,12,1,6183,12,0.996009281167194
10,1,21,12,17,12,1,3307,12,0.996009281167194
11,1,21,12,17,12,1,2940,12,0.996009281167194
12,1,21,12,17,12,1,1778,12,0.996009281167194
13,1,21,12,17,12,1,2261,12,0.996009281167194
14,1,21,12,17,12,1,2587,12,0.996009281167194
15,1,21,12,17,12,1,4528,12,0.996009281167194
16,1,21,12,17,12,1,2957,12,0.996009281167194
17,1,21,12,17,12,1,3354,12,0.996009281167194
18,1,21,12,17,12,1,3522,12,0.996009281167194
19,1,21,12,17,12,1,1301,12,0.996009281167194
20,2,21,5,6,16,2,2145,16,0.512207831647531
21,2,21,5,6,16,2,1641,16,0.512207831647531
22,2,21,5,6,16,2,846,16,0.512207831647531
23,2,21,5,6,16,2,683,16,0.512207831647531
24,2,21,5,6,16,2,783,16,0.512207831647531
25,2,21,5,6,16,2,7,16,0.512207831647531
26,2,21,5,6,16,2,1183,16,0.512207831647531
27,2,21,5,6,16,2,1269,16,0.512207831647531
28,3,21,23,23,8,3,3789,8,0.954719103129407
29,3,21,23,23,8,3,3300,8,0.954719103129407
30,3,21,23,23,8,3,1566,8,0.954719103129407
31,3,21,23,23,8,3,2548,8,0.954719103129407
32,3,21,23,23,8,3,2135,8,0.954719103129407
33,3,21,23,23,8,3,1793,8,0.954719103129407
34,3,21,23,23,8,3,3749,8,0.954719103129407
35,3,21,23,23,8,3,2761,8,0.954719103129407
36,3,21,23,23,8,3,1390,8,0.954719103129407
37,3,21,23,23,8,3,2681,8,0.954719103129407
38,3,21,23,23,8,3,1315,8,0.954719103129407
39,3,21,23,23,8,3,1794,8,0.954719103129407
40,3,21,23,23,8,3,2659,8,0.954719103129407
41,3,21,23,23,8,3,534,8,0.954719103129407
42,3,21,23,23,8,3,238,8,0.954719103129407
43,3,21,23,23,8,3,332,8,0.954719103129407
44,3,21,23,23,8,3,1451,8,0.954719103129407
45,4,21,13,18,6,4,3870,6,0.96435407017279
46,4,21,13,18,6,4,7217,6,0.96435407017279
47,4,21,13,18,6,4,3326,6,0.96435407017279
48,4,21,13,18,6,4,2357,6,0.96435407017279
49,4,21,13,18,6,4,2715,6,0.96435407017279
50,4,21,13,18,6,4,4740,6,0.96435407017279
51,4,21,13,18,6,4,2279,6,0.96435407017279
52,4,21,13,18,6,4,2593,6,0.96435407017279
53,4,21,13,18,6,4,2251,6,0.96435407017279
54,4,21,13,18,6,4,2884,6,0.96435407017279
55,4,21,13,18,6,4,5267,6,0.96435407017279
56,4,21,13,18,6,4,686,6,0.96435407017279
57,4,21,13,18,6,4,4123,6,0.96435407017279
58,4,21,13,18,6,4,2960,6,0.96435407017279
59,4,21,13,18,6,4,3427,6,0.96435407017279
60,4,21,13,18,6,4,4187,6,0.96435407017279
61,5,21,22,22,3,5,1270,3,0.964037102473498
62,5,21,22,22,3,5,853,3,0.964037102473498
63,5,21,22,22,3,5,758,3,0.964037102473498
64,6,21,2,2,19,6,1256,19,0.284033623471999
65,6,21,2,2,19,6,2801,19,0.284033623471999
66,6,21,2,2,19,6,2747,19,0.284033623471999
67,6,21,2,2,19,6,2532,19,0.284033623471999
68,6,21,2,2,19,6,1718,19,0.284033623471999
69,6,21,2,2,19,6,1932,19,0.284033623471999
70,6,21,2,2,19,6,1683,19,0.284033623471999
71,7,21,23,23,8,3,1002,8,0.954719103129407
72,7,21,23,23,8,3,560,8,0.954719103129407
73,7,21,23,23,8,3,1030,8,0.954719103129407
74,7,21,23,23,8,3,763,8,0.954719103129407
75,8,21,3,2,13,7,2218,7,0.431062593038917
76,8,21,3,2,13,7,3259,7,0.431062593038917
77,8,21,3,2,13,7,2965,7,0.431062593038917
78,8,21,3,2,13,7,1569,7,0.431062593038917
79,9,21,23,23,8,3,2130,8,0.954719103129407
