"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
136,6,19,"nl",6,2,2,2,"apodaca",16,7,126,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
137,6,19,"nl",6,2,2,2,"apodaca",16,7,127,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
138,6,19,"nl",6,2,2,2,"apodaca",16,5,128,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
139,6,19,"nl",6,2,2,2,"apodaca",16,5,129,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
140,6,19,"nl",6,2,2,2,"apodaca",16,7,130,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
141,6,19,"nl",6,2,2,8,"apodaca",16,7,131,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
142,6,19,"nl",6,2,2,8,"apodaca",16,7,132,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
143,6,19,"nl",6,2,2,8,"apodaca",16,7,133,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
144,6,19,"nl",6,2,2,8,"apodaca",16,7,134,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
145,6,19,"nl",6,2,2,8,"apodaca",16,7,135,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
146,6,19,"nl",6,2,2,8,"apodaca",16,7,136,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
147,6,19,"nl",6,2,2,8,"apodaca",16,7,137,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
148,6,19,"nl",6,2,2,8,"apodaca",16,7,138,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
150,6,19,"nl",6,2,2,2,"apodaca",16,5,139,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
151,7,19,"nl",5,9,9,9,"aramberri",26,26,140,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
152,7,19,"nl",5,9,9,9,"aramberri",26,26,141,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
153,7,19,"nl",5,9,9,9,"aramberri",26,26,142,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
154,7,19,"nl",5,9,9,9,"aramberri",26,26,143,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
155,7,19,"nl",5,9,9,9,"aramberri",26,26,144,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
156,7,19,"nl",5,9,9,9,"aramberri",26,26,145,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
157,7,19,"nl",5,9,9,9,"aramberri",26,26,146,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
158,7,19,"nl",5,9,9,9,"aramberri",26,26,147,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
159,7,19,"nl",5,9,9,9,"aramberri",26,26,148,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
160,7,19,"nl",5,9,9,9,"aramberri",26,26,149,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
161,7,19,"nl",5,9,9,9,"aramberri",26,26,150,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
162,7,19,"nl",5,9,9,9,"aramberri",26,26,151,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
163,7,19,"nl",5,9,9,9,"aramberri",26,26,152,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
164,7,19,"nl",5,9,9,9,"aramberri",26,26,153,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
165,7,19,"nl",5,9,9,9,"aramberri",26,26,154,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
166,7,19,"nl",5,9,9,9,"aramberri",26,26,155,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
167,7,19,"nl",5,9,9,9,"aramberri",26,26,156,19,7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
168,8,19,"nl",6,1,12,7,"bustamante",21,21,157,19,8,3,2,2,2,2,2,2,2,3,2,1,2,3,2,2,0,0,0,0,0,1,1,0,1,0,1,1,20,0.68
169,8,19,"nl",6,1,12,7,"bustamante",21,21,158,19,8,3,2,2,2,2,2,2,2,3,2,1,2,3,2,2,0,0,0,0,0,1,1,0,1,0,1,1,20,0.68
170,8,19,"nl",6,1,12,7,"bustamante",21,21,159,19,8,3,2,2,2,2,2,2,2,3,2,1,2,3,2,2,0,0,0,0,0,1,1,0,1,0,1,1,20,0.68
171,8,19,"nl",6,1,12,7,"bustamante",21,21,160,19,8,3,2,2,2,2,2,2,2,3,2,1,2,3,2,2,0,0,0,0,0,1,1,0,1,0,1,1,20,0.68
172,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,161,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
173,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,162,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
174,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,163,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
175,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,164,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
176,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,165,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
177,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,166,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
178,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,167,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
179,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,168,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
180,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,169,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
181,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,170,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
182,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,171,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
183,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,172,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
184,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,173,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
185,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,174,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
186,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,175,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
187,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,176,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
188,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,177,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
189,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,178,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
190,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,179,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
191,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,180,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
192,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,181,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
193,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,182,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
194,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,183,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
195,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,184,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
196,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,185,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
197,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,186,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
198,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,187,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
199,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,188,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
200,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,189,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
201,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,190,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
202,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,191,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
203,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,192,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
204,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,193,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
205,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,194,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
206,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,195,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
207,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,196,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
208,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,197,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
209,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,198,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
210,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,199,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
211,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,200,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
212,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,201,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
213,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,202,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
214,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,203,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
215,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,204,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
216,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,205,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
217,9,19,"nl",11,2,12,12,"cadereyta jimenez",23,23,206,19,9,25,5,5,3,5,3,3,5,25,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,0,1,1,22,0.239
218,10,19,"nl",6,2,12,7,"carmen",20,20,207,19,10,3,1,1,1,1,1,1,1,3,1,1,1,4,1,1,0,0,0,0,0,1,1,1,1,0,1,1,20,0.68
219,10,19,"nl",6,2,12,7,"carmen",20,20,208,19,10,3,1,1,1,1,1,1,1,3,1,1,1,4,1,1,0,0,0,0,0,1,1,1,1,0,1,1,20,0.68
220,10,19,"nl",6,2,12,7,"carmen",20,20,209,19,10,3,1,1,1,1,1,1,1,3,1,1,1,4,1,1,0,0,0,0,0,1,1,1,1,0,1,1,20,0.68
221,11,19,"nl",6,2,12,9,"cerralvo",22,24,210,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
222,11,19,"nl",6,2,12,9,"cerralvo",22,24,211,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
223,11,19,"nl",6,2,12,9,"cerralvo",22,24,212,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
224,11,19,"nl",6,2,12,9,"cerralvo",22,24,213,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
225,11,19,"nl",6,2,12,9,"cerralvo",22,24,214,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
226,11,19,"nl",6,2,12,9,"cerralvo",22,24,215,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
227,11,19,"nl",6,2,12,9,"cerralvo",22,24,216,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
228,11,19,"nl",6,2,12,9,"cerralvo",22,24,217,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
230,11,19,"nl",6,2,12,9,"cerralvo",22,24,218,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
231,11,19,"nl",6,2,12,9,"cerralvo",22,24,219,19,11,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431
232,12,19,"nl",6,2,12,7,"cienega de flores",20,21,220,19,12,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
233,12,19,"nl",6,2,12,7,"cienega de flores",20,21,221,19,12,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
234,12,19,"nl",6,2,12,7,"cienega de flores",20,21,222,19,12,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
235,12,19,"nl",6,2,12,7,"cienega de flores",20,21,223,19,12,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
236,12,19,"nl",6,2,12,7,"cienega de flores",20,21,224,19,12,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
237,13,19,"nl",6,2,9,9,"china",22,24,225,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
238,13,19,"nl",6,2,9,9,"china",22,24,226,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
239,13,19,"nl",6,2,9,9,"china",22,24,227,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
240,13,19,"nl",6,2,9,9,"china",22,24,228,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
241,13,19,"nl",6,2,9,9,"china",22,24,229,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
242,13,19,"nl",6,2,9,9,"china",22,24,230,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
243,13,19,"nl",6,2,9,9,"china",22,24,231,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
244,13,19,"nl",6,2,9,9,"china",22,24,232,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
245,13,19,"nl",6,2,9,9,"china",22,24,233,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
246,13,19,"nl",6,2,9,9,"china",22,24,234,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
247,13,19,"nl",6,2,9,9,"china",22,24,235,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
252,13,19,"nl",6,2,9,9,"china",22,24,236,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
253,13,19,"nl",6,2,9,9,"china",22,24,237,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
256,13,19,"nl",6,2,9,9,"china",22,24,238,19,13,2,3,3,5,3,5,5,5,2,3,3,3,2,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
257,14,19,"nl",5,9,9,9,"dr arroyo",26,26,239,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
258,14,19,"nl",5,9,9,9,"dr arroyo",26,26,240,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
259,14,19,"nl",5,9,9,9,"dr arroyo",26,26,241,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
260,14,19,"nl",5,9,9,9,"dr arroyo",26,26,242,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
261,14,19,"nl",5,9,9,9,"dr arroyo",26,26,243,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
262,14,19,"nl",5,9,9,9,"dr arroyo",26,26,244,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
263,14,19,"nl",5,9,9,9,"dr arroyo",26,26,245,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
264,14,19,"nl",5,9,9,9,"dr arroyo",26,26,246,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
265,14,19,"nl",5,9,9,9,"dr arroyo",26,26,247,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
266,14,19,"nl",5,9,9,9,"dr arroyo",26,26,248,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
267,14,19,"nl",5,9,9,9,"dr arroyo",26,26,249,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
268,14,19,"nl",5,9,9,9,"dr arroyo",26,26,250,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
269,14,19,"nl",5,9,9,9,"dr arroyo",26,26,251,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
270,14,19,"nl",5,9,9,9,"dr arroyo",26,26,252,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
271,14,19,"nl",5,9,9,9,"dr arroyo",26,26,253,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
272,14,19,"nl",5,9,9,9,"dr arroyo",26,26,254,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
273,14,19,"nl",5,9,9,9,"dr arroyo",26,26,255,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
274,14,19,"nl",5,9,9,9,"dr arroyo",26,26,256,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
275,14,19,"nl",5,9,9,9,"dr arroyo",26,26,257,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
276,14,19,"nl",5,9,9,9,"dr arroyo",26,26,258,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
277,14,19,"nl",5,9,9,9,"dr arroyo",26,26,259,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
278,14,19,"nl",5,9,9,9,"dr arroyo",26,26,260,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
279,14,19,"nl",5,9,9,9,"dr arroyo",26,26,261,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
280,14,19,"nl",5,9,9,9,"dr arroyo",26,26,262,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
281,14,19,"nl",5,9,9,9,"dr arroyo",26,26,263,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
282,14,19,"nl",5,9,9,9,"dr arroyo",26,26,264,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
283,14,19,"nl",5,9,9,9,"dr arroyo",26,26,265,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
284,14,19,"nl",5,9,9,9,"dr arroyo",26,26,266,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
285,14,19,"nl",5,9,9,9,"dr arroyo",26,26,267,19,14,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645
