"seccion","munn","edon","disloc2018","disloc2012","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,22,14,8,14,14,1355,14,1
2,1,22,14,8,14,14,1197,14,1
3,1,22,14,8,14,14,1922,14,1
4,1,22,14,8,14,14,2029,14,1
5,1,22,14,8,14,14,2164,14,1
6,1,22,14,8,14,14,1181,14,1
7,1,22,14,8,14,14,829,14,1
8,1,22,14,8,14,14,1520,14,1
9,1,22,14,8,14,14,2185,14,1
10,1,22,14,8,14,14,1478,14,1
11,1,22,14,8,14,14,1959,14,1
12,1,22,14,8,14,14,1217,14,1
13,1,22,14,8,14,14,1499,14,1
14,1,22,14,8,14,14,3344,14,1
15,1,22,14,8,14,14,3045,14,1
16,1,22,14,8,14,14,1401,14,1
17,1,22,14,8,14,14,1738,14,1
18,1,22,14,8,14,14,1438,14,1
19,1,22,14,8,14,14,4932,14,1
20,1,22,14,8,14,14,750,14,1
21,1,22,14,8,14,14,1060,14,1
22,1,22,14,8,14,14,2731,14,1
23,1,22,14,8,14,14,1528,14,1
24,1,22,14,8,14,14,2890,14,1
25,1,22,14,8,14,14,2111,14,1
26,1,22,14,8,14,14,2423,14,1
27,1,22,14,8,14,14,1652,14,1
28,1,22,14,8,14,14,1377,14,1
29,1,22,14,8,14,14,1413,14,1
30,1,22,14,8,14,14,1398,14,1
31,1,22,14,8,14,14,1337,14,1
32,1,22,14,8,14,14,1414,14,1
33,1,22,14,8,14,14,2826,14,1
34,1,22,14,8,14,14,834,14,1
35,2,22,3,15,3,3,1809,3,1
36,2,22,3,15,3,3,719,3,1
37,2,22,3,15,3,3,297,3,1
38,2,22,3,15,3,3,228,3,1
39,2,22,3,15,3,3,2532,3,1
40,2,22,3,15,3,3,338,3,1
41,2,22,3,15,3,3,1129,3,1
42,2,22,3,15,3,3,1140,3,1
43,2,22,3,15,3,3,1068,3,1
44,2,22,3,15,3,3,454,3,1
45,2,22,3,15,3,3,2927,3,1
46,3,22,1,14,1,1,3080,1,1
47,3,22,1,14,1,1,1608,1,1
48,3,22,1,14,1,1,1546,1,1
49,3,22,1,14,1,1,3209,1,1
50,3,22,1,14,1,1,4720,1,1
51,3,22,1,14,1,1,2532,1,1
52,3,22,1,14,1,1,1919,1,1
53,3,22,1,14,1,1,1201,1,1
54,3,22,1,14,1,1,1264,1,1
55,3,22,1,14,1,1,1553,1,1
56,3,22,1,14,1,1,1421,1,1
57,3,22,1,14,1,1,1034,1,1
58,3,22,1,14,1,1,1582,1,1
59,3,22,1,14,1,1,1156,1,1
60,3,22,1,14,1,1,2440,1,1
61,3,22,1,14,1,1,2748,1,1
62,3,22,1,14,1,1,974,1,1
63,3,22,1,14,1,1,1630,1,1
64,3,22,1,14,1,1,1163,1,1
65,3,22,1,14,1,1,2953,1,1
66,3,22,1,14,1,1,4553,1,1
67,3,22,1,14,1,1,1202,1,1
68,3,22,1,14,1,1,1081,1,1
69,3,22,1,14,1,1,2765,1,1
