"seccion","munn","edon","disloc2018","disloc2015","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,6,6,1,15,11,5884,6,0.484284030431832
2,1,6,6,1,15,11,965,6,0.484284030431832
3,1,6,2,2,16,12,1916,2,0.381246950307724
4,1,6,2,2,16,12,871,2,0.381246950307724
5,1,6,2,2,16,12,619,2,0.381246950307724
6,1,6,6,1,15,11,2113,6,0.484284030431832
7,1,6,2,2,16,12,937,2,0.381246950307724
8,1,6,2,2,16,12,1066,2,0.381246950307724
9,1,6,2,2,16,12,905,2,0.381246950307724
10,1,6,2,2,16,12,1378,2,0.381246950307724
11,1,6,2,2,16,12,611,2,0.381246950307724
12,1,6,6,1,15,11,926,6,0.484284030431832
13,1,6,6,1,15,11,1913,6,0.484284030431832
14,1,6,2,2,16,12,1149,2,0.381246950307724
15,1,6,2,2,16,12,564,2,0.381246950307724
16,1,6,2,2,16,12,598,2,0.381246950307724
17,1,6,2,2,16,12,726,2,0.381246950307724
18,1,6,2,2,16,12,900,2,0.381246950307724
19,1,6,2,2,16,12,1017,2,0.381246950307724
20,1,6,1,2,16,9,1074,2,0.297778429503629
21,1,6,1,2,15,9,1293,2,0.297778429503629
22,1,6,6,1,14,11,950,6,0.484284030431832
23,1,6,3,1,14,10,2813,3,0.430875881009894
24,1,6,3,1,14,10,5617,3,0.430875881009894
25,1,6,2,2,16,12,1306,2,0.381246950307724
26,1,6,2,2,16,12,1008,2,0.381246950307724
27,1,6,2,2,16,12,746,2,0.381246950307724
28,1,6,2,2,16,12,491,2,0.381246950307724
29,1,6,2,2,16,12,664,2,0.381246950307724
30,1,6,2,2,16,12,518,2,0.381246950307724
31,1,6,2,2,16,12,1026,2,0.381246950307724
32,1,6,1,2,16,9,1315,2,0.297778429503629
33,1,6,1,2,13,9,1493,2,0.297778429503629
34,1,6,1,2,13,9,1369,2,0.297778429503629
35,1,6,1,2,13,9,1542,2,0.297778429503629
36,1,6,1,1,13,9,1758,2,0.297778429503629
37,1,6,3,1,13,10,3045,3,0.430875881009894
38,1,6,2,2,16,12,1046,2,0.381246950307724
39,1,6,2,2,16,12,562,2,0.381246950307724
40,1,6,2,2,16,12,608,2,0.381246950307724
41,1,6,2,2,16,12,367,2,0.381246950307724
42,1,6,1,2,16,9,535,2,0.297778429503629
43,1,6,1,2,16,9,1240,2,0.297778429503629
44,1,6,1,2,13,9,686,2,0.297778429503629
45,1,6,1,2,13,9,1836,2,0.297778429503629
46,1,6,1,2,13,9,1087,2,0.297778429503629
47,1,6,2,2,16,12,1402,2,0.381246950307724
48,1,6,2,2,16,12,1220,2,0.381246950307724
49,1,6,2,5,16,12,295,2,0.381246950307724
50,1,6,1,3,16,9,906,2,0.297778429503629
51,1,6,1,2,16,9,821,2,0.297778429503629
52,1,6,1,2,13,9,1814,2,0.297778429503629
53,1,6,1,2,13,9,1712,2,0.297778429503629
54,1,6,2,5,16,12,2275,2,0.381246950307724
55,1,6,2,5,16,12,1369,2,0.381246950307724
56,1,6,2,5,16,12,482,2,0.381246950307724
57,1,6,1,3,16,9,746,2,0.297778429503629
58,1,6,1,2,13,9,1143,2,0.297778429503629
59,1,6,1,2,13,9,1347,2,0.297778429503629
60,1,6,1,1,13,9,11053,2,0.297778429503629
61,1,6,3,3,13,10,2617,3,0.430875881009894
62,1,6,3,3,13,10,11181,3,0.430875881009894
63,1,6,2,5,14,12,1456,2,0.381246950307724
64,1,6,2,5,16,12,1487,2,0.381246950307724
65,1,6,2,5,16,12,2396,2,0.381246950307724
66,1,6,2,5,16,12,1366,2,0.381246950307724
67,1,6,2,5,16,12,1098,2,0.381246950307724
68,1,6,1,3,14,9,1606,2,0.297778429503629
69,1,6,1,3,14,9,4199,2,0.297778429503629
70,1,6,1,3,14,9,1314,2,0.297778429503629
71,1,6,1,3,14,9,1155,2,0.297778429503629
72,1,6,1,3,14,9,930,2,0.297778429503629
73,1,6,2,5,14,12,4452,2,0.381246950307724
74,1,6,2,5,16,12,2327,2,0.381246950307724
75,1,6,3,5,14,10,1582,3,0.430875881009894
76,1,6,3,5,14,10,1347,3,0.430875881009894
77,1,6,6,1,15,11,1003,6,0.484284030431832
78,1,6,6,1,15,11,138,6,0.484284030431832
79,1,6,6,1,15,11,1607,6,0.484284030431832
80,1,6,6,1,15,11,771,6,0.484284030431832
81,1,6,3,5,14,10,3841,3,0.430875881009894
82,1,6,3,3,14,10,4397,3,0.430875881009894
83,1,6,3,3,14,10,567,3,0.430875881009894
84,1,6,3,3,14,10,1580,3,0.430875881009894
85,1,6,3,3,14,10,1170,3,0.430875881009894
86,1,6,3,3,14,10,735,3,0.430875881009894
87,1,6,3,3,14,10,1026,3,0.430875881009894
88,1,6,3,3,14,10,1022,3,0.430875881009894
89,1,6,3,3,14,10,663,3,0.430875881009894
90,1,6,3,3,14,10,495,3,0.430875881009894
91,1,6,3,3,14,10,590,3,0.430875881009894
92,2,6,4,4,1,14,2841,4,0.343164947776391
93,2,6,4,4,1,14,1567,4,0.343164947776391
94,2,6,4,4,1,14,1791,4,0.343164947776391
95,2,6,4,4,1,14,2178,4,0.343164947776391
96,2,6,4,4,1,14,1544,4,0.343164947776391
