"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
2137,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2094,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2138,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2095,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2139,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2096,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2140,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2097,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2141,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2098,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2142,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2099,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2143,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2100,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2144,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2101,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2145,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2102,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2146,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2103,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2147,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2104,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2148,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2105,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2149,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2106,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2150,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2107,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2151,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2108,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2152,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2109,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2153,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2110,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2154,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2111,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2155,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2112,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2156,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2113,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2157,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2114,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2158,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2115,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2159,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2116,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2160,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2117,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2161,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2118,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2162,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2119,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2163,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2120,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2164,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2121,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2165,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2122,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
2166,6,19,"nl",6,2,2,2,"apodaca",16,5,2123,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2167,6,19,"nl",6,2,2,2,"apodaca",16,5,2124,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2168,6,19,"nl",6,2,2,2,"apodaca",16,5,2125,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2169,6,19,"nl",6,2,2,2,"apodaca",16,5,2126,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2170,6,19,"nl",6,2,2,2,"apodaca",16,16,2127,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2171,6,19,"nl",6,2,2,2,"apodaca",16,16,2128,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2172,6,19,"nl",6,2,2,2,"apodaca",16,16,2129,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2173,6,19,"nl",6,2,2,2,"apodaca",16,16,2130,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2174,6,19,"nl",6,2,2,2,"apodaca",16,16,2131,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2175,6,19,"nl",6,2,2,2,"apodaca",16,16,2132,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2176,6,19,"nl",6,2,2,2,"apodaca",16,16,2133,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2177,6,19,"nl",6,2,2,2,"apodaca",16,16,2134,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2178,6,19,"nl",6,2,2,2,"apodaca",16,16,2135,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2179,6,19,"nl",6,2,2,2,"apodaca",16,16,2136,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2180,6,19,"nl",6,2,2,2,"apodaca",16,16,2137,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2181,6,19,"nl",6,2,2,2,"apodaca",16,16,2138,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2182,6,19,"nl",6,2,2,2,"apodaca",16,16,2139,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2183,6,19,"nl",6,2,2,2,"apodaca",16,16,2140,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2184,6,19,"nl",6,2,2,2,"apodaca",16,16,2141,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2185,6,19,"nl",6,2,2,2,"apodaca",16,16,2142,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2186,6,19,"nl",6,2,2,2,"apodaca",16,16,2143,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2187,6,19,"nl",6,2,2,2,"apodaca",16,16,2144,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2188,6,19,"nl",6,2,2,2,"apodaca",16,16,2145,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2189,6,19,"nl",6,2,2,2,"apodaca",16,16,2146,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2190,6,19,"nl",6,2,2,2,"apodaca",16,16,2147,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2191,6,19,"nl",6,2,2,2,"apodaca",16,16,2148,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2192,6,19,"nl",6,2,2,2,"apodaca",16,16,2149,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2193,6,19,"nl",6,2,2,2,"apodaca",16,16,2150,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2194,6,19,"nl",6,2,2,2,"apodaca",16,16,2151,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2195,6,19,"nl",6,2,2,2,"apodaca",16,16,2152,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26,0.26,9,1
2196,6,19,"nl",6,2,2,2,"apodaca",16,5,2153,19,6,10,12,12,11,12,11,11,11,10,12,12,12,13,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2197,6,19,"nl",6,2,2,2,"apodaca",16,5,2154,19,6,10,12,12,11,12,11,11,11,10,12,12,12,13,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2198,6,19,"nl",6,2,2,2,"apodaca",16,5,2155,19,6,10,12,12,11,12,11,11,11,10,12,12,12,13,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42,0.42,10,1
2199,6,19,"nl",6,2,2,2,"apodaca",16,7,2156,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2200,6,19,"nl",6,2,2,2,"apodaca",16,7,2157,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2201,6,19,"nl",6,2,2,2,"apodaca",16,7,2158,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2202,6,19,"nl",6,2,2,2,"apodaca",16,7,2159,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2203,6,19,"nl",6,2,2,2,"apodaca",16,7,2160,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2204,6,19,"nl",6,2,2,2,"apodaca",16,7,2161,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2205,6,19,"nl",6,2,2,2,"apodaca",16,7,2162,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2206,6,19,"nl",6,2,2,2,"apodaca",16,7,2163,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2207,6,19,"nl",6,2,2,2,"apodaca",16,7,2164,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2208,6,19,"nl",6,2,2,2,"apodaca",16,7,2165,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2209,6,19,"nl",6,2,2,2,"apodaca",16,7,2166,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2210,6,19,"nl",6,2,2,2,"apodaca",16,7,2167,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2211,6,19,"nl",6,2,2,2,"apodaca",16,7,2168,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2212,6,19,"nl",6,2,2,8,"apodaca",16,7,2169,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2213,6,19,"nl",6,2,2,8,"apodaca",16,7,2170,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2214,6,19,"nl",6,2,2,8,"apodaca",16,7,2171,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2215,6,19,"nl",6,2,2,8,"apodaca",16,7,2172,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2216,6,19,"nl",6,2,2,8,"apodaca",16,7,2173,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2217,6,19,"nl",6,2,2,8,"apodaca",16,7,2174,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2218,6,19,"nl",6,2,2,8,"apodaca",16,7,2175,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2219,6,19,"nl",6,2,2,8,"apodaca",16,7,2176,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2220,6,19,"nl",6,2,2,8,"apodaca",16,7,2177,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2221,6,19,"nl",6,2,2,8,"apodaca",16,7,2178,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2222,6,19,"nl",6,2,2,8,"apodaca",16,7,2179,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2223,6,19,"nl",6,2,2,8,"apodaca",16,7,2180,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2224,6,19,"nl",6,2,2,8,"apodaca",16,7,2181,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2225,6,19,"nl",6,2,2,8,"apodaca",16,7,2182,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2226,6,19,"nl",6,2,2,8,"apodaca",16,7,2183,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2227,6,19,"nl",6,2,2,8,"apodaca",16,7,2184,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2228,6,19,"nl",6,2,2,8,"apodaca",16,7,2185,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2229,6,19,"nl",6,2,2,8,"apodaca",16,7,2186,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2230,6,19,"nl",6,2,2,8,"apodaca",16,7,2187,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2231,6,19,"nl",6,2,2,8,"apodaca",16,7,2188,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2232,6,19,"nl",6,2,2,8,"apodaca",16,7,2189,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2233,6,19,"nl",6,2,2,8,"apodaca",16,7,2190,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2234,6,19,"nl",6,2,2,8,"apodaca",16,7,2191,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2235,6,19,"nl",6,2,2,8,"apodaca",16,7,2192,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2236,6,19,"nl",6,2,2,8,"apodaca",16,7,2193,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2237,6,19,"nl",6,2,2,8,"apodaca",16,7,2194,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2238,6,19,"nl",6,2,2,8,"apodaca",16,7,2195,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2239,6,19,"nl",6,2,2,8,"apodaca",16,7,2196,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2240,6,19,"nl",6,2,2,8,"apodaca",16,7,2197,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2241,6,19,"nl",6,2,2,8,"apodaca",16,7,2198,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2242,6,19,"nl",6,2,2,8,"apodaca",16,7,2199,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2243,6,19,"nl",6,2,2,8,"apodaca",16,7,2200,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2244,6,19,"nl",6,2,2,8,"apodaca",16,7,2201,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2245,6,19,"nl",6,2,2,8,"apodaca",16,7,2202,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2246,6,19,"nl",6,2,2,8,"apodaca",16,7,2203,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2247,6,19,"nl",6,2,2,8,"apodaca",16,7,2204,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2248,6,19,"nl",6,2,2,8,"apodaca",16,7,2205,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2249,6,19,"nl",6,2,2,8,"apodaca",16,7,2206,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2250,6,19,"nl",6,2,2,8,"apodaca",16,7,2207,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2251,6,19,"nl",6,2,2,8,"apodaca",16,7,2208,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2252,6,19,"nl",6,2,2,8,"apodaca",16,7,2209,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2253,6,19,"nl",6,2,2,8,"apodaca",16,7,2210,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2254,6,19,"nl",6,2,2,8,"apodaca",16,7,2211,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2255,6,19,"nl",6,2,2,8,"apodaca",16,7,2212,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2256,6,19,"nl",6,2,2,8,"apodaca",16,7,2213,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2257,6,19,"nl",6,2,2,8,"apodaca",16,7,2214,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2258,6,19,"nl",6,2,2,8,"apodaca",16,7,2215,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2259,6,19,"nl",6,2,2,8,"apodaca",16,7,2216,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2260,6,19,"nl",6,2,2,8,"apodaca",16,7,2217,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2261,6,19,"nl",6,2,2,8,"apodaca",16,7,2218,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2262,6,19,"nl",6,2,2,8,"apodaca",16,7,2219,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2263,6,19,"nl",6,2,2,8,"apodaca",16,7,2220,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2264,6,19,"nl",6,2,2,8,"apodaca",16,7,2221,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2265,6,19,"nl",6,2,2,8,"apodaca",16,7,2222,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
2266,6,19,"nl",6,2,2,8,"apodaca",16,7,2223,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319,0.319,11,1
