"seccion","munn","edon","disloc2018","disloc2010","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,20,1,3,16,1,1172,3,0.472473025817415
2,2,20,2,25,13,2,977,25,0.516635911727047
3,2,20,2,25,13,2,2444,25,0.516635911727047
4,2,20,2,25,13,2,2537,25,0.516635911727047
5,2,20,2,25,13,2,862,25,0.516635911727047
6,2,20,2,25,13,2,2154,25,0.516635911727047
7,2,20,2,25,13,2,1258,25,0.516635911727047
8,2,20,2,25,13,2,604,25,0.516635911727047
9,2,20,2,25,13,2,3069,25,0.516635911727047
10,2,20,2,25,13,2,1977,25,0.516635911727047
11,2,20,2,25,13,2,2148,25,0.516635911727047
12,2,20,2,25,13,2,2190,25,0.516635911727047
13,2,20,2,25,13,2,1076,25,0.516635911727047
14,2,20,2,25,13,2,1068,25,0.516635911727047
15,2,20,2,25,13,2,1110,25,0.516635911727047
16,2,20,2,25,13,2,425,25,0.516635911727047
17,2,20,2,25,13,2,1475,25,0.516635911727047
18,2,20,2,25,13,2,500,25,0.516635911727047
19,2,20,2,25,13,2,38,25,0.516635911727047
20,2,20,2,25,13,2,900,25,0.516635911727047
21,2,20,2,25,13,2,1629,25,0.516635911727047
22,2,20,2,25,13,2,804,25,0.516635911727047
23,2,20,2,25,13,2,52,25,0.516635911727047
24,2,20,2,25,13,2,1774,25,0.516635911727047
25,2,20,2,25,13,2,1060,25,0.516635911727047
26,2,20,2,25,13,2,1352,25,0.516635911727047
27,2,20,2,25,13,2,898,25,0.516635911727047
28,2,20,2,25,13,2,1154,25,0.516635911727047
29,2,20,2,25,13,2,1429,25,0.516635911727047
30,2,20,2,25,13,2,1356,25,0.516635911727047
31,2,20,2,25,13,2,3864,25,0.516635911727047
32,2,20,2,25,13,2,644,25,0.516635911727047
33,2,20,2,25,13,2,1869,25,0.516635911727047
34,2,20,2,25,13,2,1621,25,0.516635911727047
35,3,20,3,22,3,3,1644,19,0.621446501502105
36,3,20,3,22,3,3,2001,19,0.621446501502105
37,386,20,16,1,3,16,2249,1,0.306720117510252
38,386,20,16,1,3,16,1538,1,0.306720117510252
39,4,20,4,20,17,4,1156,20,0.85337593617197
40,4,20,4,20,17,4,603,20,0.85337593617197
41,4,20,4,20,17,4,861,20,0.85337593617197
42,5,20,5,15,14,5,1012,15,0.734092883473034
43,6,20,6,5,5,6,885,6,0.417759329345216
44,6,20,6,5,5,6,980,6,0.417759329345216
45,6,20,6,5,5,6,858,6,0.417759329345216
46,6,20,6,5,5,6,1210,6,0.417759329345216
47,6,20,6,5,5,6,1753,6,0.417759329345216
