"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2011","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","mc_iee1","morena_clv1","morena_iee1","prd_clv1","prd_iee1","pri_clv1","pt_clv1","mc_clv2","morena_clv2","panal_clv2","pan_clv2","pes_clv2","ph_iee2","prd_clv2","pri_clv2","prs_iee2","pt_clv2","pvem_clv2","esc1_mcCLV1","esc1_mcIEE1","esc1_morCLV1","esc1_morIEE1","esc1_prdCLV1","esc1_prdIEE1","esc1_priCLV1","esc1_ptCLV1","esc2_mcCLV2","esc2_morCLV2","esc2_panalCLV2","esc2_panCLV2","esc2_pesCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priCLV2","esc2_prsIEE2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
117,2,3,"bcs",2,1,1,1,1,15,113,3,2,3,1,1,3,3,3,3,3,3,6,3,1,1,1,3,3,3,3,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,13,0.295,0.531
118,2,3,"bcs",2,1,1,1,1,15,114,3,2,3,1,1,3,3,3,3,3,3,6,3,1,1,1,3,3,3,3,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,13,0.295,0.531
119,2,3,"bcs",2,1,1,1,1,15,115,3,2,3,1,1,3,3,3,3,3,3,6,3,1,1,1,3,3,3,3,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,13,0.295,0.531
120,2,3,"bcs",2,1,1,1,3,15,116,3,2,3,3,3,4,4,4,4,4,4,1,4,3,3,3,4,4,4,4,3,4,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,14,0.295,0.522
121,3,3,"bcs",1,2,2,2,12,1,117,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
122,3,3,"bcs",1,2,2,1,11,1,118,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
123,3,3,"bcs",1,2,2,1,11,1,119,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
124,3,3,"bcs",1,2,2,1,11,1,120,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
125,3,3,"bcs",1,2,2,1,11,1,121,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
126,3,3,"bcs",1,2,2,1,11,1,122,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
127,3,3,"bcs",1,2,2,1,11,1,123,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
128,3,3,"bcs",1,2,2,1,11,1,124,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
129,3,3,"bcs",1,2,2,1,11,1,125,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
130,3,3,"bcs",1,2,2,2,12,1,126,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
131,3,3,"bcs",1,2,2,2,12,1,127,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
132,3,3,"bcs",1,2,2,2,12,1,128,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
133,3,3,"bcs",1,2,2,2,12,1,129,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
134,3,3,"bcs",1,2,2,2,12,1,130,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
135,3,3,"bcs",1,2,2,1,11,1,131,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
136,3,3,"bcs",1,2,2,1,11,1,132,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
137,3,3,"bcs",1,2,2,1,11,1,133,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
138,3,3,"bcs",1,2,2,1,11,1,134,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
139,3,3,"bcs",1,2,2,1,11,1,135,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
140,3,3,"bcs",1,2,2,1,11,1,136,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
141,3,3,"bcs",1,2,2,1,11,1,137,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
142,3,3,"bcs",1,2,2,1,11,1,138,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
143,3,3,"bcs",1,2,2,1,11,1,139,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
144,3,3,"bcs",1,2,2,1,11,1,140,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
145,3,3,"bcs",1,2,2,1,11,1,141,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
146,3,3,"bcs",1,2,2,1,11,1,142,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
147,3,3,"bcs",1,2,2,1,11,1,143,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
148,3,3,"bcs",1,2,2,1,11,1,144,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
149,3,3,"bcs",1,2,2,1,11,1,145,3,3,11,11,11,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
150,3,3,"bcs",1,2,2,1,11,1,146,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
151,3,3,"bcs",1,2,2,1,11,1,147,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
152,3,3,"bcs",1,2,2,2,12,1,148,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
153,3,3,"bcs",1,2,2,2,12,1,149,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
154,3,3,"bcs",1,2,2,2,12,1,150,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
155,3,3,"bcs",1,2,2,2,12,1,151,3,3,12,12,12,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
156,3,3,"bcs",1,2,2,2,12,1,152,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
157,3,3,"bcs",1,2,2,2,12,1,153,3,3,12,12,12,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
158,3,3,"bcs",1,2,2,2,12,1,154,3,3,12,12,12,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,0.571,0.571
159,3,3,"bcs",1,2,2,1,11,2,155,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
160,3,3,"bcs",1,2,2,1,11,2,156,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
161,3,3,"bcs",1,2,2,1,11,2,157,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
162,3,3,"bcs",1,2,2,1,11,2,158,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
163,3,3,"bcs",1,2,2,1,11,2,159,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
164,3,3,"bcs",1,2,2,1,11,2,160,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
165,3,3,"bcs",1,2,2,1,11,2,161,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
166,3,3,"bcs",1,2,2,1,11,2,162,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
167,3,3,"bcs",1,2,2,1,11,2,163,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
168,3,3,"bcs",1,2,2,1,11,2,164,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
169,3,3,"bcs",1,2,2,1,11,2,165,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.431,0.431
170,3,3,"bcs",1,2,2,1,11,2,166,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
171,3,3,"bcs",1,2,2,1,11,2,167,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
172,3,3,"bcs",1,2,2,1,11,2,168,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.431,0.431
