"seccion","munn","edon","disloc2018","disloc2012","esc1","esc3","pobtot","SQ","dsi_pob"
1,2,9,5,5,15,15,905,15,1
2,2,9,5,5,15,15,1109,15,1
3,2,9,5,5,15,15,1149,15,1
4,2,9,5,5,15,15,1077,15,1
5,2,9,5,5,15,15,1102,15,1
6,2,9,5,5,15,15,1010,15,1
7,2,9,5,5,15,15,850,15,1
8,2,9,5,5,15,15,1427,15,1
9,2,9,5,5,15,15,1006,15,1
10,2,9,5,5,15,15,1335,15,1
11,2,9,5,5,15,15,818,15,1
12,2,9,5,5,15,15,821,15,1
13,2,9,5,5,15,15,1225,15,1
14,2,9,5,5,15,15,868,15,1
15,2,9,5,5,15,15,882,15,1
16,2,9,5,5,15,15,1220,15,1
17,2,9,5,5,15,15,913,15,1
18,2,9,5,5,15,15,1010,15,1
19,2,9,5,5,15,15,899,15,1
20,2,9,5,5,15,15,812,15,1
21,2,9,5,5,15,15,1085,15,1
22,2,9,5,5,15,15,1163,15,1
23,2,9,5,5,15,15,912,15,1
24,2,9,5,5,15,15,937,15,1
25,2,9,5,5,15,15,846,15,1
26,2,9,5,5,15,15,861,15,1
27,2,9,5,5,15,15,1070,15,1
28,2,9,5,5,15,15,1606,15,1
29,2,9,5,5,15,15,1023,15,1
30,2,9,5,5,15,15,1324,15,1
31,2,9,5,5,15,15,1073,15,1
32,2,9,5,5,15,15,943,15,1
33,2,9,5,5,15,15,792,15,1
34,2,9,5,5,15,15,799,15,1
35,2,9,5,5,15,15,883,15,1
36,2,9,5,5,15,15,958,15,1
37,2,9,5,5,15,15,996,15,1
38,2,9,5,5,15,15,970,15,1
39,2,9,5,5,15,15,1106,15,1
40,2,9,5,5,15,15,844,15,1
41,2,9,5,5,15,15,1008,15,1
42,2,9,5,5,15,15,862,15,1
43,2,9,5,5,15,15,750,15,1
44,2,9,5,5,15,15,828,15,1
45,2,9,5,5,15,15,989,15,1
46,2,9,5,5,15,15,793,15,1
47,2,9,5,5,15,15,1022,15,1
48,2,9,5,5,15,15,1316,15,1
49,2,9,5,5,15,15,865,15,1
50,2,9,5,5,15,15,1200,15,1
51,2,9,5,5,15,15,1314,15,1
52,2,9,5,5,15,15,941,15,1
53,2,9,5,5,15,15,880,15,1
54,2,9,5,5,15,15,1315,15,1
55,2,9,5,5,15,15,1029,15,1
56,2,9,3,5,16,16,4431,16,1
57,2,9,3,5,16,16,1589,16,1
58,2,9,3,5,16,16,1500,16,1
59,2,9,3,5,16,16,1398,16,1
60,2,9,3,5,16,16,1489,16,1
61,2,9,3,5,16,16,1582,16,1
62,2,9,3,5,16,16,1358,16,1
63,2,9,3,5,16,16,1044,16,1
64,2,9,3,5,16,16,1594,16,1
65,2,9,3,5,16,16,1670,16,1
66,2,9,3,5,16,16,1274,16,1
67,2,9,3,5,16,16,1841,16,1
68,2,9,3,5,16,16,1326,16,1
69,2,9,3,5,16,16,1458,16,1
70,2,9,3,5,16,16,2447,16,1
71,2,9,3,5,16,16,1757,16,1
72,2,9,3,5,16,16,1601,16,1
73,2,9,3,5,16,16,1330,16,1
