"seccion","munn.x","edon.x","disloc2013","disloc2015","disfed2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","iee1","panal_cnv1","pri_clv1","esc1_IEE1","esc1_panalCNV1","esc1_priCLV1","SQ","dsiSQ_E3"
338,15,28,4,12,7,331,28,15,12,12,12,10,12,10,0,1,0,4,0.604
339,15,28,4,12,7,332,28,15,12,12,12,10,12,10,0,1,0,4,0.604
340,15,28,4,12,7,333,28,15,12,12,12,10,12,10,0,1,0,4,0.604
341,15,28,4,12,7,334,28,15,12,12,12,10,12,10,0,1,0,4,0.604
342,15,28,4,12,7,335,28,15,12,12,12,10,12,10,0,1,0,4,0.604
343,15,28,4,12,7,336,28,15,12,12,12,10,12,10,0,1,0,4,0.604
344,15,28,4,12,7,337,28,15,12,12,12,10,12,10,0,1,0,4,0.604
345,15,28,4,12,7,338,28,15,12,12,12,10,12,10,0,1,0,4,0.604
346,16,28,13,3,9,339,28,16,3,3,3,1,3,1,0,1,0,13,0.741
347,16,28,13,3,9,340,28,16,3,3,3,1,3,1,0,1,0,13,0.741
348,16,28,13,3,9,341,28,16,3,3,3,1,3,1,0,1,0,13,0.741
349,16,28,13,3,9,342,28,16,3,3,3,1,3,1,0,1,0,13,0.741
350,16,28,13,3,9,343,28,16,3,3,3,1,3,1,0,1,0,13,0.741
351,16,28,13,3,9,344,28,16,3,3,3,1,3,1,0,1,0,13,0.741
352,16,28,13,3,9,345,28,16,3,3,3,1,3,1,0,1,0,13,0.741
353,16,28,13,3,9,346,28,16,3,3,3,1,3,1,0,1,0,13,0.741
354,16,28,13,3,9,347,28,16,3,3,3,1,3,1,0,1,0,13,0.741
355,16,28,13,3,9,348,28,16,3,3,3,1,3,1,0,1,0,13,0.741
356,16,28,13,3,9,349,28,16,3,3,3,1,3,1,0,1,0,13,0.741
357,16,28,13,3,9,350,28,16,3,3,3,1,3,1,0,1,0,13,0.741
358,16,28,13,3,9,351,28,16,3,3,3,1,3,1,0,1,0,13,0.741
359,16,28,13,3,9,352,28,16,3,3,3,1,3,1,0,1,0,13,0.741
360,16,28,13,3,9,353,28,16,3,3,3,1,3,1,0,1,0,13,0.741
362,16,28,13,3,9,354,28,16,3,3,3,1,3,1,0,1,0,13,0.741
363,16,28,13,3,9,355,28,16,3,3,3,1,3,1,0,1,0,13,0.741
364,16,28,13,3,9,356,28,16,3,3,3,1,3,1,0,1,0,13,0.741
365,16,28,13,3,9,357,28,16,3,3,3,1,3,1,0,1,0,13,0.741
366,16,28,13,3,9,358,28,16,3,3,3,1,3,1,0,1,0,13,0.741
367,16,28,13,3,9,359,28,16,3,3,3,1,3,1,0,1,0,13,0.741
368,17,28,16,1,1,360,28,17,1,1,1,2,1,2,0,1,0,16,0.728
369,17,28,16,1,1,361,28,17,1,1,1,2,1,2,0,1,0,16,0.728
370,17,28,16,1,1,362,28,17,1,1,1,2,1,2,0,1,0,16,0.728
371,17,28,16,1,1,363,28,17,1,1,1,2,1,2,0,1,0,16,0.728
372,17,28,16,1,1,364,28,17,1,1,1,2,1,2,0,1,0,16,0.728
373,17,28,16,1,1,365,28,17,1,1,1,2,1,2,0,1,0,16,0.728
374,17,28,16,1,1,366,28,17,1,1,1,2,1,2,0,1,0,16,0.728
375,17,28,16,1,1,367,28,17,1,1,1,2,1,2,0,1,0,16,0.728
376,17,28,16,1,1,368,28,17,1,1,1,2,1,2,0,1,0,16,0.728
377,17,28,16,1,1,369,28,17,1,1,1,2,1,2,0,1,0,16,0.728
378,17,28,16,1,1,370,28,17,1,1,1,2,1,2,0,1,0,16,0.728
379,17,28,16,1,1,371,28,17,1,1,1,2,1,2,0,1,0,16,0.728
380,17,28,16,1,1,372,28,17,1,1,1,2,1,2,0,1,0,16,0.728
381,18,28,13,3,1,373,28,18,3,3,3,1,3,1,0,1,0,13,0.741
382,18,28,13,3,1,374,28,18,3,3,3,1,3,1,0,1,0,13,0.741
383,18,28,13,3,1,375,28,18,3,3,3,1,3,1,0,1,0,13,0.741
384,18,28,13,3,1,376,28,18,3,3,3,1,3,1,0,1,0,13,0.741
385,18,28,13,3,1,377,28,18,3,3,3,1,3,1,0,1,0,13,0.741
386,18,28,13,3,1,378,28,18,3,3,3,1,3,1,0,1,0,13,0.741
387,18,28,13,3,1,379,28,18,3,3,3,1,3,1,0,1,0,13,0.741
388,18,28,13,3,1,380,28,18,3,3,3,1,3,1,0,1,0,13,0.741
389,19,28,16,1,1,381,28,19,1,1,1,2,1,2,0,1,0,16,0.728
390,19,28,16,1,1,382,28,19,1,1,1,2,1,2,0,1,0,16,0.728
391,19,28,16,1,1,383,28,19,1,1,1,2,1,2,0,1,0,16,0.728
392,19,28,16,1,1,384,28,19,1,1,1,2,1,2,0,1,0,16,0.728
393,19,28,16,1,1,385,28,19,1,1,1,2,1,2,0,1,0,16,0.728
394,19,28,16,1,1,386,28,19,1,1,1,2,1,2,0,1,0,16,0.728
395,19,28,16,1,1,387,28,19,1,1,1,2,1,2,0,1,0,16,0.728
396,19,28,16,1,1,388,28,19,1,1,1,2,1,2,0,1,0,16,0.728
397,19,28,16,1,1,389,28,19,1,1,1,2,1,2,0,1,0,16,0.728
398,19,28,16,1,1,390,28,19,1,1,1,2,1,2,0,1,0,16,0.728
399,19,28,16,1,1,391,28,19,1,1,1,2,1,2,0,1,0,16,0.728
400,19,28,16,1,1,392,28,19,1,1,1,2,1,2,0,1,0,16,0.728
401,19,28,16,1,1,393,28,19,1,1,1,2,1,2,0,1,0,16,0.728
402,19,28,16,1,1,394,28,19,1,1,1,2,1,2,0,1,0,16,0.728
403,19,28,16,1,1,395,28,19,1,1,1,2,1,2,0,1,0,16,0.728
404,19,28,16,1,1,396,28,19,1,1,1,2,1,2,0,1,0,16,0.728
405,19,28,16,1,1,397,28,19,1,1,1,2,1,2,0,1,0,16,0.728
406,19,28,16,1,1,398,28,19,1,1,1,2,1,2,0,1,0,16,0.728
407,19,28,16,1,1,399,28,19,1,1,1,2,1,2,0,1,0,16,0.728
408,20,28,13,3,9,400,28,20,3,3,3,1,3,1,0,1,0,13,0.741
409,20,28,13,3,9,401,28,20,3,3,3,1,3,1,0,1,0,13,0.741
410,20,28,13,3,9,402,28,20,3,3,3,1,3,1,0,1,0,13,0.741
411,20,28,13,3,9,403,28,20,3,3,3,1,3,1,0,1,0,13,0.741
412,21,28,17,2,1,404,28,21,2,2,2,22,2,22,0,1,0,17,0.647
413,21,28,17,2,1,405,28,21,2,2,2,22,2,22,0,1,0,17,0.647
414,21,28,17,2,1,406,28,21,2,2,2,22,2,22,0,1,0,17,0.647
415,21,28,17,2,1,407,28,21,2,2,2,22,2,22,0,1,0,17,0.647
416,21,28,17,2,1,408,28,21,2,2,2,22,2,22,0,1,0,17,0.647
417,21,28,17,2,1,409,28,21,2,2,2,22,2,22,0,1,0,17,0.647
418,21,28,17,2,1,410,28,21,2,2,2,22,2,22,0,1,0,17,0.647
419,21,28,17,2,1,411,28,21,2,2,2,22,2,22,0,1,0,17,0.647
420,21,28,17,2,1,412,28,21,2,2,2,22,2,22,0,1,0,17,0.647
421,21,28,17,2,1,413,28,21,2,2,2,22,2,22,0,1,0,17,0.647
422,21,28,17,2,1,414,28,21,2,2,2,22,2,22,0,1,0,17,0.647
423,21,28,17,2,1,415,28,21,2,2,2,22,2,22,0,1,0,17,0.647
424,21,28,17,2,1,416,28,21,2,2,2,22,2,22,0,1,0,17,0.647
425,21,28,17,2,1,417,28,21,2,2,2,22,2,22,0,1,0,17,0.647
426,21,28,17,2,1,418,28,21,2,2,2,22,2,22,0,1,0,17,0.647
427,21,28,17,2,1,419,28,21,2,2,2,22,2,22,0,1,0,17,0.647
428,21,28,17,2,1,420,28,21,2,2,2,22,2,22,0,1,0,17,0.647
429,21,28,17,2,1,421,28,21,2,2,2,22,2,22,0,1,0,17,0.647
430,21,28,17,2,1,422,28,21,2,2,2,22,2,22,0,1,0,17,0.647
431,21,28,17,2,1,423,28,21,2,2,2,22,2,22,0,1,0,17,0.647
432,21,28,17,2,1,424,28,21,2,2,2,22,2,22,0,1,0,17,0.647
433,21,28,17,2,1,425,28,21,2,2,2,22,2,22,0,1,0,17,0.647
434,21,28,17,2,1,426,28,21,2,2,2,22,2,22,0,1,0,17,0.647
435,21,28,17,2,1,427,28,21,2,2,2,22,2,22,0,1,0,17,0.647
436,21,28,17,2,1,428,28,21,2,2,2,22,2,22,0,1,0,17,0.647
437,21,28,17,2,1,429,28,21,2,2,2,22,2,22,0,1,0,17,0.647
438,21,28,17,2,1,430,28,21,2,2,2,22,2,22,0,1,0,17,0.647
439,21,28,17,2,1,431,28,21,2,2,2,22,2,22,0,1,0,17,0.647
440,21,28,17,2,1,432,28,21,2,2,2,22,2,22,0,1,0,17,0.647
441,21,28,17,2,1,433,28,21,2,2,2,22,2,22,0,1,0,17,0.647
442,21,28,17,2,1,434,28,21,2,2,2,22,2,22,0,1,0,17,0.647
443,21,28,17,2,1,435,28,21,2,2,2,22,2,22,0,1,0,17,0.647
444,21,28,17,2,1,436,28,21,2,2,2,22,2,22,0,1,0,17,0.647
445,21,28,17,2,1,437,28,21,2,2,2,22,2,22,0,1,0,17,0.647
446,21,28,17,2,1,438,28,21,2,2,2,22,2,22,0,1,0,17,0.647
447,21,28,17,2,1,439,28,21,2,2,2,22,2,22,0,1,0,17,0.647
448,21,28,17,2,1,440,28,21,2,2,2,22,2,22,0,1,0,17,0.647
449,21,28,17,2,1,441,28,21,2,2,2,22,2,22,0,1,0,17,0.647
450,21,28,17,2,1,442,28,21,2,2,2,22,2,22,0,1,0,17,0.647
451,21,28,17,2,1,443,28,21,2,2,2,22,2,22,0,1,0,17,0.647
452,21,28,17,2,1,444,28,21,2,2,2,22,2,22,0,1,0,17,0.647
453,21,28,17,2,1,445,28,21,2,2,2,22,2,22,0,1,0,17,0.647
454,21,28,17,2,1,446,28,21,2,2,2,22,2,22,0,1,0,17,0.647
455,21,28,17,2,1,447,28,21,2,2,2,22,2,22,0,1,0,17,0.647
456,21,28,17,2,1,448,28,21,2,2,2,22,2,22,0,1,0,17,0.647
457,21,28,17,2,1,449,28,21,2,2,2,22,2,22,0,1,0,17,0.647
458,21,28,17,2,1,450,28,21,2,2,2,22,2,22,0,1,0,17,0.647
459,21,28,17,2,1,451,28,21,2,2,2,22,2,22,0,1,0,17,0.647
460,21,28,17,2,1,452,28,21,2,2,2,22,2,22,0,1,0,17,0.647
461,21,28,17,2,1,453,28,21,2,2,2,22,2,22,0,1,0,17,0.647
462,21,28,17,2,1,454,28,21,2,2,2,22,2,22,0,1,0,17,0.647
463,21,28,17,2,1,455,28,21,2,2,2,22,2,22,0,1,0,17,0.647
464,21,28,17,2,1,456,28,21,2,2,2,22,2,22,0,1,0,17,0.647
465,21,28,17,2,1,457,28,21,2,2,2,22,2,22,0,1,0,17,0.647
466,21,28,17,2,1,458,28,21,2,2,2,22,2,22,0,1,0,17,0.647
467,21,28,17,2,1,459,28,21,2,2,2,22,2,22,0,1,0,17,0.647
468,21,28,17,2,1,460,28,21,2,2,2,22,2,22,0,1,0,17,0.647
469,21,28,17,2,1,461,28,21,2,2,2,22,2,22,0,1,0,17,0.647
470,21,28,17,2,1,462,28,21,2,2,2,22,2,22,0,1,0,17,0.647
471,21,28,17,2,1,463,28,21,2,2,2,22,2,22,0,1,0,17,0.647
472,21,28,17,2,1,464,28,21,2,2,2,22,2,22,0,1,0,17,0.647
473,21,28,17,2,1,465,28,21,2,2,2,22,2,22,0,1,0,17,0.647
474,21,28,17,2,1,466,28,21,2,2,2,22,2,22,0,1,0,17,0.647
475,21,28,17,2,1,467,28,21,2,2,2,22,2,22,0,1,0,17,0.647
476,21,28,17,2,1,468,28,21,2,2,2,22,2,22,0,1,0,17,0.647
477,21,28,17,2,1,469,28,21,2,2,2,22,2,22,0,1,0,17,0.647
478,21,28,17,2,1,470,28,21,2,2,2,22,2,22,0,1,0,17,0.647
479,21,28,17,2,1,471,28,21,2,2,2,22,2,22,0,1,0,17,0.647
480,21,28,17,2,1,472,28,21,2,2,2,22,2,22,0,1,0,17,0.647
481,21,28,17,2,1,473,28,21,2,2,2,22,2,22,0,1,0,17,0.647
482,21,28,17,2,1,474,28,21,2,2,2,22,2,22,0,1,0,17,0.647
483,21,28,17,2,1,475,28,21,2,2,2,22,2,22,0,1,0,17,0.647
484,21,28,17,2,1,476,28,21,2,2,2,22,2,22,0,1,0,17,0.647
485,21,28,17,2,1,477,28,21,2,2,2,22,2,22,0,1,0,17,0.647
486,21,28,17,2,1,478,28,21,2,2,2,22,2,22,0,1,0,17,0.647
487,21,28,17,2,1,479,28,21,2,2,2,22,2,22,0,1,0,17,0.647
488,21,28,17,2,1,480,28,21,2,2,2,22,2,22,0,1,0,17,0.647
489,21,28,17,2,1,481,28,21,2,2,2,22,2,22,0,1,0,17,0.647
490,21,28,17,2,1,482,28,21,2,2,2,22,2,22,0,1,0,17,0.647
491,21,28,17,2,1,483,28,21,2,2,2,22,2,22,0,1,0,17,0.647
492,21,28,17,2,1,484,28,21,2,2,2,22,2,22,0,1,0,17,0.647
493,21,28,17,2,1,485,28,21,2,2,2,22,2,22,0,1,0,17,0.647
494,21,28,17,2,1,486,28,21,2,2,2,22,2,22,0,1,0,17,0.647
495,21,28,17,2,1,487,28,21,2,2,2,22,2,22,0,1,0,17,0.647
496,21,28,17,2,1,488,28,21,2,2,2,22,2,22,0,1,0,17,0.647
497,21,28,17,2,1,489,28,21,2,2,2,22,2,22,0,1,0,17,0.647
498,22,28,10,16,3,490,28,22,16,16,16,15,16,15,0,1,0,9,0.824
499,22,28,10,17,3,491,28,22,17,17,17,16,17,16,0,1,0,10,0.661
500,22,28,10,17,3,492,28,22,17,17,17,16,17,16,0,1,0,10,0.661
501,22,28,10,17,3,493,28,22,17,17,17,16,17,16,0,1,0,10,0.661
502,22,28,10,16,3,494,28,22,16,16,16,15,16,15,0,1,0,9,0.824
503,22,28,10,16,3,495,28,22,16,16,16,15,16,15,0,1,0,9,0.824
504,22,28,10,17,3,496,28,22,17,17,17,16,17,16,0,1,0,10,0.661
505,22,28,10,17,3,497,28,22,17,17,17,16,17,16,0,1,0,10,0.661
506,22,28,10,17,3,498,28,22,17,17,17,16,17,16,0,1,0,10,0.661
507,22,28,10,17,3,499,28,22,17,17,17,16,17,16,0,1,0,10,0.661
508,22,28,10,17,3,500,28,22,17,17,17,16,17,16,0,1,0,10,0.661
509,22,28,10,17,3,501,28,22,17,17,17,16,17,16,0,1,0,10,0.661
510,22,28,10,17,3,502,28,22,17,17,17,16,17,16,0,1,0,10,0.661
511,22,28,10,17,3,503,28,22,17,17,17,16,17,16,0,1,0,10,0.661
512,22,28,10,17,3,504,28,22,17,17,17,16,17,16,0,1,0,10,0.661
513,22,28,10,17,3,505,28,22,17,17,17,16,17,16,0,1,0,10,0.661
514,22,28,10,16,3,506,28,22,16,16,16,15,16,15,0,1,0,9,0.824
515,22,28,9,16,3,507,28,22,16,16,16,15,16,15,0,1,0,9,0.824
516,22,28,10,17,3,508,28,22,17,17,17,16,17,16,0,1,0,10,0.661
517,22,28,10,17,3,509,28,22,17,17,17,16,17,16,0,1,0,10,0.661
518,22,28,10,17,5,510,28,22,17,17,17,16,17,16,0,1,0,10,0.661
519,22,28,10,17,5,511,28,22,17,17,17,16,17,16,0,1,0,10,0.661
520,22,28,10,17,5,512,28,22,17,17,17,16,17,16,0,1,0,10,0.661
521,22,28,11,17,5,513,28,22,17,17,17,16,17,16,0,1,0,10,0.661
522,22,28,10,17,5,514,28,22,17,17,17,16,17,16,0,1,0,10,0.661
523,22,28,10,17,5,515,28,22,17,17,17,16,17,16,0,1,0,10,0.661
524,22,28,10,17,3,516,28,22,17,17,17,16,17,16,0,1,0,10,0.661
525,22,28,10,17,3,517,28,22,17,17,17,16,17,16,0,1,0,10,0.661
526,22,28,10,17,5,518,28,22,17,17,17,16,17,16,0,1,0,10,0.661
527,22,28,10,17,5,519,28,22,17,17,17,16,17,16,0,1,0,10,0.661
528,22,28,10,17,5,520,28,22,17,17,17,16,17,16,0,1,0,10,0.661
529,22,28,10,17,5,521,28,22,17,17,17,16,17,16,0,1,0,10,0.661
530,22,28,10,17,5,522,28,22,17,17,17,16,17,16,0,1,0,10,0.661
531,22,28,10,17,5,523,28,22,17,17,17,16,17,16,0,1,0,10,0.661
532,22,28,10,17,5,524,28,22,17,17,17,16,17,16,0,1,0,10,0.661
533,22,28,10,17,5,525,28,22,17,17,17,16,17,16,0,1,0,10,0.661
534,22,28,10,17,5,526,28,22,17,17,17,16,17,16,0,1,0,10,0.661
535,22,28,10,17,5,527,28,22,17,17,17,16,17,16,0,1,0,10,0.661
536,22,28,10,17,5,528,28,22,17,17,17,16,17,16,0,1,0,10,0.661
537,22,28,10,17,5,529,28,22,17,17,17,16,17,16,0,1,0,10,0.661
538,22,28,10,17,5,530,28,22,17,17,17,16,17,16,0,1,0,10,0.661
539,22,28,10,17,5,531,28,22,17,17,17,16,17,16,0,1,0,10,0.661
540,22,28,10,17,5,532,28,22,17,17,17,16,17,16,0,1,0,10,0.661
541,22,28,10,17,5,533,28,22,17,17,17,16,17,16,0,1,0,10,0.661
542,22,28,10,17,5,534,28,22,17,17,17,16,17,16,0,1,0,10,0.661
543,22,28,10,17,5,535,28,22,17,17,17,16,17,16,0,1,0,10,0.661
544,22,28,10,17,5,536,28,22,17,17,17,16,17,16,0,1,0,10,0.661
545,22,28,10,15,5,537,28,22,15,15,15,14,15,14,0,1,0,12,0.296
546,22,28,10,15,5,538,28,22,15,15,15,14,15,14,0,1,0,12,0.296
548,22,28,10,17,5,539,28,22,17,17,17,16,17,16,0,1,0,10,0.661
549,22,28,10,17,5,540,28,22,17,17,17,16,17,16,0,1,0,10,0.661
550,22,28,10,17,5,541,28,22,17,17,17,16,17,16,0,1,0,10,0.661
551,22,28,10,17,5,542,28,22,17,17,17,16,17,16,0,1,0,10,0.661
552,22,28,11,17,5,543,28,22,17,17,17,16,17,16,0,1,0,10,0.661
553,22,28,11,17,5,544,28,22,17,17,17,16,17,16,0,1,0,10,0.661
554,22,28,10,17,5,545,28,22,17,17,17,16,17,16,0,1,0,10,0.661
555,22,28,10,17,5,546,28,22,17,17,17,16,17,16,0,1,0,10,0.661
556,22,28,10,17,5,547,28,22,17,17,17,16,17,16,0,1,0,10,0.661
557,22,28,10,17,5,548,28,22,17,17,17,16,17,16,0,1,0,10,0.661
558,22,28,10,17,5,549,28,22,17,17,17,16,17,16,0,1,0,10,0.661
559,22,28,10,17,5,550,28,22,17,17,17,16,17,16,0,1,0,10,0.661
560,22,28,10,17,5,551,28,22,17,17,17,16,17,16,0,1,0,10,0.661
561,22,28,10,17,5,552,28,22,17,17,17,16,17,16,0,1,0,10,0.661
562,22,28,9,16,3,553,28,22,16,16,16,15,16,15,0,1,0,9,0.824
563,22,28,10,15,5,554,28,22,15,15,15,14,15,14,0,1,0,12,0.296
564,22,28,10,17,5,555,28,22,17,17,17,16,17,16,0,1,0,10,0.661
565,22,28,10,17,5,556,28,22,17,17,17,16,17,16,0,1,0,10,0.661
566,22,28,10,17,5,557,28,22,17,17,17,16,17,16,0,1,0,10,0.661
567,22,28,10,17,5,558,28,22,17,17,17,16,17,16,0,1,0,10,0.661
568,22,28,10,17,5,559,28,22,17,17,17,16,17,16,0,1,0,10,0.661
569,22,28,10,17,5,560,28,22,17,17,17,16,17,16,0,1,0,10,0.661
570,22,28,10,17,5,561,28,22,17,17,17,16,17,16,0,1,0,10,0.661
571,22,28,10,17,5,562,28,22,17,17,17,16,17,16,0,1,0,10,0.661
572,22,28,11,17,5,563,28,22,17,17,17,16,17,16,0,1,0,10,0.661
573,22,28,10,17,5,564,28,22,17,17,17,16,17,16,0,1,0,10,0.661
574,22,28,10,17,5,565,28,22,17,17,17,16,17,16,0,1,0,10,0.661
575,22,28,10,17,5,566,28,22,17,17,17,16,17,16,0,1,0,10,0.661
576,22,28,10,17,5,567,28,22,17,17,17,16,17,16,0,1,0,10,0.661
577,22,28,10,17,5,568,28,22,17,17,17,16,17,16,0,1,0,10,0.661
578,22,28,10,17,5,569,28,22,17,17,17,16,17,16,0,1,0,10,0.661
579,22,28,10,17,5,570,28,22,17,17,17,16,17,16,0,1,0,10,0.661
580,22,28,10,15,5,571,28,22,15,15,15,14,15,14,0,1,0,12,0.296
581,22,28,10,15,5,572,28,22,15,15,15,14,15,14,0,1,0,12,0.296
582,22,28,10,17,5,573,28,22,17,17,17,16,17,16,0,1,0,10,0.661
583,22,28,10,17,5,574,28,22,17,17,17,16,17,16,0,1,0,10,0.661
584,22,28,10,17,5,575,28,22,17,17,17,16,17,16,0,1,0,10,0.661
585,22,28,10,17,5,576,28,22,17,17,17,16,17,16,0,1,0,10,0.661
586,22,28,10,17,5,577,28,22,17,17,17,16,17,16,0,1,0,10,0.661
587,22,28,11,17,5,578,28,22,17,17,17,16,17,16,0,1,0,10,0.661
588,22,28,11,17,5,579,28,22,17,17,17,16,17,16,0,1,0,10,0.661
589,22,28,11,17,5,580,28,22,17,17,17,16,17,16,0,1,0,10,0.661
590,22,28,11,17,5,581,28,22,17,17,17,16,17,16,0,1,0,10,0.661
591,22,28,11,17,5,582,28,22,17,17,17,16,17,16,0,1,0,10,0.661
592,22,28,11,17,5,583,28,22,17,17,17,16,17,16,0,1,0,10,0.661
593,22,28,11,17,5,584,28,22,17,17,17,16,17,16,0,1,0,10,0.661
594,22,28,11,17,5,585,28,22,17,17,17,16,17,16,0,1,0,10,0.661
595,22,28,10,17,5,586,28,22,17,17,17,16,17,16,0,1,0,10,0.661
596,22,28,10,17,5,587,28,22,17,17,17,16,17,16,0,1,0,10,0.661
597,22,28,10,17,5,588,28,22,17,17,17,16,17,16,0,1,0,10,0.661
598,22,28,10,17,5,589,28,22,17,17,17,16,17,16,0,1,0,10,0.661
599,22,28,10,17,5,590,28,22,17,17,17,16,17,16,0,1,0,10,0.661
600,22,28,10,15,5,591,28,22,15,15,15,14,15,14,0,1,0,12,0.296
601,22,28,10,15,5,592,28,22,15,15,15,14,15,14,0,1,0,12,0.296
602,22,28,10,17,5,593,28,22,17,17,17,16,17,16,0,1,0,10,0.661
603,22,28,10,17,5,594,28,22,17,17,17,16,17,16,0,1,0,10,0.661
604,22,28,11,17,5,595,28,22,17,17,17,16,17,16,0,1,0,10,0.661
605,22,28,11,17,5,596,28,22,17,17,17,16,17,16,0,1,0,10,0.661
606,22,28,11,17,5,597,28,22,17,17,17,16,17,16,0,1,0,10,0.661
607,22,28,11,17,5,598,28,22,17,17,17,16,17,16,0,1,0,10,0.661
608,22,28,11,14,5,599,28,22,14,14,14,13,14,13,0,1,0,11,0.404
609,22,28,11,17,3,600,28,22,17,17,17,16,17,16,0,1,0,10,0.661
610,22,28,11,14,5,601,28,22,14,14,14,13,14,13,0,1,0,11,0.404
611,22,28,11,14,5,602,28,22,14,14,14,13,14,13,0,1,0,11,0.404
612,22,28,12,17,5,603,28,22,17,17,17,16,17,16,0,1,0,10,0.661
613,22,28,12,14,5,604,28,22,14,14,14,13,14,13,0,1,0,11,0.404
614,22,28,10,15,5,605,28,22,15,15,15,14,15,14,0,1,0,12,0.296
615,22,28,10,15,5,606,28,22,15,15,15,14,15,14,0,1,0,12,0.296
616,22,28,10,15,5,607,28,22,15,15,15,14,15,14,0,1,0,12,0.296
617,22,28,10,15,5,608,28,22,15,15,15,14,15,14,0,1,0,12,0.296
618,22,28,12,14,5,609,28,22,14,14,14,13,14,13,0,1,0,11,0.404
619,22,28,12,14,5,610,28,22,14,14,14,13,14,13,0,1,0,11,0.404
620,22,28,11,14,5,611,28,22,14,14,14,13,14,13,0,1,0,11,0.404
621,22,28,11,14,5,612,28,22,14,14,14,13,14,13,0,1,0,11,0.404
622,22,28,11,14,5,613,28,22,14,14,14,13,14,13,0,1,0,11,0.404
623,22,28,11,14,5,614,28,22,14,14,14,13,14,13,0,1,0,11,0.404
624,22,28,11,14,5,615,28,22,14,14,14,13,14,13,0,1,0,11,0.404
625,22,28,12,15,5,616,28,22,15,15,15,14,15,14,0,1,0,12,0.296
626,22,28,9,15,5,617,28,22,15,15,15,14,15,14,0,1,0,12,0.296
627,22,28,9,15,5,618,28,22,15,15,15,14,15,14,0,1,0,12,0.296
628,22,28,12,15,5,619,28,22,15,15,15,14,15,14,0,1,0,12,0.296
629,22,28,12,15,5,620,28,22,15,15,15,14,15,14,0,1,0,12,0.296
630,22,28,12,14,5,621,28,22,14,14,14,13,14,13,0,1,0,11,0.404
631,22,28,11,14,5,622,28,22,14,14,14,13,14,13,0,1,0,11,0.404
632,22,28,11,14,5,623,28,22,14,14,14,13,14,13,0,1,0,11,0.404
633,22,28,11,14,5,624,28,22,14,14,14,13,14,13,0,1,0,11,0.404
634,22,28,11,14,5,625,28,22,14,14,14,13,14,13,0,1,0,11,0.404
635,22,28,11,14,5,626,28,22,14,14,14,13,14,13,0,1,0,11,0.404
636,22,28,11,14,5,627,28,22,14,14,14,13,14,13,0,1,0,11,0.404
637,22,28,11,14,5,628,28,22,14,14,14,13,14,13,0,1,0,11,0.404
638,22,28,11,14,5,629,28,22,14,14,14,13,14,13,0,1,0,11,0.404
639,22,28,11,14,5,630,28,22,14,14,14,13,14,13,0,1,0,11,0.404
640,22,28,12,14,5,631,28,22,14,14,14,13,14,13,0,1,0,11,0.404
641,22,28,12,15,5,632,28,22,15,15,15,14,15,14,0,1,0,12,0.296
642,22,28,12,15,5,633,28,22,15,15,15,14,15,14,0,1,0,12,0.296
643,22,28,12,15,5,634,28,22,15,15,15,14,15,14,0,1,0,12,0.296
644,22,28,12,14,5,635,28,22,14,14,14,13,14,13,0,1,0,11,0.404
645,22,28,12,14,5,636,28,22,14,14,14,13,14,13,0,1,0,11,0.404
646,22,28,11,14,5,637,28,22,14,14,14,13,14,13,0,1,0,11,0.404
647,22,28,11,14,5,638,28,22,14,14,14,13,14,13,0,1,0,11,0.404
648,22,28,11,14,5,639,28,22,14,14,14,13,14,13,0,1,0,11,0.404
649,22,28,11,14,5,640,28,22,14,14,14,13,14,13,0,1,0,11,0.404
650,22,28,11,17,5,641,28,22,17,17,17,16,17,16,0,1,0,10,0.661
651,22,28,11,17,5,642,28,22,17,17,17,16,17,16,0,1,0,10,0.661
652,22,28,11,17,5,643,28,22,17,17,17,16,17,16,0,1,0,10,0.661
653,22,28,11,14,5,644,28,22,14,14,14,13,14,13,0,1,0,11,0.404
654,22,28,12,14,5,645,28,22,14,14,14,13,14,13,0,1,0,11,0.404
655,22,28,12,15,5,646,28,22,15,15,15,14,15,14,0,1,0,12,0.296
656,22,28,12,15,5,647,28,22,15,15,15,14,15,14,0,1,0,12,0.296
657,22,28,12,15,5,648,28,22,15,15,15,14,15,14,0,1,0,12,0.296
658,22,28,12,15,5,649,28,22,15,15,15,14,15,14,0,1,0,12,0.296
659,22,28,12,15,5,650,28,22,15,15,15,14,15,14,0,1,0,12,0.296
660,22,28,12,15,5,651,28,22,15,15,15,14,15,14,0,1,0,12,0.296
661,22,28,12,15,5,652,28,22,15,15,15,14,15,14,0,1,0,12,0.296
662,22,28,12,14,5,653,28,22,14,14,14,13,14,13,0,1,0,11,0.404
663,22,28,11,14,5,654,28,22,14,14,14,13,14,13,0,1,0,11,0.404
664,22,28,11,17,5,655,28,22,17,17,17,16,17,16,0,1,0,10,0.661
665,22,28,11,17,5,656,28,22,17,17,17,16,17,16,0,1,0,10,0.661
666,22,28,12,15,5,657,28,22,15,15,15,14,15,14,0,1,0,12,0.296
667,22,28,12,15,5,658,28,22,15,15,15,14,15,14,0,1,0,12,0.296
668,22,28,12,15,5,659,28,22,15,15,15,14,15,14,0,1,0,12,0.296
669,22,28,12,15,5,660,28,22,15,15,15,14,15,14,0,1,0,12,0.296
