"seccion","munn.x","edon.x","disloc2013","disloc2015","disfed2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","iee1","panal_cnv1","pri_clv1","esc1_IEE1","esc1_panalCNV1","esc1_priCLV1","SQ","dsiSQ_E3"
1758,32,28,6,19,8,1739,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1759,32,28,6,19,8,1740,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1760,32,28,6,19,8,1741,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1761,32,28,6,19,8,1742,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1762,32,28,6,19,8,1743,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1763,32,28,6,19,8,1744,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1764,32,28,6,19,8,1745,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1765,32,28,6,19,8,1746,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1766,32,28,6,19,8,1747,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1767,32,28,6,19,8,1748,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1768,32,28,6,19,8,1749,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1769,32,28,6,19,8,1750,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1770,32,28,6,19,8,1751,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1771,32,28,6,19,8,1752,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1772,32,28,6,19,8,1753,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1773,32,28,6,19,8,1754,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1774,32,28,6,19,8,1755,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1775,32,28,6,19,8,1756,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1776,32,28,4,19,7,1757,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1777,32,28,4,19,7,1758,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1778,32,28,4,19,7,1759,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1779,32,28,4,19,7,1760,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1780,32,28,4,19,7,1761,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1781,32,28,4,19,7,1762,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1782,32,28,4,19,7,1763,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1783,32,28,4,19,7,1764,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1784,32,28,4,19,7,1765,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1785,32,28,4,19,7,1766,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1786,32,28,4,19,7,1767,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1787,32,28,4,19,7,1768,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1788,32,28,4,19,7,1769,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1789,32,28,4,19,7,1770,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1790,32,28,4,19,7,1771,28,32,19,19,19,21,18,21,0,0,0,6,0.529
1791,32,28,6,19,7,1772,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1792,32,28,7,22,8,1773,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1793,32,28,7,22,8,1774,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1794,32,28,7,22,8,1775,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1795,32,28,7,22,8,1776,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1796,32,28,7,22,8,1777,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1797,32,28,7,22,8,1778,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1798,32,28,7,22,8,1779,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1799,32,28,7,22,8,1780,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1800,32,28,7,22,8,1781,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1801,32,28,7,22,8,1782,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1802,32,28,7,22,8,1783,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1803,32,28,7,22,8,1784,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1804,32,28,7,22,8,1785,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1805,32,28,7,22,8,1786,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1806,32,28,7,22,8,1787,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1807,32,28,7,22,8,1788,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1808,32,28,7,22,8,1789,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1809,32,28,7,22,8,1790,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1810,32,28,7,22,8,1791,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1811,32,28,7,22,8,1792,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1812,32,28,7,22,8,1793,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1813,32,28,7,22,8,1794,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1814,32,28,7,22,8,1795,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1815,32,28,7,22,8,1796,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1816,32,28,7,22,8,1797,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1817,32,28,7,22,8,1798,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1818,27,28,2,11,6,1799,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1819,27,28,2,11,6,1800,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1820,27,28,2,11,6,1801,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1821,27,28,2,11,6,1802,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1822,27,28,2,11,6,1803,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1823,27,28,2,11,6,1804,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1824,27,28,2,11,6,1805,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1825,27,28,2,11,6,1806,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1826,27,28,2,11,6,1807,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1827,27,28,2,11,6,1808,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1828,27,28,2,11,6,1809,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1829,27,28,2,11,6,1810,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1830,27,28,2,11,6,1811,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1831,27,28,2,11,6,1812,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1832,27,28,2,11,6,1813,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1833,27,28,2,11,6,1814,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1834,27,28,2,11,6,1815,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1835,27,28,2,11,6,1816,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1836,27,28,2,11,6,1817,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1837,27,28,2,11,6,1818,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1838,27,28,2,11,6,1819,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1839,27,28,2,11,6,1820,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1840,27,28,2,11,6,1821,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1841,27,28,2,11,6,1822,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1842,27,28,2,11,6,1823,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1843,27,28,2,11,6,1824,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1844,27,28,2,11,6,1825,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1845,27,28,2,11,6,1826,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1846,27,28,2,11,6,1827,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1847,27,28,2,11,6,1828,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1848,27,28,2,11,6,1829,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1849,27,28,2,11,6,1830,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1850,27,28,2,11,6,1831,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1851,27,28,2,11,6,1832,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1852,32,28,6,19,8,1833,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1853,32,28,6,19,8,1834,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1854,32,28,6,19,8,1835,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1855,32,28,6,19,8,1836,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1856,32,28,6,19,8,1837,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1857,32,28,6,19,8,1838,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1858,32,28,6,19,8,1839,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1859,32,28,6,21,8,1840,28,32,21,21,21,18,19,18,0,0,0,8,0.8
1860,32,28,6,19,8,1841,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1861,32,28,6,19,8,1842,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1862,32,28,6,19,8,1843,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1863,32,28,6,19,8,1844,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1864,32,28,6,19,8,1845,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1865,32,28,6,19,8,1846,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1866,32,28,6,19,8,1847,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1867,32,28,6,19,8,1848,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1868,32,28,6,19,8,1849,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1869,32,28,6,19,8,1850,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1870,32,28,6,19,8,1851,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1871,32,28,6,19,8,1852,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1872,32,28,6,19,8,1853,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1873,32,28,6,19,8,1854,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1874,32,28,6,19,8,1855,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1875,32,28,6,19,8,1856,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1876,32,28,6,19,8,1857,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1877,32,28,6,19,8,1858,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1878,32,28,6,19,8,1859,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1879,32,28,6,19,8,1860,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1880,32,28,6,21,8,1861,28,32,21,21,21,18,19,18,0,0,0,8,0.8
1881,32,28,6,19,8,1862,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1882,32,28,6,19,8,1863,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1883,32,28,6,19,8,1864,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1884,32,28,6,21,8,1865,28,32,21,21,21,18,19,18,0,0,0,8,0.8
1885,32,28,6,19,8,1866,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1886,32,28,6,21,8,1867,28,32,21,21,21,18,19,18,0,0,0,8,0.8
1887,32,28,7,22,8,1868,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1888,32,28,7,22,8,1869,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1889,32,28,7,22,8,1870,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1890,32,28,7,22,8,1871,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1891,32,28,7,22,8,1872,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1892,32,28,7,22,8,1873,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1893,32,28,7,22,8,1874,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1894,32,28,7,22,8,1875,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1895,32,28,7,22,8,1876,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1896,32,28,7,22,8,1877,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1897,32,28,7,22,8,1878,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1898,32,28,7,22,8,1879,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1899,32,28,7,22,8,1880,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1900,32,28,7,22,8,1881,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1901,32,28,7,22,8,1882,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1902,32,28,7,22,8,1883,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1903,32,28,7,22,8,1884,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1904,32,28,7,22,8,1885,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1905,32,28,7,22,8,1886,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1906,32,28,7,22,8,1887,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1907,32,28,7,22,8,1888,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1908,32,28,7,22,8,1889,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1909,32,28,7,22,8,1890,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1910,32,28,7,22,8,1891,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1911,32,28,7,22,8,1892,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1912,32,28,7,22,8,1893,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1913,32,28,7,22,8,1894,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1914,32,28,7,22,8,1895,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1915,32,28,7,22,8,1896,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1916,32,28,7,20,8,1897,28,32,20,20,20,20,20,20,1,1,1,5,0.366
1917,32,28,7,20,8,1898,28,32,20,20,20,20,20,20,1,1,1,5,0.366
1918,32,28,7,20,8,1899,28,32,20,20,20,20,22,20,1,0,1,5,0.366
1919,32,28,7,20,8,1900,28,32,20,20,20,20,20,20,1,1,1,5,0.366
1920,32,28,7,22,8,1901,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1921,32,28,7,20,8,1902,28,32,20,20,20,20,20,20,1,1,1,5,0.366
1922,32,28,7,20,8,1903,28,32,20,20,20,20,20,20,1,1,1,5,0.366
1923,32,28,7,20,8,1904,28,32,20,20,20,20,22,20,1,0,1,5,0.366
1924,32,28,7,22,8,1905,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1925,32,28,7,22,8,1906,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1926,32,28,7,22,8,1907,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1927,32,28,7,22,8,1908,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1928,32,28,7,22,8,1909,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1929,32,28,7,22,8,1910,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1930,32,28,7,22,8,1911,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1931,32,28,7,22,8,1912,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1932,32,28,7,22,8,1913,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1933,32,28,7,22,8,1914,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1934,32,28,7,22,8,1915,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1935,32,28,7,22,8,1916,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1936,32,28,7,22,8,1917,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1937,32,28,7,22,8,1918,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1938,32,28,7,22,8,1919,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1939,32,28,7,22,8,1920,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1940,32,28,7,22,8,1921,28,32,22,22,22,19,22,19,0,1,0,7,0.43
1941,32,28,7,18,7,1922,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1942,32,28,7,18,7,1923,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1943,32,28,7,18,7,1924,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1944,32,28,7,18,7,1925,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1945,32,28,7,18,7,1926,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1946,32,28,7,18,7,1927,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1947,32,28,7,18,7,1928,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1948,32,28,7,18,7,1929,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1949,32,28,7,18,7,1930,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1950,32,28,7,18,7,1931,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1951,32,28,7,18,7,1932,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1952,32,28,7,18,7,1933,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1953,32,28,7,18,7,1934,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1954,32,28,7,18,7,1935,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1955,32,28,7,18,7,1936,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1956,32,28,7,18,7,1937,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1957,32,28,7,18,7,1938,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1958,32,28,7,18,7,1939,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1959,32,28,7,18,7,1940,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1960,32,28,7,18,7,1941,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1961,32,28,7,18,7,1942,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1962,32,28,7,18,7,1943,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1963,32,28,7,18,7,1944,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1964,32,28,7,18,7,1945,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1965,32,28,7,18,7,1946,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1966,32,28,7,18,7,1947,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1967,32,28,7,18,7,1948,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1968,32,28,7,18,7,1949,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1969,32,28,7,18,7,1950,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1970,32,28,7,18,7,1951,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1971,32,28,7,18,7,1952,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1972,32,28,7,18,7,1953,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1973,32,28,7,18,7,1954,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1974,32,28,7,18,7,1955,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1975,32,28,7,18,7,1956,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1976,32,28,7,18,7,1957,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1977,32,28,7,18,7,1958,28,32,18,18,18,17,18,17,0,1,0,5,0.253
1978,32,28,7,19,7,1959,28,32,19,19,19,21,19,21,0,1,0,6,0.529
1979,27,28,7,11,6,1960,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1980,27,28,7,11,6,1961,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1981,27,28,7,11,6,1962,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1982,27,28,7,11,6,1963,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1983,27,28,7,11,6,1964,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1984,27,28,7,11,6,1965,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1985,27,28,7,11,6,1966,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1986,27,28,7,11,6,1967,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1987,27,28,7,11,6,1968,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1988,27,28,7,11,6,1969,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1989,27,28,7,11,6,1970,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1990,27,28,7,11,6,1971,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1991,27,28,7,11,6,1972,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1992,27,28,7,11,6,1973,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1993,27,28,7,11,6,1974,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1994,27,28,7,11,6,1975,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1995,27,28,7,11,6,1976,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1996,27,28,7,11,6,1977,28,27,11,11,11,12,11,12,0,1,0,2,0.388
1997,22,28,7,16,3,1978,28,22,16,16,16,15,16,15,0,1,0,9,0.824
1998,22,28,7,15,3,1979,28,22,15,15,15,14,15,14,0,1,0,12,0.296
1999,22,28,7,15,3,1980,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2000,22,28,7,15,3,1981,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2001,22,28,7,15,5,1982,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2002,22,28,7,15,3,1983,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2003,22,28,7,15,3,1984,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2004,22,28,7,15,3,1985,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2005,22,28,7,15,3,1986,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2006,22,28,7,15,3,1987,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2007,22,28,7,15,3,1988,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2008,22,28,7,15,3,1989,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2009,22,28,7,15,3,1990,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2010,22,28,7,15,5,1991,28,22,15,15,15,14,15,14,0,1,0,12,0.296
2011,3,28,7,10,2,1992,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2012,3,28,7,10,2,1993,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2013,3,28,7,10,2,1994,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2014,3,28,7,10,2,1995,28,3,10,10,10,5,10,5,0,1,0,18,0.504
2015,3,28,7,10,2,1996,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2016,3,28,7,10,2,1997,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2017,3,28,7,10,2,1998,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2018,3,28,7,10,2,1999,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2019,3,28,7,10,2,2000,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2020,3,28,7,10,2,2001,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2021,3,28,7,10,2,2002,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2022,3,28,7,10,2,2003,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2023,3,28,7,10,2,2004,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2024,3,28,7,9,2,2005,28,3,9,9,9,6,9,6,0,1,0,19,0.8
2025,3,28,7,10,2,2006,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2026,3,28,7,10,2,2007,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2027,3,28,7,10,2,2008,28,3,10,10,10,6,10,6,0,1,0,18,0.504
2028,3,28,7,9,2,2009,28,3,9,9,9,6,9,6,0,1,0,19,0.8
