"seccion","munn","edon","disloc2018","disloc2011","esc1","esc3","pobtot","SQ","dsi_pob"
1,1,3,4,9,4,4,864,4,0.308199415631848
2,1,3,4,9,4,4,769,4,0.308199415631848
3,1,3,4,9,2,4,2154,4,0.308199415631848
4,1,3,4,9,2,4,713,4,0.308199415631848
5,1,3,4,9,2,4,1292,4,0.308199415631848
6,1,3,4,9,4,4,1046,4,0.308199415631848
7,1,3,4,9,4,4,1254,4,0.308199415631848
8,1,3,4,9,2,4,625,4,0.308199415631848
9,1,3,4,9,2,4,427,4,0.308199415631848
10,1,3,4,9,2,4,1829,4,0.308199415631848
11,1,3,2,9,2,2,628,2,0.585446430524865
12,1,3,2,9,2,2,396,2,0.585446430524865
13,1,3,2,9,4,2,1409,2,0.585446430524865
14,1,3,2,9,2,2,711,2,0.585446430524865
15,1,3,2,9,2,2,722,2,0.585446430524865
16,1,3,2,9,2,2,1481,2,0.585446430524865
17,1,3,2,9,2,2,612,2,0.585446430524865
18,1,3,4,10,2,4,1331,4,0.308199415631848
19,1,3,4,10,2,4,1148,4,0.308199415631848
20,1,3,2,10,2,2,1667,2,0.585446430524865
21,1,3,2,10,2,2,1435,2,0.585446430524865
22,1,3,2,10,2,2,2188,2,0.585446430524865
23,1,3,2,10,2,2,1140,2,0.585446430524865
24,1,3,2,10,2,2,824,2,0.585446430524865
25,1,3,2,10,2,2,1224,2,0.585446430524865
26,1,3,2,10,2,2,1199,2,0.585446430524865
27,1,3,2,10,2,2,1289,2,0.585446430524865
28,1,3,2,10,2,2,4007,2,0.585446430524865
29,1,3,2,10,2,2,2084,2,0.585446430524865
30,1,3,2,10,2,2,2203,2,0.585446430524865
31,1,3,2,10,2,2,1424,2,0.585446430524865
32,1,3,2,10,2,2,1525,2,0.585446430524865
33,1,3,2,9,4,2,401,2,0.585446430524865
34,1,3,2,9,4,2,934,2,0.585446430524865
35,1,3,2,9,4,2,160,2,0.585446430524865
36,1,3,2,10,4,2,472,2,0.585446430524865
37,1,3,4,10,4,4,344,4,0.308199415631848
38,1,3,4,10,4,4,191,4,0.308199415631848
39,1,3,2,10,4,2,212,2,0.585446430524865
40,1,3,4,11,4,4,988,4,0.308199415631848
41,1,3,4,11,4,4,1258,4,0.308199415631848
42,1,3,4,11,4,4,1682,4,0.308199415631848
43,1,3,4,11,4,4,1471,4,0.308199415631848
44,1,3,4,11,4,4,921,4,0.308199415631848
45,1,3,4,11,4,4,1039,4,0.308199415631848
46,1,3,4,11,4,4,833,4,0.308199415631848
47,1,3,4,11,4,4,1230,4,0.308199415631848
48,1,3,4,11,3,4,1536,4,0.308199415631848
49,1,3,4,11,4,4,164,4,0.308199415631848
50,1,3,4,11,4,4,238,4,0.308199415631848
51,1,3,4,11,4,4,311,4,0.308199415631848
