"seccion","munn","edo","edon","disloc2018","disloc2012","pobtot","esc1","esc3","SQ","dsi_pob"
1,1,"jal",14,2,3,1998,3,2,17,0.111926942181978
2,1,"jal",14,2,3,1409,3,2,17,0.111926942181978
3,1,"jal",14,2,3,2552,3,2,17,0.111926942181978
4,1,"jal",14,2,3,2703,3,2,17,0.111926942181978
5,1,"jal",14,2,3,2716,3,2,17,0.111926942181978
6,1,"jal",14,2,3,1865,3,2,17,0.111926942181978
7,1,"jal",14,2,3,729,3,2,17,0.111926942181978
8,1,"jal",14,2,3,317,3,2,17,0.111926942181978
9,1,"jal",14,2,3,230,3,2,17,0.111926942181978
10,1,"jal",14,2,3,3421,3,2,17,0.111926942181978
11,1,"jal",14,2,3,1949,3,2,17,0.111926942181978
12,1,"jal",14,2,3,1210,3,2,17,0.111926942181978
13,2,"jal",14,4,17,2431,8,4,18,0.609802915535873
14,2,"jal",14,4,17,1219,8,4,18,0.609802915535873
15,2,"jal",14,4,17,2365,8,4,18,0.609802915535873
16,2,"jal",14,4,17,3273,8,4,18,0.609802915535873
17,2,"jal",14,4,17,1368,8,4,18,0.609802915535873
18,2,"jal",14,4,17,3301,8,4,18,0.609802915535873
19,2,"jal",14,4,17,1468,8,4,18,0.609802915535873
20,2,"jal",14,4,17,1770,8,4,18,0.609802915535873
21,2,"jal",14,4,17,1008,8,4,18,0.609802915535873
22,2,"jal",14,4,17,2625,8,4,18,0.609802915535873
23,2,"jal",14,4,17,924,8,4,18,0.609802915535873
24,3,"jal",14,3,1,2618,8,3,1,0.993118838450891
25,3,"jal",14,3,1,1152,8,3,1,0.993118838450891
26,3,"jal",14,3,1,984,8,3,1,0.993118838450891
27,3,"jal",14,3,1,2246,8,3,1,0.993118838450891
28,3,"jal",14,3,1,1791,8,3,1,0.993118838450891
29,3,"jal",14,3,1,2556,8,3,1,0.993118838450891
30,3,"jal",14,3,1,996,8,3,1,0.993118838450891
31,3,"jal",14,3,1,3370,8,3,1,0.993118838450891
32,3,"jal",14,3,1,408,8,3,1,0.993118838450891
33,3,"jal",14,3,1,1557,8,3,1,0.993118838450891
34,3,"jal",14,3,1,2353,8,3,1,0.993118838450891
35,3,"jal",14,3,1,1683,8,3,1,0.993118838450891
36,4,"jal",14,5,19,1127,4,5,19,0.611714264392951
37,4,"jal",14,5,19,1604,4,5,19,0.611714264392951
38,4,"jal",14,5,19,577,4,5,19,0.611714264392951
39,4,"jal",14,5,19,2237,4,5,19,0.611714264392951
40,5,"jal",14,3,1,3519,2,3,1,0.993118838450891
41,5,"jal",14,3,1,1924,2,3,1,0.993118838450891
42,5,"jal",14,3,1,3152,2,3,1,0.993118838450891
43,5,"jal",14,3,1,2950,2,3,1,0.993118838450891
44,5,"jal",14,3,1,629,2,3,1,0.993118838450891
45,5,"jal",14,3,1,621,2,3,1,0.993118838450891
46,5,"jal",14,3,1,509,2,3,1,0.993118838450891
47,5,"jal",14,3,1,1344,2,3,1,0.993118838450891
48,6,"jal",14,4,18,3485,8,4,18,0.609802915535873
50,6,"jal",14,4,18,2422,8,4,18,0.609802915535873
51,6,"jal",14,4,18,2233,8,4,18,0.609802915535873
52,6,"jal",14,4,18,2381,8,4,18,0.609802915535873
53,6,"jal",14,4,18,1314,8,4,18,0.609802915535873
54,6,"jal",14,4,18,1399,8,4,18,0.609802915535873
55,6,"jal",14,4,18,1102,8,4,18,0.609802915535873
56,6,"jal",14,4,18,2506,8,4,18,0.609802915535873
57,6,"jal",14,4,18,1627,8,4,18,0.609802915535873
58,6,"jal",14,4,18,1644,8,4,18,0.609802915535873
59,6,"jal",14,4,18,711,8,4,18,0.609802915535873
60,6,"jal",14,4,18,732,8,4,18,0.609802915535873
61,6,"jal",14,4,18,1013,8,4,18,0.609802915535873
62,6,"jal",14,4,18,1941,8,4,18,0.609802915535873
63,6,"jal",14,4,18,1960,8,4,18,0.609802915535873
64,6,"jal",14,4,18,2247,8,4,18,0.609802915535873
65,6,"jal",14,4,18,1388,8,4,18,0.609802915535873
66,6,"jal",14,4,18,1453,8,4,18,0.609802915535873
67,6,"jal",14,4,18,3649,8,4,18,0.609802915535873
68,6,"jal",14,4,18,632,8,4,18,0.609802915535873
69,6,"jal",14,4,18,1200,8,4,18,0.609802915535873
70,6,"jal",14,4,18,641,8,4,18,0.609802915535873
71,6,"jal",14,4,18,1549,8,4,18,0.609802915535873
72,6,"jal",14,4,18,2694,8,4,18,0.609802915535873
73,6,"jal",14,4,18,888,8,4,18,0.609802915535873
74,6,"jal",14,4,18,395,8,4,18,0.609802915535873
75,6,"jal",14,4,18,451,8,4,18,0.609802915535873
76,6,"jal",14,4,18,1147,8,4,18,0.609802915535873
77,6,"jal",14,4,18,1203,8,4,18,0.609802915535873
78,6,"jal",14,4,18,891,8,4,18,0.609802915535873
79,6,"jal",14,4,18,1350,8,4,18,0.609802915535873
80,6,"jal",14,4,18,1664,8,4,18,0.609802915535873
81,6,"jal",14,4,18,1176,8,4,18,0.609802915535873
82,6,"jal",14,4,18,277,8,4,18,0.609802915535873
83,6,"jal",14,4,18,168,8,4,18,0.609802915535873
84,6,"jal",14,4,18,490,8,4,18,0.609802915535873
85,6,"jal",14,4,18,454,8,4,18,0.609802915535873
86,6,"jal",14,4,18,366,8,4,18,0.609802915535873
87,6,"jal",14,4,18,1168,8,4,18,0.609802915535873
88,6,"jal",14,4,18,695,8,4,18,0.609802915535873
89,6,"jal",14,4,18,693,8,4,18,0.609802915535873
90,6,"jal",14,4,18,484,8,4,18,0.609802915535873
